country,city,date,cases_cum,cases
Netherlands,Amsterdam,2020-03-02,NA,0
Netherlands,Amsterdam,2020-03-03,NA,0
Netherlands,Amsterdam,2020-03-04,1,0
Netherlands,Amsterdam,2020-03-05,2,1
Netherlands,Amsterdam,2020-03-06,2,0
Netherlands,Amsterdam,2020-03-07,3,1
Netherlands,Amsterdam,2020-03-08,4,1
Netherlands,Amsterdam,2020-03-09,4,0
Netherlands,Amsterdam,2020-03-10,8,4
Netherlands,Amsterdam,2020-03-11,8,0
Netherlands,Amsterdam,2020-03-12,11,3
Netherlands,Amsterdam,2020-03-13,20,9
Netherlands,Amsterdam,2020-03-14,31,11
Netherlands,Amsterdam,2020-03-15,31,0
Netherlands,Amsterdam,2020-03-16,39,8
Netherlands,Amsterdam,2020-03-17,56,17
Netherlands,Amsterdam,2020-03-18,61,5
Netherlands,Amsterdam,2020-03-19,85,24
Netherlands,Amsterdam,2020-03-20,127,42
Netherlands,Amsterdam,2020-03-21,161,34
Netherlands,Amsterdam,2020-03-22,188,27
Netherlands,Amsterdam,2020-03-23,203,15
Netherlands,Amsterdam,2020-03-24,250,47
Netherlands,Amsterdam,2020-03-25,297,47
Netherlands,Amsterdam,2020-03-26,351,54
Netherlands,Amsterdam,2020-03-27,411,60
Netherlands,Amsterdam,2020-03-28,477,66
Netherlands,Amsterdam,2020-03-29,530,53
Netherlands,Amsterdam,2020-03-30,571,41
Netherlands,Amsterdam,2020-03-31,NA,0
Netherlands,Amsterdam,2020-04-01,NA,0
Netherlands,Amsterdam,2020-04-02,NA,0
Netherlands,Amsterdam,2020-04-03,NA,0
Netherlands,Amsterdam,2020-04-04,NA,0
Netherlands,Amsterdam,2020-04-05,NA,0
Netherlands,Amsterdam,2020-04-06,NA,0
Netherlands,Amsterdam,2020-04-07,NA,0
Netherlands,Amsterdam,2020-04-08,939,0
Netherlands,Amsterdam,2020-04-09,990,51
Netherlands,Amsterdam,2020-04-10,1071,81
Netherlands,Amsterdam,2020-04-11,1120,49
Netherlands,Amsterdam,2020-04-12,1166,46
Netherlands,Amsterdam,2020-04-13,1190,24
Netherlands,Amsterdam,2020-04-14,1227,37
Netherlands,Amsterdam,2020-04-15,1254,27
Netherlands,Amsterdam,2020-04-16,1305,51
Netherlands,Amsterdam,2020-04-17,1377,72
Netherlands,Amsterdam,2020-04-18,1419,42
Netherlands,Amsterdam,2020-04-19,1472,53
Netherlands,Amsterdam,2020-04-20,1507,35
Netherlands,Amsterdam,2020-04-21,1544,37
Netherlands,Amsterdam,2020-04-22,1580,36
Netherlands,Amsterdam,2020-04-23,1628,48
Netherlands,Amsterdam,2020-04-24,1661,33
Netherlands,Amsterdam,2020-04-25,1703,42
Netherlands,Amsterdam,2020-04-26,1743,40
Netherlands,Amsterdam,2020-04-27,1763,20
Netherlands,Amsterdam,2020-04-28,1778,15
Netherlands,Amsterdam,2020-04-29,1816,38
Netherlands,Amsterdam,2020-04-30,1842,26
Netherlands,Amsterdam,2020-05-01,1944,102
Netherlands,Amsterdam,2020-05-02,1979,35
Netherlands,Amsterdam,2020-05-03,1993,14
Netherlands,Amsterdam,2020-05-04,1998,5
Netherlands,Amsterdam,2020-05-05,2039,41
Netherlands,Amsterdam,2020-05-06,2071,32
Netherlands,Amsterdam,2020-05-07,2107,36
Netherlands,Amsterdam,2020-05-08,2128,21
Netherlands,Amsterdam,2020-05-09,2142,14
Netherlands,Amsterdam,2020-05-10,2161,19
Netherlands,Amsterdam,2020-05-11,2183,22
Netherlands,Amsterdam,2020-05-12,2192,9
Netherlands,Amsterdam,2020-05-13,2203,11
Netherlands,Amsterdam,2020-05-14,2223,20
Netherlands,Amsterdam,2020-05-15,2236,13
Netherlands,Amsterdam,2020-05-16,2250,14
Netherlands,Amsterdam,2020-05-17,2256,6
Netherlands,Amsterdam,2020-05-18,2260,4
Netherlands,Amsterdam,2020-05-19,2265,5
Netherlands,Amsterdam,2020-05-20,2275,10
Netherlands,Amsterdam,2020-05-21,2288,13
Netherlands,Amsterdam,2020-05-22,2297,9
Netherlands,Amsterdam,2020-05-23,2304,7
Netherlands,Amsterdam,2020-05-24,2308,4
Netherlands,Amsterdam,2020-05-25,2312,4
Netherlands,Amsterdam,2020-05-26,2316,4
Netherlands,Amsterdam,2020-05-27,2322,6
Netherlands,Amsterdam,2020-05-28,2329,7
Netherlands,Amsterdam,2020-05-29,2339,10
Netherlands,Amsterdam,2020-05-30,2345,6
Netherlands,Amsterdam,2020-05-31,2354,9
Netherlands,Amsterdam,2020-06-01,2363,9
Netherlands,Amsterdam,2020-06-02,2364,1
Netherlands,Amsterdam,2020-06-03,2367,3
Netherlands,Amsterdam,2020-06-04,2367,0
Netherlands,Amsterdam,2020-06-05,2367,0
Netherlands,Amsterdam,2020-06-06,2367,0
Netherlands,Amsterdam,2020-06-07,2430,63
Netherlands,Amsterdam,2020-06-08,2447,17
Netherlands,Amsterdam,2020-06-09,2458,11
Netherlands,Amsterdam,2020-06-10,2482,24
Netherlands,Amsterdam,2020-06-11,2498,16
Netherlands,Amsterdam,2020-06-12,2506,8
Netherlands,Amsterdam,2020-06-13,2528,22
Netherlands,Amsterdam,2020-06-14,2539,11
Netherlands,Amsterdam,2020-06-15,2552,13
Netherlands,Amsterdam,2020-06-16,2571,19
Netherlands,Amsterdam,2020-06-17,2582,11
Netherlands,Amsterdam,2020-06-18,2592,10
Netherlands,Amsterdam,2020-06-19,2594,2
Netherlands,Amsterdam,2020-06-20,2602,8
Netherlands,Amsterdam,2020-06-21,2608,6
Netherlands,Amsterdam,2020-06-22,2614,6
Netherlands,Amsterdam,2020-06-23,2623,9
Netherlands,Amsterdam,2020-06-24,2635,12
Netherlands,Amsterdam,2020-06-25,2640,5
Netherlands,Amsterdam,2020-06-26,2650,10
Netherlands,Amsterdam,2020-06-27,2657,7
Netherlands,Amsterdam,2020-06-28,2659,2
Netherlands,Amsterdam,2020-06-29,2666,7
Netherlands,Amsterdam,2020-06-30,2671,5
Netherlands,Amsterdam,2020-07-01,2674,3
Netherlands,Amsterdam,2020-07-02,2678,4
Netherlands,Amsterdam,2020-07-03,2688,10
Netherlands,Amsterdam,2020-07-04,2695,7
Netherlands,Amsterdam,2020-07-05,2701,6
Netherlands,Amsterdam,2020-07-06,2704,3
Netherlands,Amsterdam,2020-07-07,2706,2
Netherlands,Amsterdam,2020-07-08,2712,6
Netherlands,Amsterdam,2020-07-09,2714,2
Netherlands,Amsterdam,2020-07-10,2724,10
Netherlands,Amsterdam,2020-07-11,2729,5
Netherlands,Amsterdam,2020-07-12,2733,4
Netherlands,Amsterdam,2020-07-13,2744,11
Netherlands,Amsterdam,2020-07-14,2749,5
Netherlands,Amsterdam,2020-07-15,2754,5
Netherlands,Amsterdam,2020-07-16,2774,20
Netherlands,Amsterdam,2020-07-17,2790,16
Netherlands,Amsterdam,2020-07-18,2791,1
Netherlands,Amsterdam,2020-07-19,2824,33
Netherlands,Amsterdam,2020-07-20,2852,28
Netherlands,Amsterdam,2020-07-21,2873,21
Netherlands,Amsterdam,2020-07-22,2891,18
Netherlands,Amsterdam,2020-07-23,2906,15
Netherlands,Amsterdam,2020-07-24,2925,19
Netherlands,Amsterdam,2020-07-25,2945,20
Netherlands,Amsterdam,2020-07-26,2973,28
Netherlands,Amsterdam,2020-07-27,3020,47
Netherlands,Amsterdam,2020-07-28,3049,29
Netherlands,Amsterdam,2020-07-29,3076,27
Netherlands,Amsterdam,2020-07-30,3144,68
Netherlands,Amsterdam,2020-07-31,3187,43
Netherlands,Amsterdam,2020-08-01,3248,61
Netherlands,Amsterdam,2020-08-02,3270,22
Netherlands,Amsterdam,2020-08-03,3314,44
Netherlands,Amsterdam,2020-08-04,3449,135
Netherlands,Amsterdam,2020-08-05,3512,63
Netherlands,Amsterdam,2020-08-06,3659,147
Netherlands,Amsterdam,2020-08-07,3733,74
Netherlands,Amsterdam,2020-08-08,3830,97
Netherlands,Amsterdam,2020-08-09,3912,82
Netherlands,Amsterdam,2020-08-10,4089,177
Netherlands,Amsterdam,2020-08-11,4200,111
Netherlands,Amsterdam,2020-08-12,4300,100
Netherlands,Amsterdam,2020-08-13,4369,69
Netherlands,Amsterdam,2020-08-14,4489,120
Netherlands,Amsterdam,2020-08-15,4620,131
Netherlands,Amsterdam,2020-08-16,4717,97
Netherlands,Amsterdam,2020-08-17,4823,106
Netherlands,Amsterdam,2020-08-18,4944,121
Netherlands,Amsterdam,2020-08-19,5037,93
Netherlands,Amsterdam,2020-08-20,5141,104
Netherlands,Amsterdam,2020-08-21,5222,81
Netherlands,Amsterdam,2020-08-22,5271,49
Netherlands,Amsterdam,2020-08-23,5347,76
Netherlands,Amsterdam,2020-08-24,5471,124
Netherlands,Amsterdam,2020-08-25,5559,88
Netherlands,Amsterdam,2020-08-26,5642,83
Netherlands,Amsterdam,2020-08-27,5732,90
Netherlands,Amsterdam,2020-08-28,5813,81
Netherlands,Amsterdam,2020-08-29,5877,64
Netherlands,Amsterdam,2020-08-30,5939,62
Netherlands,Amsterdam,2020-08-31,6046,107
Netherlands,Amsterdam,2020-09-01,6117,71
Netherlands,Amsterdam,2020-09-02,6235,118
Netherlands,Amsterdam,2020-09-03,6309,74
Netherlands,Amsterdam,2020-09-04,6444,135
Netherlands,Amsterdam,2020-09-05,6552,108
Netherlands,Amsterdam,2020-09-06,6684,132
Netherlands,Amsterdam,2020-09-07,6819,135
Netherlands,Amsterdam,2020-09-08,7009,190
Netherlands,Amsterdam,2020-09-09,7141,132
Netherlands,Amsterdam,2020-09-10,7267,126
Netherlands,Amsterdam,2020-09-11,7453,186
Netherlands,Amsterdam,2020-09-12,7619,166
Netherlands,Amsterdam,2020-09-13,7812,193
Netherlands,Amsterdam,2020-09-14,8011,199
Netherlands,Amsterdam,2020-09-15,8260,249
Netherlands,Amsterdam,2020-09-16,8500,240
Netherlands,Amsterdam,2020-09-17,8747,247
Netherlands,Amsterdam,2020-09-18,9109,362
Netherlands,Amsterdam,2020-09-19,9401,292
Netherlands,Amsterdam,2020-09-20,9691,290
Netherlands,Amsterdam,2020-09-21,9962,271
Netherlands,Amsterdam,2020-09-22,10338,376
Netherlands,Amsterdam,2020-09-23,10607,269
Netherlands,Amsterdam,2020-09-24,10858,251
Netherlands,Amsterdam,2020-09-25,11218,360
Netherlands,Amsterdam,2020-09-26,11553,335
Netherlands,Amsterdam,2020-09-27,12018,465
Netherlands,Amsterdam,2020-09-28,12259,241
Netherlands,Amsterdam,2020-09-29,12644,385
Netherlands,Amsterdam,2020-09-30,13021,377
Netherlands,Amsterdam,2020-10-01,13365,344
Netherlands,Amsterdam,2020-10-02,13720,355
Netherlands,Amsterdam,2020-10-03,14094,374
Netherlands,Amsterdam,2020-10-04,14552,458
Netherlands,Amsterdam,2020-10-05,14903,351
Netherlands,Amsterdam,2020-10-06,15382,479
Netherlands,Amsterdam,2020-10-07,15846,464
Netherlands,Amsterdam,2020-10-08,16291,445
Netherlands,Amsterdam,2020-10-09,16789,498
Netherlands,Amsterdam,2020-10-10,17419,630
Netherlands,Amsterdam,2020-10-11,17839,420
Netherlands,Amsterdam,2020-10-12,18429,590
Netherlands,Amsterdam,2020-10-13,19163,734
Netherlands,Amsterdam,2020-10-14,19802,639
Netherlands,Amsterdam,2020-10-15,20303,501
Netherlands,Amsterdam,2020-10-16,20985,682
Netherlands,Amsterdam,2020-10-17,21672,687
Netherlands,Amsterdam,2020-10-18,22398,726
Netherlands,Amsterdam,2020-10-19,22931,533
Netherlands,Amsterdam,2020-10-20,23627,696
Netherlands,Amsterdam,2020-10-21,24378,751
Netherlands,Amsterdam,2020-10-22,25191,813
Netherlands,Amsterdam,2020-10-23,25936,745
Netherlands,Amsterdam,2020-10-24,26442,506
Netherlands,Amsterdam,2020-10-25,27273,831
Netherlands,Amsterdam,2020-10-26,27799,526
Netherlands,Amsterdam,2020-10-27,28485,686
Netherlands,Amsterdam,2020-10-28,28833,348
Netherlands,Amsterdam,2020-10-29,29331,498
Netherlands,Amsterdam,2020-10-30,29946,615
Netherlands,Amsterdam,2020-10-31,30511,565
Netherlands,Amsterdam,2020-11-01,31039,528
Netherlands,Amsterdam,2020-11-02,31365,326
Netherlands,Amsterdam,2020-11-03,31733,368
Netherlands,Amsterdam,2020-11-04,32098,365
Netherlands,Amsterdam,2020-11-05,32472,374
Netherlands,Amsterdam,2020-11-06,32779,307
Netherlands,Amsterdam,2020-11-07,33163,384
Netherlands,Amsterdam,2020-11-08,33501,338
Netherlands,Amsterdam,2020-11-09,33721,220
Netherlands,Amsterdam,2020-11-10,33976,255
Netherlands,Amsterdam,2020-11-11,34306,330
Netherlands,Amsterdam,2020-11-12,34703,397
Netherlands,Amsterdam,2020-11-13,35127,424
Netherlands,Amsterdam,2020-11-14,35435,308
Netherlands,Amsterdam,2020-11-15,35710,275
Netherlands,Amsterdam,2020-11-16,35995,285
Netherlands,Amsterdam,2020-11-17,36224,229
Netherlands,Amsterdam,2020-11-18,36471,247
Netherlands,Amsterdam,2020-11-19,36640,169
Netherlands,Amsterdam,2020-11-20,36975,335
Netherlands,Amsterdam,2020-11-21,37391,416
Netherlands,Amsterdam,2020-11-22,37720,329
Netherlands,Amsterdam,2020-11-23,37955,235
Netherlands,Amsterdam,2020-11-24,38153,198
Netherlands,Amsterdam,2020-11-25,38435,282
Netherlands,Amsterdam,2020-11-26,38657,222
Netherlands,Amsterdam,2020-11-27,38971,314
Netherlands,Amsterdam,2020-11-28,39213,242
Netherlands,Amsterdam,2020-11-29,39502,289
Netherlands,Amsterdam,2020-11-30,39756,254
Netherlands,Amsterdam,2020-12-01,40003,247
Netherlands,Amsterdam,2020-12-02,40303,300
Netherlands,Amsterdam,2020-12-03,40636,333
Netherlands,Amsterdam,2020-12-04,40861,225
Netherlands,Amsterdam,2020-12-05,41205,344
Netherlands,Amsterdam,2020-12-06,41555,350
Netherlands,Amsterdam,2020-12-07,41771,216
Netherlands,Amsterdam,2020-12-08,42089,318
Netherlands,Amsterdam,2020-12-09,42505,416
Netherlands,Amsterdam,2020-12-10,42918,413
Netherlands,Amsterdam,2020-12-11,43397,479
Netherlands,Amsterdam,2020-12-12,43788,391
Netherlands,Amsterdam,2020-12-13,44123,335
Netherlands,Amsterdam,2020-12-14,44473,350
Netherlands,Amsterdam,2020-12-15,44718,245
Netherlands,Amsterdam,2020-12-16,45276,558
Netherlands,Amsterdam,2020-12-17,45820,544
Netherlands,Amsterdam,2020-12-18,46185,365
Netherlands,Amsterdam,2020-12-19,46765,580
Netherlands,Amsterdam,2020-12-20,47359,594
Netherlands,Amsterdam,2020-12-21,47698,339
Netherlands,Amsterdam,2020-12-22,48135,437
Netherlands,Amsterdam,2020-12-23,48509,374
Netherlands,Amsterdam,2020-12-24,48951,442
Netherlands,Amsterdam,2020-12-25,49257,306
Netherlands,Amsterdam,2020-12-26,49572,315
Netherlands,Amsterdam,2020-12-27,50010,438
Netherlands,Amsterdam,2020-12-28,50266,256
Netherlands,Amsterdam,2020-12-29,50545,279
Netherlands,Amsterdam,2020-12-30,50925,380
Netherlands,Amsterdam,2020-12-31,51312,387
Netherlands,Amsterdam,2021-01-01,51534,222
Netherlands,Amsterdam,2021-01-02,51814,280
Netherlands,Amsterdam,2021-01-03,52063,249
Netherlands,Amsterdam,2021-01-04,52281,218
Netherlands,Amsterdam,2021-01-05,52498,217
Netherlands,Amsterdam,2021-01-06,52835,337
Netherlands,Amsterdam,2021-01-07,53204,369
Netherlands,Amsterdam,2021-01-08,53502,298
Netherlands,Amsterdam,2021-01-09,53686,184
Netherlands,Amsterdam,2021-01-10,53931,245
Netherlands,Amsterdam,2021-01-11,54121,190
Netherlands,Amsterdam,2021-01-12,54373,252
Netherlands,Amsterdam,2021-01-13,54522,149
Netherlands,Amsterdam,2021-01-14,54894,372
Netherlands,Amsterdam,2021-01-15,55165,271
Netherlands,Amsterdam,2021-01-16,55351,186
Netherlands,Amsterdam,2021-01-17,55639,288
Netherlands,Amsterdam,2021-01-18,55807,168
Netherlands,Amsterdam,2021-01-19,56004,197
Netherlands,Amsterdam,2021-01-20,56167,163
Netherlands,Amsterdam,2021-01-21,56411,244
Netherlands,Amsterdam,2021-01-22,56653,242
Netherlands,Amsterdam,2021-01-23,56867,214
Netherlands,Amsterdam,2021-01-24,57104,237
Netherlands,Amsterdam,2021-01-25,57207,103
Netherlands,Amsterdam,2021-01-26,57408,201
Netherlands,Amsterdam,2021-01-27,57549,141
Netherlands,Amsterdam,2021-01-28,57753,204
Netherlands,Amsterdam,2021-01-29,57918,165
Netherlands,Amsterdam,2021-01-30,58094,176
Netherlands,Amsterdam,2021-01-31,58309,215
Netherlands,Amsterdam,2021-02-01,58422,113
Netherlands,Amsterdam,2021-02-02,58553,131
Netherlands,Amsterdam,2021-02-03,58702,149
Netherlands,Amsterdam,2021-02-04,58879,177
Netherlands,Amsterdam,2021-02-05,59124,245
Netherlands,Amsterdam,2021-02-06,59254,130
Netherlands,Amsterdam,2021-02-07,59411,157
Netherlands,Amsterdam,2021-02-08,59456,45
Netherlands,Amsterdam,2021-02-09,59557,101
Netherlands,Amsterdam,2021-02-10,59682,125
Netherlands,Amsterdam,2021-02-11,59930,248
Netherlands,Amsterdam,2021-02-12,60126,196
Netherlands,Amsterdam,2021-02-13,60275,149
Netherlands,Amsterdam,2021-02-14,60466,191
Netherlands,Amsterdam,2021-02-15,60594,128
Netherlands,Amsterdam,2021-02-16,60745,151
Netherlands,Amsterdam,2021-02-17,60976,231
Netherlands,Amsterdam,2021-02-18,61198,222
Netherlands,Amsterdam,2021-02-19,61315,117
Netherlands,Amsterdam,2021-02-20,61524,209
Netherlands,Amsterdam,2021-02-21,61761,237
Netherlands,Amsterdam,2021-02-22,61907,146
Netherlands,Amsterdam,2021-02-23,62126,219
Netherlands,Amsterdam,2021-02-24,62322,196
Netherlands,Amsterdam,2021-02-25,62546,224
Netherlands,Amsterdam,2021-02-26,62763,217
Netherlands,Amsterdam,2021-02-27,63009,246
Netherlands,Amsterdam,2021-02-28,63197,188
Netherlands,Amsterdam,2021-03-01,63392,195
Netherlands,Amsterdam,2021-03-02,63484,92
Netherlands,Amsterdam,2021-03-03,63789,305
Netherlands,Amsterdam,2021-03-04,63924,135
Netherlands,Amsterdam,2021-03-05,64134,210
Netherlands,Amsterdam,2021-03-06,64446,312
Netherlands,Amsterdam,2021-03-07,64699,253
Netherlands,Amsterdam,2021-03-08,64825,126
Netherlands,Amsterdam,2021-03-09,65040,215
Netherlands,Amsterdam,2021-03-10,65272,232
Netherlands,Amsterdam,2021-03-11,65520,248
Netherlands,Amsterdam,2021-03-12,65845,325
Netherlands,Amsterdam,2021-03-13,66062,217
Netherlands,Amsterdam,2021-03-14,66332,270
Netherlands,Amsterdam,2021-03-15,66495,163
Netherlands,Amsterdam,2021-03-16,66758,263
Netherlands,Amsterdam,2021-03-17,67018,260
Netherlands,Amsterdam,2021-03-18,67199,181
Netherlands,Amsterdam,2021-03-19,67580,381
Netherlands,Amsterdam,2021-03-20,67902,322
Netherlands,Amsterdam,2021-03-21,68211,309
Netherlands,Amsterdam,2021-03-22,68439,228
Netherlands,Amsterdam,2021-03-23,68664,225
Netherlands,Amsterdam,2021-03-24,68964,300
Netherlands,Amsterdam,2021-03-25,69270,306
Netherlands,Amsterdam,2021-03-26,69610,340
Netherlands,Amsterdam,2021-03-27,69995,385
Netherlands,Amsterdam,2021-03-28,70298,303
Netherlands,Amsterdam,2021-03-29,70664,366
Netherlands,Amsterdam,2021-03-30,70881,217
Netherlands,Amsterdam,2021-03-31,71180,299
Netherlands,Amsterdam,2021-04-01,71583,403
Netherlands,Amsterdam,2021-04-02,71871,288
Netherlands,Amsterdam,2021-04-03,72143,272
Netherlands,Amsterdam,2021-04-04,72463,320
Netherlands,Amsterdam,2021-04-05,72685,222
Netherlands,Amsterdam,2021-04-06,72914,229
Netherlands,Amsterdam,2021-04-07,73172,258
Netherlands,Amsterdam,2021-04-08,73436,264
Netherlands,Amsterdam,2021-04-09,73738,302
Netherlands,Amsterdam,2021-04-10,74063,325
Netherlands,Amsterdam,2021-04-11,74315,252
Netherlands,Amsterdam,2021-04-12,74618,303
Netherlands,Amsterdam,2021-04-13,74855,237
Netherlands,Amsterdam,2021-04-14,75023,168
Netherlands,Amsterdam,2021-04-15,75399,376
Netherlands,Amsterdam,2021-04-16,75796,397
Netherlands,Amsterdam,2021-04-17,76078,282
Netherlands,Amsterdam,2021-04-18,76506,428
Netherlands,Amsterdam,2021-04-19,76795,289
Netherlands,Amsterdam,2021-04-20,77116,321
Netherlands,Amsterdam,2021-04-21,77435,319
Netherlands,Amsterdam,2021-04-22,77802,367
Netherlands,Amsterdam,2021-04-23,78221,419
Netherlands,Amsterdam,2021-04-24,78513,292
Netherlands,Amsterdam,2021-04-25,78830,317
Netherlands,Amsterdam,2021-04-26,79097,267
Netherlands,Amsterdam,2021-04-27,79302,205
Netherlands,Amsterdam,2021-04-28,79650,348
Netherlands,Amsterdam,2021-04-29,79908,258
Netherlands,Amsterdam,2021-04-30,80210,302
Netherlands,Amsterdam,2021-05-01,80461,251
Netherlands,Amsterdam,2021-05-02,80843,382
Netherlands,Amsterdam,2021-05-03,81304,461
Netherlands,Amsterdam,2021-05-04,81679,375
Netherlands,Amsterdam,2021-05-05,82041,362
Netherlands,Amsterdam,2021-05-06,82415,374
Netherlands,Amsterdam,2021-05-07,82776,361
Netherlands,Amsterdam,2021-05-08,83196,420
Netherlands,Amsterdam,2021-05-09,83451,255
Netherlands,Amsterdam,2021-05-10,83796,345
Netherlands,Amsterdam,2021-05-11,84026,230
Netherlands,Amsterdam,2021-05-12,84303,277
Netherlands,Amsterdam,2021-05-13,84469,166
Netherlands,Amsterdam,2021-05-14,84792,323
Netherlands,Amsterdam,2021-05-15,84993,201
Netherlands,Amsterdam,2021-05-16,85158,165
Netherlands,Amsterdam,2021-05-17,85235,77
Netherlands,Amsterdam,2021-05-18,85515,280
Netherlands,Amsterdam,2021-05-19,85679,164
Netherlands,Amsterdam,2021-05-20,85901,222
Netherlands,Amsterdam,2021-05-21,86076,175
Netherlands,Amsterdam,2021-05-22,86218,142
Netherlands,Amsterdam,2021-05-23,86345,127
Netherlands,Amsterdam,2021-05-24,86474,129
Netherlands,Amsterdam,2021-05-25,86594,120
Netherlands,Amsterdam,2021-05-26,86742,148
Netherlands,Amsterdam,2021-05-27,86870,128
Netherlands,Amsterdam,2021-05-28,87015,145
Netherlands,Amsterdam,2021-05-29,87220,205
Netherlands,Amsterdam,2021-05-30,87321,101
Netherlands,Amsterdam,2021-05-31,87404,83
Netherlands,Amsterdam,2021-06-01,87470,66
Netherlands,Amsterdam,2021-06-02,87587,117
Netherlands,Amsterdam,2021-06-03,87690,103
Netherlands,Amsterdam,2021-06-04,87840,150
Netherlands,Amsterdam,2021-06-05,87921,81
Netherlands,Amsterdam,2021-06-06,87977,56
Netherlands,Amsterdam,2021-06-07,88034,57
Netherlands,Amsterdam,2021-06-08,88118,84
Netherlands,Amsterdam,2021-06-09,88178,60
Netherlands,Amsterdam,2021-06-10,88235,57
Netherlands,Amsterdam,2021-06-11,88286,51
Netherlands,Amsterdam,2021-06-12,88351,65
Netherlands,Amsterdam,2021-06-13,88413,62
Netherlands,Amsterdam,2021-06-14,88464,51
Netherlands,Amsterdam,2021-06-15,88522,58
Netherlands,Amsterdam,2021-06-16,88608,86
Netherlands,Amsterdam,2021-06-17,88666,58
Netherlands,Amsterdam,2021-06-18,88726,60
Netherlands,Amsterdam,2021-06-19,88775,49
Netherlands,Amsterdam,2021-06-20,88820,45
Netherlands,Amsterdam,2021-06-21,88853,33
Netherlands,Amsterdam,2021-06-22,88904,51
Netherlands,Amsterdam,2021-06-23,88934,30
Netherlands,Amsterdam,2021-06-24,88979,45
Netherlands,Amsterdam,2021-06-25,89024,45
Netherlands,Amsterdam,2021-06-26,89057,33
Netherlands,Amsterdam,2021-06-27,89084,27
Netherlands,Amsterdam,2021-06-28,89124,40
Netherlands,Amsterdam,2021-06-29,89166,42
Netherlands,Amsterdam,2021-06-30,89217,51
Netherlands,Amsterdam,2021-07-01,89284,67
Netherlands,Amsterdam,2021-07-02,89391,107
Netherlands,Amsterdam,2021-07-03,89479,88
Netherlands,Amsterdam,2021-07-04,89641,162
Netherlands,Amsterdam,2021-07-05,89885,244
Netherlands,Amsterdam,2021-07-06,90154,269
Netherlands,Amsterdam,2021-07-07,90636,482
Netherlands,Amsterdam,2021-07-08,91368,732
Netherlands,Amsterdam,2021-07-09,92166,798
Netherlands,Amsterdam,2021-07-10,93063,897
Netherlands,Amsterdam,2021-07-11,94402,1339
Netherlands,Amsterdam,2021-07-12,95561,1159
Netherlands,Amsterdam,2021-07-13,96569,1008
Netherlands,Amsterdam,2021-07-14,97784,1215
Netherlands,Amsterdam,2021-07-15,99061,1277
Netherlands,Amsterdam,2021-07-16,100183,1122
Netherlands,Amsterdam,2021-07-17,101309,1126
Netherlands,Amsterdam,2021-07-18,102329,1020
Netherlands,Amsterdam,2021-07-19,102917,588
Netherlands,Amsterdam,2021-07-20,103499,582
Netherlands,Amsterdam,2021-07-21,104054,555
Netherlands,Amsterdam,2021-07-22,104521,467
Netherlands,Amsterdam,2021-07-23,104988,467
Netherlands,Amsterdam,2021-07-24,105346,358
Netherlands,Amsterdam,2021-07-25,105667,321
Netherlands,Amsterdam,2021-07-26,105954,287
Netherlands,Amsterdam,2021-07-27,106256,302
Netherlands,Amsterdam,2021-07-28,106491,235
Netherlands,Amsterdam,2021-07-29,106852,361
Netherlands,Amsterdam,2021-07-30,107075,223
Netherlands,Amsterdam,2021-07-31,107288,213
Netherlands,Amsterdam,2021-08-01,107486,198
Netherlands,Amsterdam,2021-08-02,107600,114
Netherlands,Amsterdam,2021-08-03,107764,164
Netherlands,Amsterdam,2021-08-04,108002,238
Netherlands,Amsterdam,2021-08-05,108273,271
Netherlands,Amsterdam,2021-08-06,108516,243
Netherlands,Amsterdam,2021-08-07,108703,187
Netherlands,Amsterdam,2021-08-08,108931,228
Netherlands,Amsterdam,2021-08-09,109095,164
Netherlands,Amsterdam,2021-08-10,109238,143
Netherlands,Amsterdam,2021-08-11,109428,190
Netherlands,Amsterdam,2021-08-12,109624,196
Netherlands,Amsterdam,2021-08-13,109824,200
Netherlands,Amsterdam,2021-08-14,110046,222
Netherlands,Amsterdam,2021-08-15,110268,222
Netherlands,Amsterdam,2021-08-16,110466,198
Netherlands,Amsterdam,2021-08-17,110676,210
Netherlands,Amsterdam,2021-08-18,110912,236
Netherlands,Amsterdam,2021-08-19,111113,201
Netherlands,Amsterdam,2021-08-20,111330,217
Netherlands,Amsterdam,2021-08-21,111575,245
Netherlands,Amsterdam,2021-08-22,111801,226
Netherlands,Amsterdam,2021-08-23,112016,215
Netherlands,Amsterdam,2021-08-24,112242,226
Netherlands,Amsterdam,2021-08-25,112459,217
Netherlands,Amsterdam,2021-08-26,112613,154
Netherlands,Amsterdam,2021-08-27,112935,322
Netherlands,Amsterdam,2021-08-28,113083,148
Netherlands,Amsterdam,2021-08-29,113275,192
Netherlands,Amsterdam,2021-08-30,113458,183
Netherlands,Amsterdam,2021-08-31,113626,168
Netherlands,Amsterdam,2021-09-01,113814,188
Netherlands,Amsterdam,2021-09-02,113990,176
Netherlands,Amsterdam,2021-09-03,114185,195
Netherlands,Amsterdam,2021-09-04,114398,213
Netherlands,Amsterdam,2021-09-05,114604,206
Netherlands,Amsterdam,2021-09-06,114730,126
Netherlands,Amsterdam,2021-09-07,114974,244
Netherlands,Amsterdam,2021-09-08,115177,203
Netherlands,Amsterdam,2021-09-09,115390,213
Netherlands,Amsterdam,2021-09-10,115554,164
Netherlands,Amsterdam,2021-09-11,115715,161
Netherlands,Amsterdam,2021-09-12,115891,176
