"date,""mcccityname1"",""cases"""
"2020-10-20,""Bedford"",24"
"2020-10-20,""Preston"",79"
"2020-10-20,""Liverpool"",444"
"2020-10-19,""Blackpool"",102"
"2020-10-19,""Bedford"",19"
"2020-10-19,""Preston"",112"
"2020-10-19,""Liverpool"",478"
"2020-10-18,""Blackpool"",117"
"2020-10-18,""Bedford"",33"
"2020-10-18,""Preston"",111"
"2020-10-18,""Liverpool"",412"
"2020-10-17,""Blackpool"",43"
"2020-10-17,""Bedford"",27"
"2020-10-17,""Preston"",72"
"2020-10-17,""Liverpool"",467"
"2020-10-16,""Blackpool"",65"
"2020-10-16,""Bedford"",9"
"2020-10-16,""Preston"",64"
"2020-10-16,""Liverpool"",297"
"2020-10-15,""Blackpool"",68"
"2020-10-15,""Bedford"",30"
"2020-10-15,""Preston"",72"
"2020-10-15,""Liverpool"",625"
"2020-10-14,""Blackpool"",89"
"2020-10-14,""Bedford"",19"
"2020-10-14,""Preston"",96"
"2020-10-14,""Liverpool"",448"
"2020-10-13,""Blackpool"",63"
"2020-10-13,""Bedford"",19"
"2020-10-13,""Preston"",82"
"2020-10-13,""Liverpool"",503"
"2020-10-12,""Blackpool"",69"
"2020-10-12,""Bedford"",14"
"2020-10-12,""Preston"",78"
"2020-10-12,""Liverpool"",609"
"2020-10-11,""Blackpool"",33"
"2020-10-11,""Bedford"",13"
"2020-10-11,""Preston"",54"
"2020-10-11,""Liverpool"",420"
"2020-10-10,""Blackpool"",37"
"2020-10-10,""Bedford"",19"
"2020-10-10,""Preston"",87"
"2020-10-10,""Liverpool"",437"
"2020-10-09,""Blackpool"",30"
"2020-10-09,""Bedford"",30"
"2020-10-09,""Preston"",54"
"2020-10-09,""Liverpool"",332"
"2020-10-08,""Blackpool"",50"
"2020-10-08,""Bedford"",33"
"2020-10-08,""Preston"",79"
"2020-10-08,""Liverpool"",579"
"2020-10-07,""Blackpool"",31"
"2020-10-07,""Bedford"",24"
"2020-10-07,""Preston"",64"
"2020-10-07,""Liverpool"",430"
"2020-10-06,""Blackpool"",62"
"2020-10-06,""Bedford"",18"
"2020-10-06,""Preston"",105"
"2020-10-06,""Liverpool"",541"
"2020-10-05,""Blackpool"",43"
"2020-10-05,""Bedford"",17"
"2020-10-05,""Preston"",54"
"2020-10-05,""Liverpool"",428"
"2020-10-04,""Blackpool"",67"
"2020-10-04,""Bedford"",27"
"2020-10-04,""Preston"",109"
"2020-10-04,""Liverpool"",899"
"2020-10-03,""Blackpool"",39"
"2020-10-03,""Bedford"",19"
"2020-10-03,""Preston"",54"
"2020-10-03,""Liverpool"",433"
"2020-10-02,""Blackpool"",24"
"2020-10-02,""Bedford"",10"
"2020-10-02,""Preston"",48"
"2020-10-02,""Liverpool"",255"
"2020-10-01,""Blackpool"",23"
"2020-10-01,""Bedford"",11"
"2020-10-01,""Preston"",62"
"2020-10-01,""Liverpool"",272"
"2020-09-30,""Blackpool"",22"
"2020-09-30,""Bedford"",9"
"2020-09-30,""Preston"",56"
"2020-09-30,""Liverpool"",274"
"2020-09-29,""Blackpool"",20"
"2020-09-29,""Bedford"",8"
"2020-09-29,""Preston"",79"
"2020-09-29,""Liverpool"",205"
"2020-09-28,""Blackpool"",8"
"2020-09-28,""Bedford"",10"
"2020-09-28,""Preston"",23"
"2020-09-28,""Liverpool"",158"
"2020-09-27,""Blackpool"",20"
"2020-09-27,""Bedford"",10"
"2020-09-27,""Preston"",21"
"2020-09-27,""Liverpool"",203"
"2020-09-26,""Blackpool"",10"
"2020-09-26,""Bedford"",7"
"2020-09-26,""Preston"",33"
"2020-09-26,""Liverpool"",183"
"2020-09-25,""Blackpool"",9"
"2020-09-25,""Bedford"",19"
"2020-09-25,""Preston"",63"
"2020-09-25,""Liverpool"",264"
"2020-09-24,""Blackpool"",15"
"2020-09-24,""Bedford"",11"
"2020-09-24,""Preston"",34"
"2020-09-24,""Liverpool"",264"
"2020-09-23,""Blackpool"",16"
"2020-09-23,""Bedford"",15"
"2020-09-23,""Preston"",33"
"2020-09-23,""Liverpool"",132"
"2020-09-22,""Blackpool"",20"
"2020-09-22,""Bedford"",17"
"2020-09-22,""Preston"",62"
"2020-09-22,""Liverpool"",134"
"2020-09-21,""Blackpool"",10"
"2020-09-21,""Bedford"",9"
"2020-09-21,""Preston"",21"
"2020-09-21,""Liverpool"",153"
"2020-09-20,""Blackpool"",10"
"2020-09-20,""Bedford"",5"
"2020-09-20,""Preston"",25"
"2020-09-20,""Liverpool"",171"
"2020-09-19,""Blackpool"",21"
"2020-09-19,""Bedford"",6"
"2020-09-19,""Preston"",42"
"2020-09-19,""Liverpool"",110"
"2020-09-18,""Blackpool"",14"
"2020-09-18,""Bedford"",2"
"2020-09-18,""Preston"",37"
"2020-09-18,""Liverpool"",141"
"2020-09-17,""Blackpool"",15"
"2020-09-17,""Bedford"",3"
"2020-09-17,""Preston"",40"
"2020-09-17,""Liverpool"",78"
"2020-09-16,""Blackpool"",13"
"2020-09-16,""Bedford"",2"
"2020-09-16,""Preston"",25"
"2020-09-16,""Liverpool"",136"
"2020-09-15,""Blackpool"",2"
"2020-09-15,""Bedford"",6"
"2020-09-15,""Preston"",42"
"2020-09-15,""Liverpool"",86"
"2020-09-14,""Blackpool"",20"
"2020-09-14,""Bedford"",2"
"2020-09-14,""Preston"",17"
"2020-09-14,""Liverpool"",64"
"2020-09-13,""Blackpool"",3"
"2020-09-13,""Bedford"",1"
"2020-09-13,""Preston"",24"
"2020-09-13,""Liverpool"",107"
"2020-09-12,""Blackpool"",5"
"2020-09-12,""Bedford"",11"
"2020-09-12,""Preston"",26"
"2020-09-12,""Liverpool"",80"
"2020-09-11,""Blackpool"",3"
"2020-09-11,""Bedford"",12"
"2020-09-11,""Preston"",32"
"2020-09-11,""Liverpool"",39"
"2020-09-10,""Blackpool"",6"
"2020-09-10,""Bedford"",6"
"2020-09-10,""Preston"",23"
"2020-09-10,""Liverpool"",58"
"2020-09-09,""Blackpool"",3"
"2020-09-09,""Bedford"",11"
"2020-09-09,""Preston"",12"
"2020-09-09,""Liverpool"",43"
"2020-09-08,""Blackpool"",4"
"2020-09-08,""Bedford"",10"
"2020-09-08,""Preston"",14"
"2020-09-08,""Liverpool"",35"
"2020-09-07,""Blackpool"",4"
"2020-09-07,""Bedford"",4"
"2020-09-07,""Preston"",28"
"2020-09-07,""Liverpool"",72"
"2020-09-06,""Blackpool"",9"
"2020-09-06,""Bedford"",0"
"2020-09-06,""Preston"",15"
"2020-09-06,""Liverpool"",51"
"2020-09-05,""Blackpool"",4"
"2020-09-05,""Bedford"",3"
"2020-09-05,""Preston"",14"
"2020-09-05,""Liverpool"",18"
"2020-09-04,""Blackpool"",3"
"2020-09-04,""Bedford"",2"
"2020-09-04,""Preston"",10"
"2020-09-04,""Liverpool"",22"
"2020-09-03,""Blackpool"",1"
"2020-09-03,""Bedford"",8"
"2020-09-03,""Preston"",13"
"2020-09-03,""Liverpool"",18"
"2020-09-02,""Blackpool"",1"
"2020-09-02,""Bedford"",2"
"2020-09-02,""Preston"",6"
"2020-09-02,""Liverpool"",14"
"2020-09-01,""Blackpool"",1"
"2020-09-01,""Bedford"",3"
"2020-09-01,""Preston"",5"
"2020-09-01,""Liverpool"",7"
"2020-08-31,""Blackpool"",0"
"2020-08-31,""Bedford"",3"
"2020-08-31,""Preston"",2"
"2020-08-31,""Liverpool"",14"
"2020-08-30,""Blackpool"",6"
"2020-08-30,""Bedford"",10"
"2020-08-30,""Preston"",16"
"2020-08-30,""Liverpool"",17"
"2020-08-29,""Blackpool"",0"
"2020-08-29,""Bedford"",1"
"2020-08-29,""Preston"",5"
"2020-08-29,""Liverpool"",16"
"2020-08-28,""Blackpool"",1"
"2020-08-28,""Bedford"",6"
"2020-08-28,""Preston"",6"
"2020-08-28,""Liverpool"",10"
"2020-08-27,""Blackpool"",4"
"2020-08-27,""Bedford"",2"
"2020-08-27,""Preston"",10"
"2020-08-27,""Liverpool"",13"
"2020-08-26,""Blackpool"",2"
"2020-08-26,""Bedford"",0"
"2020-08-26,""Preston"",4"
"2020-08-26,""Liverpool"",11"
"2020-08-25,""Blackpool"",1"
"2020-08-25,""Bedford"",7"
"2020-08-25,""Preston"",16"
"2020-08-25,""Liverpool"",9"
"2020-08-24,""Blackpool"",3"
"2020-08-24,""Bedford"",0"
"2020-08-24,""Preston"",3"
"2020-08-24,""Liverpool"",5"
"2020-08-23,""Blackpool"",3"
"2020-08-23,""Bedford"",3"
"2020-08-23,""Preston"",2"
"2020-08-23,""Liverpool"",13"
"2020-08-22,""Blackpool"",0"
"2020-08-22,""Bedford"",3"
"2020-08-22,""Preston"",3"
"2020-08-22,""Liverpool"",10"
"2020-08-21,""Blackpool"",1"
"2020-08-21,""Bedford"",0"
"2020-08-21,""Preston"",13"
"2020-08-21,""Liverpool"",16"
"2020-08-20,""Blackpool"",0"
"2020-08-20,""Bedford"",5"
"2020-08-20,""Preston"",4"
"2020-08-20,""Liverpool"",19"
"2020-08-19,""Blackpool"",2"
"2020-08-19,""Bedford"",4"
"2020-08-19,""Preston"",3"
"2020-08-19,""Liverpool"",14"
"2020-08-18,""Blackpool"",2"
"2020-08-18,""Bedford"",1"
"2020-08-18,""Preston"",3"
"2020-08-18,""Liverpool"",2"
"2020-08-17,""Blackpool"",1"
"2020-08-17,""Bedford"",1"
"2020-08-17,""Preston"",3"
"2020-08-17,""Liverpool"",10"
"2020-08-16,""Blackpool"",1"
"2020-08-16,""Bedford"",0"
"2020-08-16,""Preston"",5"
"2020-08-16,""Liverpool"",14"
"2020-08-15,""Blackpool"",4"
"2020-08-15,""Bedford"",5"
"2020-08-15,""Preston"",6"
"2020-08-15,""Liverpool"",6"
"2020-08-14,""Blackpool"",8"
"2020-08-14,""Bedford"",5"
"2020-08-14,""Preston"",19"
"2020-08-14,""Liverpool"",20"
"2020-08-13,""Blackpool"",0"
"2020-08-13,""Bedford"",0"
"2020-08-13,""Preston"",0"
"2020-08-13,""Liverpool"",0"
"2020-08-12,""Blackpool"",2"
"2020-08-12,""Bedford"",1"
"2020-08-12,""Preston"",12"
"2020-08-12,""Liverpool"",11"
"2020-08-11,""Blackpool"",0"
"2020-08-11,""Bedford"",1"
"2020-08-11,""Preston"",10"
"2020-08-11,""Liverpool"",9"
"2020-08-10,""Blackpool"",1"
"2020-08-10,""Bedford"",1"
"2020-08-10,""Preston"",7"
"2020-08-10,""Liverpool"",8"
"2020-08-09,""Blackpool"",3"
"2020-08-09,""Bedford"",2"
"2020-08-09,""Preston"",10"
"2020-08-09,""Liverpool"",6"
"2020-08-08,""Blackpool"",2"
"2020-08-08,""Bedford"",4"
"2020-08-08,""Preston"",3"
"2020-08-08,""Liverpool"",4"
"2020-08-07,""Blackpool"",1"
"2020-08-07,""Bedford"",6"
"2020-08-07,""Preston"",9"
"2020-08-07,""Liverpool"",13"
"2020-08-06,""Blackpool"",2"
"2020-08-06,""Bedford"",3"
"2020-08-06,""Preston"",16"
"2020-08-06,""Liverpool"",5"
"2020-08-05,""Blackpool"",3"
"2020-08-05,""Bedford"",4"
"2020-08-05,""Preston"",8"
"2020-08-05,""Liverpool"",13"
"2020-08-04,""Blackpool"",3"
"2020-08-04,""Bedford"",4"
"2020-08-04,""Preston"",6"
"2020-08-04,""Liverpool"",5"
"2020-08-03,""Blackpool"",0"
"2020-08-03,""Bedford"",7"
"2020-08-03,""Preston"",3"
"2020-08-03,""Liverpool"",15"
"2020-08-02,""Blackpool"",0"
"2020-08-02,""Bedford"",1"
"2020-08-02,""Preston"",2"
"2020-08-02,""Liverpool"",10"
"2020-08-01,""Blackpool"",0"
"2020-08-01,""Bedford"",7"
"2020-08-01,""Preston"",11"
"2020-08-01,""Liverpool"",4"
"2020-07-31,""Blackpool"",3"
"2020-07-31,""Bedford"",5"
"2020-07-31,""Preston"",15"
"2020-07-31,""Liverpool"",15"
"2020-07-30,""Blackpool"",3"
"2020-07-30,""Bedford"",6"
"2020-07-30,""Preston"",1"
"2020-07-30,""Liverpool"",11"
"2020-07-29,""Blackpool"",1"
"2020-07-29,""Bedford"",5"
"2020-07-29,""Preston"",4"
"2020-07-29,""Liverpool"",10"
"2020-07-28,""Blackpool"",0"
"2020-07-28,""Bedford"",1"
"2020-07-28,""Preston"",4"
"2020-07-28,""Liverpool"",10"
"2020-07-27,""Blackpool"",0"
"2020-07-27,""Bedford"",6"
"2020-07-27,""Preston"",9"
"2020-07-27,""Liverpool"",8"
"2020-07-26,""Blackpool"",0"
"2020-07-26,""Bedford"",11"
"2020-07-26,""Preston"",6"
"2020-07-26,""Liverpool"",0"
"2020-07-25,""Blackpool"",3"
"2020-07-25,""Bedford"",1"
"2020-07-25,""Preston"",1"
"2020-07-25,""Liverpool"",7"
"2020-07-24,""Blackpool"",1"
"2020-07-24,""Bedford"",7"
"2020-07-24,""Preston"",4"
"2020-07-24,""Liverpool"",8"
"2020-07-23,""Blackpool"",3"
"2020-07-23,""Bedford"",3"
"2020-07-23,""Preston"",2"
"2020-07-23,""Liverpool"",4"
"2020-07-22,""Blackpool"",0"
"2020-07-22,""Bedford"",3"
"2020-07-22,""Preston"",2"
"2020-07-22,""Liverpool"",0"
"2020-07-21,""Blackpool"",1"
"2020-07-21,""Bedford"",3"
"2020-07-21,""Preston"",3"
"2020-07-21,""Liverpool"",1"
"2020-07-20,""Blackpool"",1"
"2020-07-20,""Bedford"",1"
"2020-07-20,""Preston"",5"
"2020-07-20,""Liverpool"",7"
"2020-07-19,""Blackpool"",0"
"2020-07-19,""Bedford"",8"
"2020-07-19,""Preston"",1"
"2020-07-19,""Liverpool"",0"
"2020-07-18,""Blackpool"",2"
"2020-07-18,""Bedford"",3"
"2020-07-18,""Preston"",2"
"2020-07-18,""Liverpool"",1"
"2020-07-17,""Blackpool"",0"
"2020-07-17,""Bedford"",3"
"2020-07-17,""Preston"",2"
"2020-07-17,""Liverpool"",4"
"2020-07-16,""Blackpool"",1"
"2020-07-16,""Bedford"",4"
"2020-07-16,""Preston"",0"
"2020-07-16,""Liverpool"",0"
"2020-07-15,""Blackpool"",0"
"2020-07-15,""Bedford"",2"
"2020-07-15,""Preston"",1"
"2020-07-15,""Liverpool"",4"
"2020-07-14,""Blackpool"",1"
"2020-07-14,""Bedford"",2"
"2020-07-14,""Preston"",3"
"2020-07-14,""Liverpool"",5"
"2020-07-13,""Blackpool"",1"
"2020-07-13,""Bedford"",1"
"2020-07-13,""Preston"",1"
"2020-07-13,""Liverpool"",2"
"2020-07-12,""Blackpool"",3"
"2020-07-12,""Bedford"",4"
"2020-07-12,""Preston"",1"
"2020-07-12,""Liverpool"",5"
"2020-07-11,""Blackpool"",3"
"2020-07-11,""Bedford"",0"
"2020-07-11,""Preston"",4"
"2020-07-11,""Liverpool"",3"
"2020-07-10,""Blackpool"",1"
"2020-07-10,""Bedford"",1"
"2020-07-10,""Preston"",2"
"2020-07-10,""Liverpool"",4"
"2020-07-09,""Blackpool"",1"
"2020-07-09,""Bedford"",0"
"2020-07-09,""Preston"",0"
"2020-07-09,""Liverpool"",0"
"2020-07-08,""Blackpool"",1"
"2020-07-08,""Bedford"",2"
"2020-07-08,""Preston"",2"
"2020-07-08,""Liverpool"",5"
"2020-07-07,""Blackpool"",3"
"2020-07-07,""Bedford"",23"
"2020-07-07,""Preston"",4"
"2020-07-07,""Liverpool"",3"
"2020-07-06,""Blackpool"",0"
"2020-07-06,""Bedford"",5"
"2020-07-06,""Preston"",0"
"2020-07-06,""Liverpool"",4"
"2020-07-05,""Blackpool"",2"
"2020-07-05,""Bedford"",4"
"2020-07-05,""Preston"",1"
"2020-07-05,""Liverpool"",13"
"2020-07-04,""Blackpool"",2"
"2020-07-04,""Bedford"",3"
"2020-07-04,""Preston"",1"
"2020-07-04,""Liverpool"",6"
"2020-07-03,""Blackpool"",0"
"2020-07-03,""Bedford"",4"
"2020-07-03,""Preston"",1"
"2020-07-03,""Liverpool"",9"
"2020-07-02,""Blackpool"",1"
"2020-07-02,""Bedford"",1"
"2020-07-02,""Preston"",4"
"2020-07-02,""Liverpool"",6"
"2020-07-01,""Blackpool"",328"
"2020-07-01,""Bedford"",423"
"2020-07-01,""Preston"",652"
"2020-07-01,""Liverpool"",723"
"2020-06-30,""Blackpool"",1"
"2020-06-30,""Bedford"",2"
"2020-06-30,""Preston"",1"
"2020-06-30,""Liverpool"",3"
"2020-06-29,""Blackpool"",0"
"2020-06-29,""Bedford"",0"
"2020-06-29,""Preston"",2"
"2020-06-29,""Liverpool"",0"
"2020-06-28,""Blackpool"",0"
"2020-06-28,""Bedford"",0"
"2020-06-28,""Preston"",2"
"2020-06-28,""Liverpool"",5"
"2020-06-27,""Blackpool"",0"
"2020-06-27,""Bedford"",0"
"2020-06-27,""Preston"",0"
"2020-06-27,""Liverpool"",0"
"2020-06-26,""Blackpool"",1"
"2020-06-26,""Bedford"",1"
"2020-06-26,""Preston"",1"
"2020-06-26,""Liverpool"",3"
"2020-06-25,""Blackpool"",0"
"2020-06-25,""Bedford"",9"
"2020-06-25,""Preston"",0"
"2020-06-25,""Liverpool"",0"
"2020-06-24,""Blackpool"",1"
"2020-06-24,""Bedford"",1"
"2020-06-24,""Preston"",1"
"2020-06-24,""Liverpool"",3"
"2020-06-23,""Blackpool"",2"
"2020-06-23,""Bedford"",15"
"2020-06-23,""Preston"",0"
"2020-06-23,""Liverpool"",1"
"2020-06-22,""Blackpool"",0"
"2020-06-22,""Bedford"",0"
"2020-06-22,""Preston"",0"
"2020-06-22,""Liverpool"",1"
"2020-06-21,""Blackpool"",1"
"2020-06-21,""Bedford"",2"
"2020-06-21,""Preston"",2"
"2020-06-21,""Liverpool"",0"
"2020-06-20,""Blackpool"",1"
"2020-06-20,""Bedford"",2"
"2020-06-20,""Preston"",1"
"2020-06-20,""Liverpool"",5"
"2020-06-19,""Blackpool"",0"
"2020-06-19,""Bedford"",11"
"2020-06-19,""Preston"",0"
"2020-06-19,""Liverpool"",2"
"2020-06-18,""Blackpool"",0"
"2020-06-18,""Bedford"",8"
"2020-06-18,""Preston"",1"
"2020-06-18,""Liverpool"",2"
"2020-06-17,""Blackpool"",0"
"2020-06-17,""Bedford"",8"
"2020-06-17,""Preston"",0"
"2020-06-17,""Liverpool"",0"
"2020-06-16,""Blackpool"",1"
"2020-06-16,""Bedford"",19"
"2020-06-16,""Preston"",1"
"2020-06-16,""Liverpool"",4"
"2020-06-15,""Blackpool"",1"
"2020-06-15,""Bedford"",0"
"2020-06-15,""Preston"",0"
"2020-06-15,""Liverpool"",4"
"2020-06-14,""Blackpool"",2"
"2020-06-14,""Bedford"",1"
"2020-06-14,""Preston"",3"
"2020-06-14,""Liverpool"",0"
"2020-06-13,""Blackpool"",2"
"2020-06-13,""Bedford"",11"
"2020-06-13,""Preston"",1"
"2020-06-13,""Liverpool"",2"
"2020-06-12,""Blackpool"",3"
"2020-06-12,""Bedford"",2"
"2020-06-12,""Preston"",1"
"2020-06-12,""Liverpool"",18"
"2020-06-11,""Blackpool"",0"
"2020-06-11,""Bedford"",11"
"2020-06-11,""Preston"",1"
"2020-06-11,""Liverpool"",3"
"2020-06-10,""Blackpool"",2"
"2020-06-10,""Bedford"",0"
"2020-06-10,""Preston"",1"
"2020-06-10,""Liverpool"",0"
"2020-06-09,""Blackpool"",4"
"2020-06-09,""Bedford"",7"
"2020-06-09,""Preston"",5"
"2020-06-09,""Liverpool"",2"
"2020-06-08,""Blackpool"",0"
"2020-06-08,""Bedford"",2"
"2020-06-08,""Preston"",0"
"2020-06-08,""Liverpool"",0"
"2020-06-07,""Blackpool"",3"
"2020-06-07,""Bedford"",0"
"2020-06-07,""Preston"",4"
"2020-06-07,""Liverpool"",2"
"2020-06-06,""Blackpool"",5"
"2020-06-06,""Bedford"",10"
"2020-06-06,""Preston"",9"
"2020-06-06,""Liverpool"",2"
"2020-06-05,""Blackpool"",0"
"2020-06-05,""Bedford"",32"
"2020-06-05,""Preston"",1"
"2020-06-05,""Liverpool"",2"
"2020-06-04,""Blackpool"",6"
"2020-06-04,""Bedford"",1"
"2020-06-04,""Preston"",4"
"2020-06-04,""Liverpool"",0"
"2020-06-03,""Blackpool"",0"
"2020-06-03,""Bedford"",0"
"2020-06-03,""Preston"",2"
"2020-06-03,""Liverpool"",3"
"2020-06-02,""Blackpool"",6"
"2020-06-02,""Bedford"",0"
"2020-06-02,""Preston"",4"
"2020-06-02,""Liverpool"",1"
"2020-06-01,""Blackpool"",3"
"2020-06-01,""Bedford"",0"
"2020-06-01,""Preston"",4"
"2020-06-01,""Liverpool"",2"
"2020-05-31,""Blackpool"",4"
"2020-05-31,""Bedford"",1"
"2020-05-31,""Preston"",0"
"2020-05-31,""Liverpool"",4"
"2020-05-30,""Blackpool"",6"
"2020-05-30,""Bedford"",5"
"2020-05-30,""Preston"",4"
"2020-05-30,""Liverpool"",9"
"2020-05-29,""Blackpool"",7"
"2020-05-29,""Bedford"",9"
"2020-05-29,""Preston"",4"
"2020-05-29,""Liverpool"",8"
"2020-05-28,""Blackpool"",2"
"2020-05-28,""Bedford"",4"
"2020-05-28,""Preston"",2"
"2020-05-28,""Liverpool"",0"
"2020-05-27,""Blackpool"",1"
"2020-05-27,""Bedford"",24"
"2020-05-27,""Preston"",2"
"2020-05-27,""Liverpool"",5"
"2020-05-26,""Blackpool"",11"
"2020-05-26,""Bedford"",2"
"2020-05-26,""Preston"",3"
"2020-05-26,""Liverpool"",10"
"2020-05-25,""Blackpool"",7"
"2020-05-25,""Bedford"",0"
"2020-05-25,""Preston"",3"
"2020-05-25,""Liverpool"",1"
"2020-05-24,""Blackpool"",12"
"2020-05-24,""Bedford"",1"
"2020-05-24,""Preston"",0"
"2020-05-24,""Liverpool"",10"
"2020-05-23,""Blackpool"",23"
"2020-05-23,""Bedford"",7"
"2020-05-23,""Preston"",13"
"2020-05-23,""Liverpool"",5"
"2020-05-22,""Blackpool"",8"
"2020-05-22,""Bedford"",19"
"2020-05-22,""Preston"",6"
"2020-05-22,""Liverpool"",4"
"2020-05-21,""Blackpool"",5"
"2020-05-21,""Bedford"",1"
"2020-05-21,""Preston"",4"
"2020-05-21,""Liverpool"",8"
"2020-05-20,""Blackpool"",3"
"2020-05-20,""Bedford"",31"
"2020-05-20,""Preston"",5"
"2020-05-20,""Liverpool"",6"
"2020-05-19,""Blackpool"",4"
"2020-05-19,""Bedford"",4"
"2020-05-19,""Preston"",6"
"2020-05-19,""Liverpool"",0"
"2020-05-18,""Blackpool"",3"
"2020-05-18,""Bedford"",0"
"2020-05-18,""Preston"",2"
"2020-05-18,""Liverpool"",9"
"2020-05-17,""Blackpool"",7"
"2020-05-17,""Bedford"",1"
"2020-05-17,""Preston"",5"
"2020-05-17,""Liverpool"",11"
"2020-05-16,""Blackpool"",2"
"2020-05-16,""Bedford"",3"
"2020-05-16,""Preston"",3"
"2020-05-16,""Liverpool"",12"
"2020-05-15,""Blackpool"",5"
"2020-05-15,""Bedford"",14"
"2020-05-15,""Preston"",3"
"2020-05-15,""Liverpool"",6"
"2020-05-14,""Blackpool"",8"
"2020-05-14,""Bedford"",0"
"2020-05-14,""Preston"",1"
"2020-05-14,""Liverpool"",5"
"2020-05-13,""Blackpool"",5"
"2020-05-13,""Bedford"",31"
"2020-05-13,""Preston"",1"
"2020-05-13,""Liverpool"",3"
"2020-05-12,""Blackpool"",9"
"2020-05-12,""Bedford"",0"
"2020-05-12,""Preston"",1"
"2020-05-12,""Liverpool"",3"
"2020-05-11,""Blackpool"",5"
"2020-05-11,""Bedford"",3"
"2020-05-11,""Preston"",2"
"2020-05-11,""Liverpool"",1"
"2020-05-10,""Blackpool"",1"
"2020-05-10,""Bedford"",1"
"2020-05-10,""Preston"",4"
"2020-05-10,""Liverpool"",4"
"2020-05-09,""Blackpool"",9"
"2020-05-09,""Bedford"",10"
"2020-05-09,""Preston"",0"
"2020-05-09,""Liverpool"",1"
"2020-05-08,""Blackpool"",4"
"2020-05-08,""Bedford"",4"
"2020-05-08,""Preston"",5"
"2020-05-08,""Liverpool"",3"
"2020-05-07,""Blackpool"",6"
"2020-05-07,""Bedford"",10"
"2020-05-07,""Preston"",8"
"2020-05-07,""Liverpool"",3"
"2020-05-06,""Blackpool"",5"
"2020-05-06,""Bedford"",5"
"2020-05-06,""Preston"",4"
"2020-05-06,""Liverpool"",14"
"2020-05-05,""Blackpool"",9"
"2020-05-05,""Bedford"",15"
"2020-05-05,""Preston"",2"
"2020-05-05,""Liverpool"",16"
"2020-05-04,""Blackpool"",4"
"2020-05-04,""Bedford"",4"
"2020-05-04,""Preston"",4"
"2020-05-04,""Liverpool"",13"
"2020-05-03,""Blackpool"",13"
"2020-05-03,""Bedford"",10"
"2020-05-03,""Preston"",6"
"2020-05-03,""Liverpool"",26"
"2020-05-02,""Blackpool"",7"
"2020-05-02,""Bedford"",3"
"2020-05-02,""Preston"",5"
"2020-05-02,""Liverpool"",25"
"2020-05-01,""Blackpool"",18"
"2020-05-01,""Bedford"",3"
"2020-05-01,""Preston"",6"
"2020-05-01,""Liverpool"",11"
"2020-04-30,""Blackpool"",14"
"2020-04-30,""Bedford"",12"
"2020-04-30,""Preston"",2"
"2020-04-30,""Liverpool"",29"
"2020-04-29,""Blackpool"",25"
"2020-04-29,""Bedford"",0"
"2020-04-29,""Preston"",2"
"2020-04-29,""Liverpool"",18"
"2020-04-28,""Blackpool"",11"
"2020-04-28,""Bedford"",35"
"2020-04-28,""Preston"",7"
"2020-04-28,""Liverpool"",12"
"2020-04-27,""Blackpool"",24"
"2020-04-27,""Bedford"",8"
"2020-04-27,""Preston"",13"
"2020-04-27,""Liverpool"",25"
"2020-04-26,""Blackpool"",3"
"2020-04-26,""Bedford"",5"
"2020-04-26,""Preston"",11"
"2020-04-26,""Liverpool"",30"
"2020-04-25,""Blackpool"",17"
"2020-04-25,""Bedford"",15"
"2020-04-25,""Preston"",11"
"2020-04-25,""Liverpool"",21"
"2020-04-24,""Blackpool"",22"
"2020-04-24,""Bedford"",8"
"2020-04-24,""Preston"",9"
"2020-04-24,""Liverpool"",23"
"2020-04-23,""Blackpool"",17"
"2020-04-23,""Bedford"",13"
"2020-04-23,""Preston"",13"
"2020-04-23,""Liverpool"",24"
"2020-04-22,""Blackpool"",25"
"2020-04-22,""Bedford"",9"
"2020-04-22,""Preston"",11"
"2020-04-22,""Liverpool"",38"
"2020-04-21,""Blackpool"",24"
"2020-04-21,""Bedford"",5"
"2020-04-21,""Liverpool"",27"
"2020-04-20,""Blackpool"",21"
"2020-04-20,""Bedford"",37"
"2020-04-20,""Liverpool"",26"
"2020-04-19,""Blackpool"",15"
"2020-04-19,""Bedford"",7"
"2020-04-19,""Liverpool"",50"
"2020-04-18,""Blackpool"",11"
"2020-04-18,""Bedford"",14"
"2020-04-18,""Liverpool"",41"
"2020-04-17,""Blackpool"",8"
"2020-04-17,""Bedford"",24"
"2020-04-17,""Liverpool"",18"
"2022-08-10,""Brighton and Hove"",216"
"2022-08-10,""Oxford"",108"
"2022-08-09,""Brighton and Hove"",0"
"2022-08-09,""Oxford"",0"
"2022-08-08,""Brighton and Hove"",0"
"2022-08-08,""Oxford"",0"
"2022-08-07,""Brighton and Hove"",0"
"2022-08-07,""Oxford"",0"
"2022-08-06,""Brighton and Hove"",0"
"2022-08-06,""Oxford"",0"
"2022-08-05,""Brighton and Hove"",0"
"2022-08-05,""Oxford"",0"
"2022-08-04,""Brighton and Hove"",0"
"2022-08-04,""Oxford"",0"
"2022-08-03,""Brighton and Hove"",220"
"2022-08-03,""Oxford"",132"
"2022-08-02,""Brighton and Hove"",0"
"2022-08-02,""Oxford"",0"
"2022-08-01,""Brighton and Hove"",0"
"2022-08-01,""Oxford"",0"
"2022-07-31,""Brighton and Hove"",0"
