"date,""mcccityname1"",""cases"""
"2020-06-29,""Belo Horizonte"",245"
"2020-06-29,""Belem"",231"
"2020-06-29,""Brasilia"",24"
"2020-06-29,""Curitiba"",170"
"2020-06-29,""Cuiaba"",178"
"2020-06-29,""Fortaleza"",69"
"2020-06-29,""Goiania"",11"
"2020-06-29,""Joao Pessoa"",114"
"2020-06-29,""Maceio"",208"
"2020-06-29,""Manaus"",10"
"2020-06-29,""Natal"",246"
"2020-06-29,""Porto Alegre"",20"
"2020-06-29,""Recife"",78"
"2020-06-29,""Salvador"",267"
"2020-06-29,""Sao Luis"",1"
"2020-06-29,""Sao Paulo"",907"
"2020-06-29,""Teresina"",202"
"2020-06-29,""Vitoria"",142"
"2020-06-30,""Belo Horizonte"",70"
"2020-06-30,""Belem"",134"
"2020-06-30,""Brasilia"",0"
"2020-06-30,""Curitiba"",224"
"2020-06-30,""Cuiaba"",241"
"2020-06-30,""Fortaleza"",232"
"2020-06-30,""Goiania"",28"
"2020-06-30,""Joao Pessoa"",604"
"2020-06-30,""Maceio"",366"
"2020-06-30,""Manaus"",37"
"2020-06-30,""Natal"",509"
"2020-06-30,""Porto Alegre"",105"
"2020-06-30,""Recife"",73"
"2020-06-30,""Salvador"",906"
"2020-06-30,""Sao Luis"",0"
"2020-06-30,""Sao Paulo"",2107"
"2020-06-30,""Teresina"",626"
"2020-06-30,""Vitoria"",204"
"2020-07-01,""Belo Horizonte"",405"
"2020-07-01,""Belem"",123"
"2020-07-01,""Brasilia"",63"
"2020-07-01,""Curitiba"",226"
"2020-07-01,""Cuiaba"",339"
"2020-07-01,""Fortaleza"",302"
"2020-07-01,""Goiania"",5"
"2020-07-01,""Joao Pessoa"",290"
"2020-07-01,""Maceio"",299"
"2020-07-01,""Manaus"",651"
"2020-07-01,""Natal"",444"
"2020-07-01,""Porto Alegre"",111"
"2020-07-01,""Recife"",166"
"2020-07-01,""Salvador"",1108"
"2020-07-01,""Sao Luis"",5"
"2020-07-01,""Sao Paulo"",2209"
"2020-07-01,""Teresina"",507"
"2020-07-01,""Vitoria"",256"
"2020-07-02,""Belo Horizonte"",655"
"2020-07-02,""Belem"",346"
"2020-07-02,""Brasilia"",15"
"2020-07-02,""Curitiba"",152"
"2020-07-02,""Cuiaba"",374"
"2020-07-02,""Fortaleza"",284"
"2020-07-02,""Goiania"",0"
"2020-07-02,""Joao Pessoa"",389"
"2020-07-02,""Maceio"",130"
"2020-07-02,""Manaus"",308"
"2020-07-02,""Natal"",225"
"2020-07-02,""Porto Alegre"",79"
"2020-07-02,""Recife"",208"
"2020-07-02,""Salvador"",1224"
"2020-07-02,""Sao Luis"",4"
"2020-07-02,""Sao Paulo"",5656"
"2020-07-02,""Teresina"",382"
"2020-07-02,""Vitoria"",119"
"2020-07-03,""Belo Horizonte"",574"
"2020-07-03,""Belem"",290"
"2020-07-03,""Brasilia"",0"
"2020-07-03,""Curitiba"",222"
"2020-07-03,""Cuiaba"",326"
"2020-07-03,""Fortaleza"",373"
"2020-07-03,""Goiania"",8"
"2020-07-03,""Joao Pessoa"",231"
"2020-07-03,""Maceio"",158"
"2020-07-03,""Manaus"",321"
"2020-07-03,""Natal"",318"
"2020-07-03,""Porto Alegre"",105"
"2020-07-03,""Recife"",152"
"2020-07-03,""Salvador"",976"
"2020-07-03,""Sao Luis"",0"
"2020-07-03,""Sao Paulo"",2090"
"2020-07-03,""Teresina"",385"
"2020-07-03,""Vitoria"",156"
"2020-07-04,""Belo Horizonte"",417"
"2020-07-04,""Belem"",382"
"2020-07-04,""Brasilia"",16"
"2020-07-04,""Curitiba"",191"
"2020-07-04,""Cuiaba"",674"
"2020-07-04,""Fortaleza"",603"
"2020-07-04,""Goiania"",9"
"2020-07-04,""Joao Pessoa"",423"
"2020-07-04,""Maceio"",199"
"2020-07-04,""Manaus"",330"
"2020-07-04,""Natal"",0"
"2020-07-04,""Porto Alegre"",123"
"2020-07-04,""Recife"",145"
"2020-07-04,""Salvador"",1217"
"2020-07-04,""Sao Luis"",0"
"2020-07-04,""Sao Paulo"",688"
"2020-07-04,""Teresina"",174"
"2020-07-04,""Vitoria"",0"
"2020-07-05,""Belo Horizonte"",329"
"2020-07-05,""Belem"",85"
"2020-07-05,""Brasilia"",5"
"2020-07-05,""Curitiba"",194"
"2020-07-05,""Cuiaba"",256"
"2020-07-05,""Fortaleza"",64"
"2020-07-05,""Goiania"",0"
"2020-07-05,""Joao Pessoa"",146"
"2020-07-05,""Maceio"",311"
"2020-07-05,""Manaus"",75"
"2020-07-05,""Natal"",249"
"2020-07-05,""Porto Alegre"",104"
"2020-07-05,""Recife"",283"
"2020-07-05,""Salvador"",437"
"2020-07-05,""Sao Luis"",0"
"2020-07-05,""Sao Paulo"",2109"
"2020-07-05,""Teresina"",139"
"2020-07-05,""Vitoria"",243"
"2020-07-06,""Belo Horizonte"",190"
"2020-07-06,""Belem"",258"
"2020-07-06,""Brasilia"",1"
"2020-07-06,""Curitiba"",242"
"2020-07-06,""Cuiaba"",359"
"2020-07-06,""Fortaleza"",132"
"2020-07-06,""Goiania"",8"
"2020-07-06,""Joao Pessoa"",0"
"2020-07-06,""Maceio"",254"
"2020-07-06,""Manaus"",17"
"2020-07-06,""Natal"",316"
"2020-07-06,""Porto Alegre"",47"
"2020-07-06,""Recife"",56"
"2020-07-06,""Salvador"",228"
"2020-07-06,""Sao Luis"",-3"
"2020-07-06,""Sao Paulo"",360"
"2020-07-06,""Teresina"",305"
"2020-07-06,""Vitoria"",73"
"2020-07-07,""Belo Horizonte"",193"
"2020-07-07,""Belem"",254"
"2020-07-07,""Brasilia"",21"
"2020-07-07,""Curitiba"",295"
"2020-07-07,""Cuiaba"",249"
"2020-07-07,""Fortaleza"",267"
"2020-07-07,""Goiania"",17"
"2020-07-07,""Joao Pessoa"",553"
"2020-07-07,""Maceio"",380"
"2020-07-07,""Manaus"",285"
"2020-07-07,""Natal"",332"
"2020-07-07,""Porto Alegre"",237"
"2020-07-07,""Recife"",100"
"2020-07-07,""Salvador"",1170"
"2020-07-07,""Sao Luis"",1"
"2020-07-07,""Sao Paulo"",2271"
"2020-07-07,""Teresina"",260"
"2020-07-07,""Vitoria"",196"
"2020-07-08,""Belo Horizonte"",501"
"2020-07-08,""Belem"",137"
"2020-07-08,""Brasilia"",9"
"2020-07-08,""Curitiba"",195"
"2020-07-08,""Cuiaba"",558"
"2020-07-08,""Fortaleza"",283"
"2020-07-08,""Goiania"",49"
"2020-07-08,""Joao Pessoa"",264"
"2020-07-08,""Maceio"",325"
"2020-07-08,""Manaus"",240"
"2020-07-08,""Natal"",218"
"2020-07-08,""Porto Alegre"",244"
"2020-07-08,""Recife"",253"
"2020-07-08,""Salvador"",1012"
"2020-07-08,""Sao Luis"",3"
"2020-07-08,""Sao Paulo"",2071"
"2020-07-08,""Teresina"",439"
"2020-07-08,""Vitoria"",259"
"2020-07-09,""Belo Horizonte"",587"
"2020-07-09,""Belem"",134"
"2020-07-09,""Brasilia"",3"
"2020-07-09,""Curitiba"",239"
"2020-07-09,""Cuiaba"",457"
"2020-07-09,""Fortaleza"",103"
"2020-07-09,""Goiania"",9"
"2020-07-09,""Joao Pessoa"",223"
"2020-07-09,""Maceio"",69"
"2020-07-09,""Manaus"",440"
"2020-07-09,""Natal"",462"
"2020-07-09,""Porto Alegre"",87"
"2020-07-09,""Recife"",206"
"2020-07-09,""Salvador"",594"
"2020-07-09,""Sao Luis"",0"
"2020-07-09,""Sao Paulo"",2166"
"2020-07-09,""Teresina"",529"
"2020-07-09,""Vitoria"",178"
"2020-07-10,""Belo Horizonte"",617"
"2020-07-10,""Belem"",193"
"2020-07-10,""Brasilia"",19"
"2020-07-10,""Curitiba"",181"
"2020-07-10,""Cuiaba"",724"
"2020-07-10,""Fortaleza"",219"
"2020-07-10,""Goiania"",-2"
"2020-07-10,""Joao Pessoa"",400"
"2020-07-10,""Maceio"",183"
"2020-07-10,""Manaus"",333"
"2020-07-10,""Natal"",124"
"2020-07-10,""Porto Alegre"",62"
"2020-07-10,""Recife"",215"
"2020-07-10,""Salvador"",607"
"2020-07-10,""Sao Luis"",2"
"2020-07-10,""Sao Paulo"",2692"
"2020-07-10,""Teresina"",472"
"2020-07-10,""Vitoria"",82"
"2020-07-11,""Belo Horizonte"",640"
"2020-07-11,""Belem"",83"
"2020-07-11,""Brasilia"",11"
"2020-07-11,""Curitiba"",107"
"2020-07-11,""Cuiaba"",259"
"2020-07-11,""Fortaleza"",96"
"2020-07-11,""Goiania"",0"
"2020-07-11,""Joao Pessoa"",349"
"2020-07-11,""Maceio"",235"
"2020-07-11,""Manaus"",28"
"2020-07-11,""Natal"",0"
"2020-07-11,""Porto Alegre"",124"
"2020-07-11,""Recife"",236"
"2020-07-11,""Salvador"",610"
"2020-07-11,""Sao Luis"",14"
"2020-07-11,""Sao Paulo"",1934"
"2020-07-11,""Teresina"",111"
"2020-07-11,""Vitoria"",85"
"2020-07-12,""Belo Horizonte"",0"
"2020-07-12,""Belem"",145"
"2020-07-12,""Brasilia"",0"
"2020-07-12,""Curitiba"",23"
"2020-07-12,""Cuiaba"",468"
"2020-07-12,""Fortaleza"",88"
"2020-07-12,""Goiania"",0"
"2020-07-12,""Joao Pessoa"",69"
"2020-07-12,""Maceio"",284"
"2020-07-12,""Manaus"",20"
"2020-07-12,""Natal"",350"
"2020-07-12,""Porto Alegre"",16"
"2020-07-12,""Recife"",242"
"2020-07-12,""Salvador"",346"
"2020-07-12,""Sao Luis"",3"
"2020-07-12,""Sao Paulo"",1441"
"2020-07-12,""Teresina"",123"
"2020-07-12,""Vitoria"",56"
"2020-07-13,""Belo Horizonte"",0"
"2020-07-13,""Belem"",219"
"2020-07-13,""Brasilia"",0"
"2020-07-13,""Curitiba"",0"
"2020-07-13,""Cuiaba"",171"
"2020-07-13,""Fortaleza"",15"
"2020-07-13,""Goiania"",2"
"2020-07-13,""Joao Pessoa"",67"
"2020-07-13,""Maceio"",543"
"2020-07-13,""Manaus"",423"
"2020-07-13,""Natal"",242"
"2020-07-13,""Porto Alegre"",52"
"2020-07-13,""Recife"",83"
"2020-07-13,""Salvador"",176"
"2020-07-13,""Sao Luis"",1"
"2020-07-13,""Sao Paulo"",1207"
"2020-07-13,""Teresina"",206"
"2020-07-13,""Vitoria"",50"
"2020-07-14,""Belo Horizonte"",686"
"2020-07-14,""Belem"",285"
"2020-07-14,""Brasilia"",27"
"2020-07-14,""Curitiba"",269"
"2020-07-14,""Cuiaba"",203"
"2020-07-14,""Fortaleza"",226"
"2020-07-14,""Goiania"",1"
"2020-07-14,""Joao Pessoa"",228"
"2020-07-14,""Maceio"",307"
"2020-07-14,""Manaus"",413"
"2020-07-14,""Natal"",111"
"2020-07-14,""Porto Alegre"",179"
"2020-07-14,""Recife"",120"
"2020-07-14,""Salvador"",724"
"2020-07-14,""Sao Luis"",8"
"2020-07-14,""Sao Paulo"",4789"
"2020-07-14,""Teresina"",308"
"2020-07-14,""Vitoria"",123"
"2020-07-15,""Belo Horizonte"",819"
"2020-07-15,""Belem"",234"
"2020-07-15,""Brasilia"",22"
"2020-07-15,""Curitiba"",226"
"2020-07-15,""Cuiaba"",615"
"2020-07-15,""Fortaleza"",386"
"2020-07-15,""Goiania"",15"
"2020-07-15,""Joao Pessoa"",293"
"2020-07-15,""Maceio"",206"
"2020-07-15,""Manaus"",215"
"2020-07-15,""Natal"",143"
"2020-07-15,""Porto Alegre"",82"
"2020-07-15,""Recife"",239"
"2020-07-15,""Salvador"",614"
"2020-07-15,""Sao Luis"",2"
"2020-07-15,""Sao Paulo"",1524"
"2020-07-15,""Teresina"",256"
"2020-07-15,""Vitoria"",167"
"2020-07-16,""Belo Horizonte"",0"
"2020-07-16,""Belem"",275"
"2020-07-16,""Brasilia"",40"
"2020-07-16,""Curitiba"",235"
"2020-07-16,""Cuiaba"",657"
"2020-07-16,""Fortaleza"",115"
"2020-07-16,""Goiania"",18"
"2020-07-16,""Joao Pessoa"",184"
"2020-07-16,""Maceio"",95"
"2020-07-16,""Manaus"",38"
"2020-07-16,""Natal"",69"
"2020-07-16,""Porto Alegre"",1619"
"2020-07-16,""Recife"",179"
"2020-07-16,""Salvador"",863"
"2020-07-16,""Sao Luis"",2"
"2020-07-16,""Sao Paulo"",1916"
"2020-07-16,""Teresina"",102"
"2020-07-16,""Vitoria"",226"
"2020-07-17,""Belo Horizonte"",108"
"2020-07-17,""Belem"",246"
"2020-07-17,""Brasilia"",0"
"2020-07-17,""Curitiba"",-44"
"2020-07-17,""Cuiaba"",534"
"2020-07-17,""Fortaleza"",833"
"2020-07-17,""Goiania"",1"
"2020-07-17,""Joao Pessoa"",172"
"2020-07-17,""Maceio"",151"
"2020-07-17,""Manaus"",44"
"2020-07-17,""Natal"",1006"
"2020-07-17,""Porto Alegre"",288"
"2020-07-17,""Recife"",227"
"2020-07-17,""Salvador"",533"
"2020-07-17,""Sao Luis"",3"
"2020-07-17,""Sao Paulo"",1382"
"2020-07-17,""Teresina"",354"
"2020-07-17,""Vitoria"",147"
"2020-07-18,""Belo Horizonte"",1469"
"2020-07-18,""Belem"",89"
"2020-07-18,""Brasilia"",6"
"2020-07-18,""Curitiba"",53"
"2020-07-18,""Cuiaba"",484"
"2020-07-18,""Fortaleza"",0"
"2020-07-18,""Goiania"",-1"
"2020-07-18,""Joao Pessoa"",88"
"2020-07-18,""Maceio"",182"
"2020-07-18,""Manaus"",744"
"2020-07-18,""Natal"",0"
"2020-07-18,""Porto Alegre"",32"
"2020-07-18,""Recife"",130"
"2020-07-18,""Salvador"",371"
"2020-07-18,""Sao Luis"",1"
"2020-07-18,""Sao Paulo"",1470"
"2020-07-18,""Teresina"",143"
"2020-07-18,""Vitoria"",56"
"2020-07-19,""Belo Horizonte"",0"
"2020-07-19,""Belem"",484"
"2020-07-19,""Brasilia"",16"
"2020-07-19,""Curitiba"",436"
"2020-07-19,""Cuiaba"",373"
"2020-07-19,""Fortaleza"",239"
"2020-07-19,""Goiania"",0"
"2020-07-19,""Joao Pessoa"",154"
"2020-07-19,""Maceio"",194"
"2020-07-19,""Manaus"",133"
"2020-07-19,""Natal"",160"
"2020-07-19,""Porto Alegre"",157"
"2020-07-19,""Recife"",188"
"2020-07-19,""Salvador"",234"
"2020-07-19,""Sao Luis"",5"
"2020-07-19,""Sao Paulo"",979"
"2020-07-19,""Teresina"",79"
"2020-07-19,""Vitoria"",69"
"2020-07-20,""Belo Horizonte"",0"
"2020-07-20,""Belem"",260"
"2020-07-20,""Brasilia"",0"
"2020-07-20,""Curitiba"",292"
"2020-07-20,""Cuiaba"",88"
"2020-07-20,""Fortaleza"",-50"
"2020-07-20,""Goiania"",0"
"2020-07-20,""Joao Pessoa"",48"
"2020-07-20,""Maceio"",145"
"2020-07-20,""Manaus"",32"
"2020-07-20,""Natal"",128"
"2020-07-20,""Porto Alegre"",208"
"2020-07-20,""Recife"",151"
"2020-07-20,""Salvador"",135"
"2020-07-20,""Sao Luis"",16"
"2020-07-20,""Sao Paulo"",275"
"2020-07-20,""Teresina"",116"
"2020-07-20,""Vitoria"",39"
"2020-07-21,""Belo Horizonte"",301"
"2020-07-21,""Belem"",158"
"2020-07-21,""Brasilia"",0"
"2020-07-21,""Curitiba"",396"
"2020-07-21,""Cuiaba"",181"
"2020-07-21,""Fortaleza"",350"
"2020-07-21,""Goiania"",38"
"2020-07-21,""Joao Pessoa"",133"
"2020-07-21,""Maceio"",111"
"2020-07-21,""Manaus"",184"
"2020-07-21,""Natal"",350"
"2020-07-21,""Porto Alegre"",183"
"2020-07-21,""Recife"",58"
"2020-07-21,""Salvador"",689"
"2020-07-21,""Sao Luis"",1"
"2020-07-21,""Sao Paulo"",1453"
"2020-07-21,""Teresina"",480"
"2020-07-21,""Vitoria"",51"
"2020-07-22,""Belo Horizonte"",88"
"2020-07-22,""Belem"",143"
"2020-07-22,""Brasilia"",16"
"2020-07-22,""Curitiba"",365"
"2020-07-22,""Cuiaba"",698"
"2020-07-22,""Fortaleza"",211"
"2020-07-22,""Goiania"",24"
"2020-07-22,""Joao Pessoa"",497"
"2020-07-22,""Maceio"",81"
"2020-07-22,""Manaus"",53"
"2020-07-22,""Natal"",272"
"2020-07-22,""Porto Alegre"",116"
"2020-07-22,""Recife"",146"
"2020-07-22,""Salvador"",1377"
"2020-07-22,""Sao Luis"",3"
"2020-07-22,""Sao Paulo"",3318"
"2020-07-22,""Teresina"",431"
"2020-07-22,""Vitoria"",96"
"2020-07-23,""Belo Horizonte"",962"
"2020-07-23,""Belem"",145"
"2020-07-23,""Brasilia"",4"
"2020-07-23,""Curitiba"",547"
"2020-07-23,""Cuiaba"",622"
"2020-07-23,""Fortaleza"",231"
"2020-07-23,""Goiania"",24"
"2020-07-23,""Joao Pessoa"",667"
"2020-07-23,""Maceio"",299"
"2020-07-23,""Manaus"",604"
"2020-07-23,""Natal"",232"
"2020-07-23,""Porto Alegre"",189"
"2020-07-23,""Recife"",353"
"2020-07-23,""Salvador"",1406"
"2020-07-23,""Sao Luis"",11"
"2020-07-23,""Sao Paulo"",2591"
"2020-07-23,""Teresina"",325"
"2020-07-23,""Vitoria"",50"
"2020-07-24,""Belo Horizonte"",1049"
"2020-07-24,""Belem"",113"
"2020-07-24,""Brasilia"",45"
"2020-07-24,""Curitiba"",291"
"2020-07-24,""Cuiaba"",540"
"2020-07-24,""Fortaleza"",309"
"2020-07-24,""Goiania"",30"
"2020-07-24,""Joao Pessoa"",493"
"2020-07-24,""Maceio"",338"
"2020-07-24,""Manaus"",464"
"2020-07-24,""Natal"",63"
"2020-07-24,""Porto Alegre"",255"
"2020-07-24,""Recife"",276"
"2020-07-24,""Salvador"",965"
"2020-07-24,""Sao Luis"",1"
"2020-07-24,""Sao Paulo"",2480"
"2020-07-24,""Teresina"",330"
"2020-07-24,""Vitoria"",128"
"2020-07-25,""Belo Horizonte"",570"
"2020-07-25,""Belem"",90"
"2020-07-25,""Brasilia"",29"
"2020-07-25,""Curitiba"",163"
"2020-07-25,""Cuiaba"",472"
"2020-07-25,""Fortaleza"",158"
"2020-07-25,""Goiania"",5"
"2020-07-25,""Joao Pessoa"",249"
"2020-07-25,""Maceio"",244"
"2020-07-25,""Manaus"",21"
"2020-07-25,""Natal"",0"
"2020-07-25,""Porto Alegre"",329"
"2020-07-25,""Recife"",288"
"2020-07-25,""Salvador"",868"
"2020-07-25,""Sao Luis"",0"
"2020-07-25,""Sao Paulo"",2925"
"2020-07-25,""Teresina"",145"
"2020-07-25,""Vitoria"",136"
"2020-07-26,""Belo Horizonte"",567"
"2020-07-26,""Belem"",68"
"2020-07-26,""Brasilia"",0"
"2020-07-26,""Curitiba"",103"
"2020-07-26,""Cuiaba"",0"
"2020-07-26,""Fortaleza"",54"
"2020-07-26,""Goiania"",2"
"2020-07-26,""Joao Pessoa"",217"
"2020-07-26,""Maceio"",167"
"2020-07-26,""Manaus"",12"
"2020-07-26,""Natal"",73"
"2020-07-26,""Porto Alegre"",35"
"2020-07-26,""Recife"",311"
"2020-07-26,""Salvador"",247"
"2020-07-26,""Sao Luis"",1"
"2020-07-26,""Sao Paulo"",662"
"2020-07-26,""Teresina"",107"
"2020-07-26,""Vitoria"",49"
"2020-07-27,""Belo Horizonte"",0"
"2020-07-27,""Belem"",139"
"2020-07-27,""Brasilia"",0"
"2020-07-27,""Curitiba"",377"
"2020-07-27,""Cuiaba"",476"
"2020-07-27,""Fortaleza"",49"
"2020-07-27,""Goiania"",30"
"2020-07-27,""Joao Pessoa"",120"
"2020-07-27,""Maceio"",63"
"2020-07-27,""Manaus"",504"
"2020-07-27,""Natal"",384"
"2020-07-27,""Porto Alegre"",16"
"2020-07-27,""Recife"",117"
"2020-07-27,""Salvador"",163"
"2020-07-27,""Sao Luis"",1"
"2020-07-27,""Sao Paulo"",2250"
"2020-07-27,""Teresina"",319"
"2020-07-27,""Vitoria"",75"
"2020-07-28,""Belo Horizonte"",960"
"2020-07-28,""Belem"",-33"
"2020-07-28,""Brasilia"",48"
"2020-07-28,""Curitiba"",486"
"2020-07-28,""Cuiaba"",355"
"2020-07-28,""Fortaleza"",405"
"2020-07-28,""Goiania"",16"
"2020-07-28,""Joao Pessoa"",173"
"2020-07-28,""Maceio"",276"
"2020-07-28,""Manaus"",350"
"2020-07-28,""Natal"",247"
"2020-07-28,""Porto Alegre"",89"
"2020-07-28,""Recife"",154"
"2020-07-28,""Salvador"",1101"
"2020-07-28,""Sao Luis"",1"
"2020-07-28,""Sao Paulo"",3681"
"2020-07-28,""Teresina"",515"
"2020-07-28,""Vitoria"",230"
"2020-07-29,""Belo Horizonte"",0"
"2020-07-29,""Belem"",145"
"2020-07-29,""Brasilia"",3"
"2020-07-29,""Curitiba"",415"
"2020-07-29,""Cuiaba"",268"
"2020-07-29,""Fortaleza"",254"
"2020-07-29,""Goiania"",-8"
"2020-07-29,""Joao Pessoa"",271"
"2020-07-29,""Maceio"",293"
"2020-07-29,""Manaus"",375"
"2020-07-29,""Natal"",220"
"2020-07-29,""Porto Alegre"",288"
"2020-07-29,""Recife"",266"
"2020-07-29,""Salvador"",958"
"2020-07-29,""Sao Luis"",1"
"2020-07-29,""Sao Paulo"",3119"
"2020-07-29,""Teresina"",441"
"2020-07-29,""Vitoria"",118"
"2020-07-30,""Belo Horizonte"",915"
"2020-07-30,""Belem"",215"
"2020-07-30,""Brasilia"",28"
"2020-07-30,""Curitiba"",382"
"2020-07-30,""Cuiaba"",577"
"2020-07-30,""Fortaleza"",117"
"2020-07-30,""Goiania"",46"
"2020-07-30,""Joao Pessoa"",311"
"2020-07-30,""Maceio"",370"
"2020-07-30,""Manaus"",443"
"2020-07-30,""Natal"",250"
"2020-07-30,""Porto Alegre"",167"
"2020-07-30,""Recife"",203"
"2020-07-30,""Salvador"",1020"
"2020-07-30,""Sao Luis"",0"
"2020-07-30,""Sao Paulo"",4857"
"2020-07-30,""Teresina"",328"
"2020-07-30,""Vitoria"",224"
"2020-07-31,""Belo Horizonte"",1164"
"2020-07-31,""Belem"",192"
"2020-07-31,""Brasilia"",0"
"2020-07-31,""Curitiba"",284"
"2020-07-31,""Cuiaba"",1334"
"2020-07-31,""Fortaleza"",-75"
"2020-07-31,""Goiania"",17"
"2020-07-31,""Joao Pessoa"",330"
"2020-07-31,""Maceio"",103"
"2020-07-31,""Manaus"",323"
"2020-07-31,""Natal"",566"
"2020-07-31,""Porto Alegre"",44"
"2020-07-31,""Recife"",225"
"2020-07-31,""Salvador"",1243"
"2020-07-31,""Sao Luis"",16"
"2020-07-31,""Sao Paulo"",3876"
"2020-07-31,""Teresina"",417"
"2020-07-31,""Vitoria"",189"
"2020-08-01,""Belo Horizonte"",0"
"2020-08-01,""Belem"",114"
"2020-08-01,""Brasilia"",1"
"2020-08-01,""Curitiba"",179"
"2020-08-01,""Cuiaba"",407"
"2020-08-01,""Fortaleza"",154"
"2020-08-01,""Goiania"",-5"
"2020-08-01,""Joao Pessoa"",221"
"2020-08-01,""Maceio"",355"
"2020-08-01,""Manaus"",395"
"2020-08-01,""Natal"",0"
"2020-08-01,""Porto Alegre"",371"
"2020-08-01,""Recife"",358"
"2020-08-01,""Salvador"",509"
"2020-08-01,""Sao Luis"",0"
"2020-08-01,""Sao Paulo"",2114"
"2020-08-01,""Teresina"",71"
"2020-08-01,""Vitoria"",48"
"2020-08-02,""Belo Horizonte"",0"
"2020-08-02,""Belem"",98"
"2020-08-02,""Brasilia"",1"
"2020-08-02,""Curitiba"",40"
"2020-08-02,""Cuiaba"",298"
"2020-08-02,""Fortaleza"",164"
"2020-08-02,""Goiania"",1"
"2020-08-02,""Joao Pessoa"",312"
"2020-08-02,""Maceio"",138"
"2020-08-02,""Manaus"",43"
"2020-08-02,""Natal"",122"
"2020-08-02,""Porto Alegre"",-5"
"2020-08-02,""Recife"",179"
"2020-08-02,""Salvador"",214"
"2020-08-02,""Sao Luis"",0"
"2020-08-02,""Sao Paulo"",770"
"2020-08-02,""Teresina"",37"
"2020-08-02,""Vitoria"",48"
"2020-08-03,""Belo Horizonte"",318"
"2020-08-03,""Belem"",439"
"2020-08-03,""Brasilia"",39"
"2020-08-03,""Curitiba"",370"
"2020-08-03,""Cuiaba"",253"
"2020-08-03,""Fortaleza"",-27"
"2020-08-03,""Goiania"",0"
"2020-08-03,""Joao Pessoa"",15"
"2020-08-03,""Maceio"",138"
"2020-08-03,""Manaus"",22"
"2020-08-03,""Natal"",115"
"2020-08-03,""Porto Alegre"",50"
"2020-08-03,""Recife"",67"
"2020-08-03,""Salvador"",138"
"2020-08-03,""Sao Luis"",0"
"2020-08-03,""Sao Paulo"",261"
"2020-08-03,""Teresina"",417"
"2020-08-03,""Vitoria"",94"
"2020-08-04,""Belo Horizonte"",0"
"2020-08-04,""Belem"",521"
"2020-08-04,""Brasilia"",2"
"2020-08-04,""Curitiba"",341"
"2020-08-04,""Cuiaba"",324"
"2020-08-04,""Fortaleza"",207"
"2020-08-04,""Goiania"",71"
"2020-08-04,""Joao Pessoa"",229"
"2020-08-04,""Maceio"",196"
"2020-08-04,""Manaus"",347"
"2020-08-04,""Natal"",394"
"2020-08-04,""Porto Alegre"",106"
"2020-08-04,""Recife"",101"
"2020-08-04,""Salvador"",802"
"2020-08-04,""Sao Luis"",2"
"2020-08-04,""Sao Paulo"",2574"
"2020-08-04,""Teresina"",392"
"2020-08-04,""Vitoria"",83"
"2020-08-05,""Belo Horizonte"",0"
"2020-08-05,""Belem"",659"
"2020-08-05,""Brasilia"",18"
"2020-08-05,""Curitiba"",359"
"2020-08-05,""Cuiaba"",530"
"2020-08-05,""Fortaleza"",235"
"2020-08-05,""Goiania"",37"
"2020-08-05,""Joao Pessoa"",277"
"2020-08-05,""Maceio"",210"
"2020-08-05,""Manaus"",272"
"2020-08-05,""Natal"",192"
"2020-08-05,""Porto Alegre"",442"
"2020-08-05,""Recife"",218"
"2020-08-05,""Salvador"",1131"
"2020-08-05,""Sao Luis"",0"
"2020-08-05,""Sao Paulo"",2823"
"2020-08-05,""Teresina"",483"
"2020-08-05,""Vitoria"",74"
"2020-08-06,""Belo Horizonte"",2082"
"2020-08-06,""Belem"",321"
"2020-08-06,""Brasilia"",19"
"2020-08-06,""Curitiba"",376"
"2020-08-06,""Cuiaba"",743"
"2020-08-06,""Fortaleza"",201"
"2020-08-06,""Goiania"",19"
"2020-08-06,""Joao Pessoa"",291"
"2020-08-06,""Maceio"",94"
"2020-08-06,""Manaus"",276"
"2020-08-06,""Natal"",158"
"2020-08-06,""Porto Alegre"",312"
"2020-08-06,""Recife"",162"
"2020-08-06,""Salvador"",1043"
"2020-08-06,""Sao Luis"",1"
"2020-08-06,""Sao Paulo"",3457"
"2020-08-06,""Teresina"",427"
"2020-08-06,""Vitoria"",68"
"2020-08-07,""Belo Horizonte"",1439"
"2020-08-07,""Belem"",344"
"2020-08-07,""Brasilia"",0"
"2020-08-07,""Curitiba"",275"
"2020-08-07,""Cuiaba"",268"
"2020-08-07,""Fortaleza"",535"
"2020-08-07,""Goiania"",29"
"2020-08-07,""Joao Pessoa"",64"
"2020-08-07,""Maceio"",136"
"2020-08-07,""Manaus"",271"
"2020-08-07,""Natal"",81"
"2020-08-07,""Porto Alegre"",41"
"2020-08-07,""Recife"",209"
"2020-08-07,""Salvador"",989"
"2020-08-07,""Sao Luis"",0"
"2020-08-07,""Sao Paulo"",1910"
"2020-08-07,""Teresina"",363"
"2020-08-07,""Vitoria"",80"
"2020-08-08,""Belo Horizonte"",0"
"2020-08-08,""Belem"",116"
"2020-08-08,""Brasilia"",0"
"2020-08-08,""Curitiba"",127"
"2020-08-08,""Cuiaba"",486"
"2020-08-08,""Fortaleza"",427"
"2020-08-08,""Goiania"",-1"
"2020-08-08,""Joao Pessoa"",140"
