"regionname","date","cases"
"Tasmania",2020-07-31,229
"Victoria",2020-07-31,10931
"Western Australia",2020-07-31,666
"Australian Capital Territory",2020-08-01,113
"New South Wales",2020-08-01,3784
"Northern Territory",2020-08-01,33
"Queensland",2020-08-01,1085
"South Australia",2020-08-01,453
"Tasmania",2020-08-01,229
"Victoria",2020-08-01,11557
"Western Australia",2020-08-01,641
"Australian Capital Territory",2020-08-02,113
"New South Wales",2020-08-02,3797
"Northern Territory",2020-08-02,33
"Queensland",2020-08-02,1085
"South Australia",2020-08-02,455
"Tasmania",2020-08-02,229
"Victoria",2020-08-02,11937
"Western Australia",2020-08-02,669
"Australian Capital Territory",2020-08-03,113
"New South Wales",2020-08-03,3809
"Northern Territory",2020-08-03,33
"Queensland",2020-08-03,1085
"South Australia",2020-08-03,457
"Tasmania",2020-08-03,229
"Victoria",2020-08-03,12335
"Western Australia",2020-08-03,669
"Australian Capital Territory",2020-08-04,113
"New South Wales",2020-08-04,3820
"Northern Territory",2020-08-04,33
"Queensland",2020-08-04,1088
"South Australia",2020-08-04,457
"Tasmania",2020-08-04,229
"Victoria",2020-08-04,13035
"Western Australia",2020-08-04,670
"Australian Capital Territory",2020-08-05,113
"New South Wales",2020-08-05,3832
"Northern Territory",2020-08-05,33
"Queensland",2020-08-05,1088
"South Australia",2020-08-05,456
"Tasmania",2020-08-05,229
"Victoria",2020-08-05,13469
"Western Australia",2020-08-05,670
"Australian Capital Territory",2020-08-06,113
"New South Wales",2020-08-06,3842
"Northern Territory",2020-08-06,33
"Queensland",2020-08-06,1087
"South Australia",2020-08-06,459
"Tasmania",2020-08-06,229
"Victoria",2020-08-06,13867
"Western Australia",2020-08-06,642
"Australian Capital Territory",2020-08-07,113
"New South Wales",2020-08-07,3851
"Northern Territory",2020-08-07,33
"Queensland",2020-08-07,1088
"South Australia",2020-08-07,459
"Tasmania",2020-08-07,229
"Victoria",2020-08-07,14283
"Western Australia",2020-08-07,642
"Australian Capital Territory",2020-08-08,113
"New South Wales",2020-08-08,3861
"Northern Territory",2020-08-08,33
"Queensland",2020-08-08,1088
"South Australia",2020-08-08,459
"Tasmania",2020-08-08,229
"Victoria",2020-08-08,14659
"Western Australia",2020-08-08,642
"Australian Capital Territory",2020-08-09,113
"New South Wales",2020-08-09,3875
"Northern Territory",2020-08-09,33
"Queensland",2020-08-09,1089
"South Australia",2020-08-09,459
"Tasmania",2020-08-09,229
"Victoria",2020-08-09,14957
"Western Australia",2020-08-09,642
"Australian Capital Territory",2020-08-10,113
"New South Wales",2020-08-10,3897
"Northern Territory",2020-08-10,33
"Queensland",2020-08-10,1089
"South Australia",2020-08-10,459
"Tasmania",2020-08-10,229
"Victoria",2020-08-10,15251
"Western Australia",2020-08-10,642
"Australian Capital Territory",2020-08-11,113
"New South Wales",2020-08-11,3915
"Northern Territory",2020-08-11,33
"Queensland",2020-08-11,1089
"South Australia",2020-08-11,459
"Tasmania",2020-08-11,230
"Victoria",2020-08-11,15646
"Western Australia",2020-08-11,642
"Australian Capital Territory",2020-08-12,113
"New South Wales",2020-08-12,3927
"Northern Territory",2020-08-12,33
"Queensland",2020-08-12,1089
"South Australia",2020-08-12,459
"Tasmania",2020-08-12,230
"Victoria",2020-08-12,15863
"Western Australia",2020-08-12,644
"Australian Capital Territory",2020-08-13,113
"New South Wales",2020-08-13,3936
"Northern Territory",2020-08-13,33
"Queensland",2020-08-13,1091
"South Australia",2020-08-13,460
"Tasmania",2020-08-13,230
"Victoria",2020-08-13,16234
"Western Australia",2020-08-13,645
"Australian Capital Territory",2020-08-14,113
"New South Wales",2020-08-14,3945
"Northern Territory",2020-08-14,33
"Queensland",2020-08-14,1091
"South Australia",2020-08-14,460
"Tasmania",2020-08-14,230
"Victoria",2020-08-14,16517
"Western Australia",2020-08-14,646
"Australian Capital Territory",2020-08-15,113
"New South Wales",2020-08-15,3950
"Northern Territory",2020-08-15,33
"Queensland",2020-08-15,1091
"South Australia",2020-08-15,460
"Tasmania",2020-08-15,230
"Victoria",2020-08-15,16764
"Western Australia",2020-08-15,646
"Australian Capital Territory",2020-08-16,113
"New South Wales",2020-08-16,3957
"Northern Territory",2020-08-16,33
"Queensland",2020-08-16,1091
"South Australia",2020-08-16,461
"Tasmania",2020-08-16,230
"Victoria",2020-08-16,17027
"Western Australia",2020-08-16,646
"Australian Capital Territory",2020-08-17,113
"New South Wales",2020-08-17,3959
"Northern Territory",2020-08-17,33
"Queensland",2020-08-17,1091
"South Australia",2020-08-17,462
"Tasmania",2020-08-17,230
"Victoria",2020-08-17,17238
"Western Australia",2020-08-17,647
"Australian Capital Territory",2020-08-18,113
"New South Wales",2020-08-18,3966
"Northern Territory",2020-08-18,33
"Queensland",2020-08-18,1092
"South Australia",2020-08-18,462
"Tasmania",2020-08-18,230
"Victoria",2020-08-18,17446
"Western Australia",2020-08-18,647
"Australian Capital Territory",2020-08-19,113
"New South Wales",2020-08-19,3971
"Northern Territory",2020-08-19,33
"Queensland",2020-08-19,1093
"South Australia",2020-08-19,462
"Tasmania",2020-08-19,230
"Victoria",2020-08-19,17683
"Western Australia",2020-08-19,651
"Australian Capital Territory",2020-08-20,113
"New South Wales",2020-08-20,3972
"Northern Territory",2020-08-20,33
"Queensland",2020-08-20,1094
"South Australia",2020-08-20,462
"Tasmania",2020-08-20,230
"Victoria",2020-08-20,17852
"Western Australia",2020-08-20,651
"Australian Capital Territory",2020-08-21,113
"New South Wales",2020-08-21,3981
"Northern Territory",2020-08-21,33
"Queensland",2020-08-21,1103
"South Australia",2020-08-21,462
"Tasmania",2020-08-21,230
"Victoria",2020-08-21,18029
"Western Australia",2020-08-21,651
"Australian Capital Territory",2020-08-22,113
"New South Wales",2020-08-22,3985
"Northern Territory",2020-08-22,33
"Queensland",2020-08-22,1105
"South Australia",2020-08-22,462
"Tasmania",2020-08-22,230
"Victoria",2020-08-22,18231
"Western Australia",2020-08-22,652
"Australian Capital Territory",2020-08-23,113
"New South Wales",2020-08-23,3988
"Northern Territory",2020-08-23,33
"Queensland",2020-08-23,1106
"South Australia",2020-08-23,463
"Tasmania",2020-08-23,230
"Victoria",2020-08-23,18330
"Western Australia",2020-08-23,652
"Australian Capital Territory",2020-08-24,113
"New South Wales",2020-08-24,3991
"Northern Territory",2020-08-24,33
"Queensland",2020-08-24,1106
"South Australia",2020-08-24,463
"Tasmania",2020-08-24,230
"Victoria",2020-08-24,18464
"Western Australia",2020-08-24,653
"Australian Capital Territory",2020-08-25,113
"New South Wales",2020-08-25,3997
"Northern Territory",2020-08-25,33
"Queensland",2020-08-25,1107
"South Australia",2020-08-25,463
"Tasmania",2020-08-25,230
"Victoria",2020-08-25,18608
"Western Australia",2020-08-25,653
"Australian Capital Territory",2020-08-26,113
"New South Wales",2020-08-26,4006
"Northern Territory",2020-08-26,33
"Queensland",2020-08-26,1110
"South Australia",2020-08-26,463
"Tasmania",2020-08-26,230
"Victoria",2020-08-26,18714
"Western Australia",2020-08-26,653
"Australian Capital Territory",2020-08-27,113
"New South Wales",2020-08-27,4019
"Northern Territory",2020-08-27,33
"Queensland",2020-08-27,1113
"South Australia",2020-08-27,463
"Tasmania",2020-08-27,230
"Victoria",2020-08-27,18822
"Western Australia",2020-08-27,655
"Australian Capital Territory",2020-08-28,113
"New South Wales",2020-08-28,4033
"Northern Territory",2020-08-28,33
"Queensland",2020-08-28,1117
"South Australia",2020-08-28,463
"Tasmania",2020-08-28,230
"Victoria",2020-08-28,18903
"Western Australia",2020-08-28,655
"Australian Capital Territory",2020-08-29,113
"New South Wales",2020-08-29,4040
"Northern Territory",2020-08-29,33
"Queensland",2020-08-29,1121
"South Australia",2020-08-29,463
"Tasmania",2020-08-29,230
"Victoria",2020-08-29,19015
"Western Australia",2020-08-29,655
"Australian Capital Territory",2020-08-30,113
"New South Wales",2020-08-30,4050
"Northern Territory",2020-08-30,33
"Queensland",2020-08-30,1122
"South Australia",2020-08-30,463
"Tasmania",2020-08-30,230
"Victoria",2020-08-30,19080
"Western Australia",2020-08-30,655
"Australian Capital Territory",2020-08-31,113
"New South Wales",2020-08-31,4063
"Northern Territory",2020-08-31,33
"Queensland",2020-08-31,1124
"South Australia",2020-08-31,463
"Tasmania",2020-08-31,230
"Victoria",2020-08-31,19138
"Western Australia",2020-08-31,655
"Australian Capital Territory",2020-09-01,113
"New South Wales",2020-09-01,4079
"Northern Territory",2020-09-01,33
"Queensland",2020-09-01,1126
"South Australia",2020-09-01,463
"Tasmania",2020-09-01,230
"Victoria",2020-09-01,19224
"Western Australia",2020-09-01,655
"Australian Capital Territory",2020-09-02,113
"New South Wales",2020-09-02,4091
"Northern Territory",2020-09-02,33
"Queensland",2020-09-02,1128
"South Australia",2020-09-02,463
"Tasmania",2020-09-02,230
"Victoria",2020-09-02,19336
"Western Australia",2020-09-02,655
"Australian Capital Territory",2020-09-03,113
"New South Wales",2020-09-03,4099
"Northern Territory",2020-09-03,33
"Queensland",2020-09-03,1128
"South Australia",2020-09-03,463
"Tasmania",2020-09-03,230
"Victoria",2020-09-03,19415
"Western Australia",2020-09-03,655
"Australian Capital Territory",2020-09-04,113
"New South Wales",2020-09-04,4104
"Northern Territory",2020-09-04,33
"Queensland",2020-09-04,1129
"South Australia",2020-09-04,463
"Tasmania",2020-09-04,231
"Victoria",2020-09-04,19479
"Western Australia",2020-09-04,655
"Australian Capital Territory",2020-09-05,113
"New South Wales",2020-09-05,4114
"Northern Territory",2020-09-05,33
"Queensland",2020-09-05,1131
"South Australia",2020-09-05,464
"Tasmania",2020-09-05,230
"Victoria",2020-09-05,19538
"Western Australia",2020-09-05,655
"Australian Capital Territory",2020-09-06,113
"New South Wales",2020-09-06,4118
"Northern Territory",2020-09-06,33
"Queensland",2020-09-06,1133
"South Australia",2020-09-06,464
"Tasmania",2020-09-06,230
"Victoria",2020-09-06,19574
"Western Australia",2020-09-06,656
"Australian Capital Territory",2020-09-07,113
"New South Wales",2020-09-07,4126
"Northern Territory",2020-09-07,33
"Queensland",2020-09-07,1134
"South Australia",2020-09-07,464
"Tasmania",2020-09-07,230
"Victoria",2020-09-07,19615
"Western Australia",2020-09-07,658
"Australian Capital Territory",2020-09-08,113
"New South Wales",2020-09-08,4135
"Northern Territory",2020-09-08,33
"Queensland",2020-09-08,1143
"South Australia",2020-09-08,465
"Tasmania",2020-09-08,230
"Victoria",2020-09-08,19688
"Western Australia",2020-09-08,658
"Australian Capital Territory",2020-09-09,113
"New South Wales",2020-09-09,4142
"Northern Territory",2020-09-09,33
"Queensland",2020-09-09,1143
"South Australia",2020-09-09,465
"Tasmania",2020-09-09,230
"Victoria",2020-09-09,19739
"Western Australia",2020-09-09,659
"Australian Capital Territory",2020-09-10,113
"New South Wales",2020-09-10,4152
"Northern Territory",2020-09-10,33
"Queensland",2020-09-10,1145
"South Australia",2020-09-10,465
"Tasmania",2020-09-10,230
"Victoria",2020-09-10,19767
"Western Australia",2020-09-10,659
"Australian Capital Territory",2020-09-11,113
"New South Wales",2020-09-11,4157
"Northern Territory",2020-09-11,33
"Queensland",2020-09-11,1149
"South Australia",2020-09-11,466
"Tasmania",2020-09-11,230
"Victoria",2020-09-11,19800
"Western Australia",2020-09-11,659
"Australian Capital Territory",2020-09-12,113
"New South Wales",2020-09-12,4166
"Northern Territory",2020-09-12,33
"Queensland",2020-09-12,1149
"South Australia",2020-09-12,466
"Tasmania",2020-09-12,230
"Victoria",2020-09-12,19835
"Western Australia",2020-09-12,659
"Australian Capital Territory",2020-09-13,113
"New South Wales",2020-09-13,4170
"Northern Territory",2020-09-13,33
"Queensland",2020-09-13,1149
"South Australia",2020-09-13,466
"Tasmania",2020-09-13,230
"Victoria",2020-09-13,19872
"Western Australia",2020-09-13,659
"Australian Capital Territory",2020-09-14,113
"New South Wales",2020-09-14,4177
"Northern Territory",2020-09-14,33
"Queensland",2020-09-14,1150
"South Australia",2020-09-14,466
"Tasmania",2020-09-14,230
"Victoria",2020-09-14,19911
"Western Australia",2020-09-14,659
"Australian Capital Territory",2020-09-15,113
"New South Wales",2020-09-15,4185
"Northern Territory",2020-09-15,33
"Queensland",2020-09-15,1149
"South Australia",2020-09-15,466
"Tasmania",2020-09-15,230
"Victoria",2020-09-15,19943
"Western Australia",2020-09-15,659
"Australian Capital Territory",2020-09-16,113
"New South Wales",2020-09-16,4190
"Northern Territory",2020-09-16,33
"Queensland",2020-09-16,1150
"South Australia",2020-09-16,466
"Tasmania",2020-09-16,230
"Victoria",2020-09-16,19970
"Western Australia",2020-09-16,661
"Australian Capital Territory",2020-09-17,113
"New South Wales",2020-09-17,4196
"Northern Territory",2020-09-17,33
"Queensland",2020-09-17,1150
"South Australia",2020-09-17,466
"Tasmania",2020-09-17,230
"Victoria",2020-09-17,20012
"Western Australia",2020-09-17,661
"Australian Capital Territory",2020-09-18,113
"New South Wales",2020-09-18,4198
"Northern Territory",2020-09-18,33
"Queensland",2020-09-18,1150
"South Australia",2020-09-18,466
"Tasmania",2020-09-18,230
"Victoria",2020-09-18,20034
"Western Australia",2020-09-18,661
"Australian Capital Territory",2020-09-19,113
"New South Wales",2020-09-19,4200
"Northern Territory",2020-09-19,33
"Queensland",2020-09-19,1152
"South Australia",2020-09-19,466
"Tasmania",2020-09-19,230
"Victoria",2020-09-19,20042
"Western Australia",2020-09-19,662
"Australian Capital Territory",2020-09-20,113
"New South Wales",2020-09-20,4204
"Northern Territory",2020-09-20,33
"Queensland",2020-09-20,1153
"South Australia",2020-09-20,466
"Tasmania",2020-09-20,230
"Victoria",2020-09-20,20051
"Western Australia",2020-09-20,662
"Australian Capital Territory",2020-09-21,113
"New South Wales",2020-09-21,4206
"Northern Territory",2020-09-21,33
"Queensland",2020-09-21,1153
"South Australia",2020-09-21,466
"Tasmania",2020-09-21,230
"Victoria",2020-09-21,20076
"Western Australia",2020-09-21,665
"Australian Capital Territory",2020-09-22,113
"New South Wales",2020-09-22,4212
"Northern Territory",2020-09-22,33
"Queensland",2020-09-22,1153
"South Australia",2020-09-22,466
"Tasmania",2020-09-22,230
"Victoria",2020-09-22,20100
"Western Australia",2020-09-22,665
"Australian Capital Territory",2020-09-23,113
"New South Wales",2020-09-23,4213
"Northern Territory",2020-09-23,33
"Queensland",2020-09-23,1153
"South Australia",2020-09-23,468
"Tasmania",2020-09-23,230
"Victoria",2020-09-23,20105
"Western Australia",2020-09-23,665
"Australian Capital Territory",2020-09-24,113
"New South Wales",2020-09-24,4217
"Northern Territory",2020-09-24,33
"Queensland",2020-09-24,1153
"South Australia",2020-09-24,468
"Tasmania",2020-09-24,230
"Victoria",2020-09-24,20118
"Western Australia",2020-09-24,668
"Australian Capital Territory",2020-09-25,113
"New South Wales",2020-09-25,4218
"Northern Territory",2020-09-25,33
"Queensland",2020-09-25,1156
"South Australia",2020-09-25,468
"Tasmania",2020-09-25,230
"Victoria",2020-09-25,20130
"Western Australia",2020-09-25,668
"Australian Capital Territory",2020-09-26,113
"New South Wales",2020-09-26,4218
"Northern Territory",2020-09-26,33
"Queensland",2020-09-26,1157
"South Australia",2020-09-26,468
"Tasmania",2020-09-26,230
"Victoria",2020-09-26,20145
"Western Australia",2020-09-26,676
"Australian Capital Territory",2020-09-27,113
"New South Wales",2020-09-27,4218
"Northern Territory",2020-09-27,33
"Queensland",2020-09-27,1157
"South Australia",2020-09-27,468
"Tasmania",2020-09-27,230
"Victoria",2020-09-27,20149
"Western Australia",2020-09-27,676
"Australian Capital Territory",2020-09-28,113
"New South Wales",2020-09-28,4220
"Northern Territory",2020-09-28,33
"Queensland",2020-09-28,1157
"South Australia",2020-09-28,468
"Tasmania",2020-09-28,230
"Victoria",2020-09-28,20158
"Western Australia",2020-09-28,676
"Australian Capital Territory",2020-09-29,113
"New South Wales",2020-09-29,4224
"Northern Territory",2020-09-29,33
"Queensland",2020-09-29,1157
"South Australia",2020-09-29,468
"Tasmania",2020-09-29,230
"Victoria",2020-09-29,20169
"Western Australia",2020-09-29,684
"Australian Capital Territory",2020-09-30,113
"New South Wales",2020-09-30,4227
"Northern Territory",2020-09-30,33
"Queensland",2020-09-30,1157
"South Australia",2020-09-30,468
"Tasmania",2020-09-30,230
"Victoria",2020-09-30,20183
"Western Australia",2020-09-30,685
"Australian Capital Territory",2020-10-01,113
"New South Wales",2020-10-01,4231
"Northern Territory",2020-10-01,33
"Queensland",2020-10-01,1160
"South Australia",2020-10-01,468
"Tasmania",2020-10-01,230
"Victoria",2020-10-01,20189
"Western Australia",2020-10-01,685
"Australian Capital Territory",2020-10-02,113
"New South Wales",2020-10-02,4232
"Northern Territory",2020-10-02,33
"Queensland",2020-10-02,1160
"South Australia",2020-10-02,470
"Tasmania",2020-10-02,230
"Victoria",2020-10-02,20197
"Western Australia",2020-10-02,686
"Australian Capital Territory",2020-10-03,113
"New South Wales",2020-10-03,4234
"Northern Territory",2020-10-03,33
"Queensland",2020-10-03,1160
"South Australia",2020-10-03,470
"Tasmania",2020-10-03,230
"Victoria",2020-10-03,20209
"Western Australia",2020-10-03,686
"Australian Capital Territory",2020-10-04,113
"New South Wales",2020-10-04,4235
"Northern Territory",2020-10-04,33
"Queensland",2020-10-04,1160
"South Australia",2020-10-04,471
"Tasmania",2020-10-04,230
"Victoria",2020-10-04,20220
"Western Australia",2020-10-04,686
"Australian Capital Territory",2020-10-05,113
"New South Wales",2020-10-05,4246
"Northern Territory",2020-10-05,33
"Queensland",2020-10-05,1160
"South Australia",2020-10-05,471
"Tasmania",2020-10-05,230
"Victoria",2020-10-05,20233
"Western Australia",2020-10-05,687
"Australian Capital Territory",2020-10-06,113
"New South Wales",2020-10-06,4249
"Northern Territory",2020-10-06,33
"Queensland",2020-10-06,1160
"South Australia",2020-10-06,472
"Tasmania",2020-10-06,230
"Victoria",2020-10-06,20237
"Western Australia",2020-10-06,687
"Australian Capital Territory",2020-10-07,113
"New South Wales",2020-10-07,4261
"Northern Territory",2020-10-07,33
"Queensland",2020-10-07,1160
"South Australia",2020-10-07,472
"Tasmania",2020-10-07,230
"Victoria",2020-10-07,20247
"Western Australia",2020-10-07,690
"Australian Capital Territory",2020-10-08,113
"New South Wales",2020-10-08,4271
"Northern Territory",2020-10-08,33
"Queensland",2020-10-08,1160
"South Australia",2020-10-08,472
"Tasmania",2020-10-08,230
"Victoria",2020-10-08,20257
"Western Australia",2020-10-08,690
"Australian Capital Territory",2020-10-09,113
"New South Wales",2020-10-09,4273
"Northern Territory",2020-10-09,33
"Queensland",2020-10-09,1161
"South Australia",2020-10-09,473
"Tasmania",2020-10-09,230
"Victoria",2020-10-09,20269
"Western Australia",2020-10-09,692
"Australian Capital Territory",2020-10-10,113
"New South Wales",2020-10-10,4278
"Northern Territory",2020-10-10,33
"Queensland",2020-10-10,1161
"South Australia",2020-10-10,473
"Tasmania",2020-10-10,230
"Victoria",2020-10-10,20281
"Western Australia",2020-10-10,694
"Australian Capital Territory",2020-10-11,113
"New South Wales",2020-10-11,4284
"Northern Territory",2020-10-11,33
"Queensland",2020-10-11,1161
"South Australia",2020-10-11,475
"Tasmania",2020-10-11,230
"Victoria",2020-10-11,20295
"Western Australia",2020-10-11,694
"Australian Capital Territory",2020-10-12,113
"New South Wales",2020-10-12,4295
"Northern Territory",2020-10-12,33
"Queensland",2020-10-12,1161
"South Australia",2020-10-12,475
"Tasmania",2020-10-12,230
"Victoria",2020-10-12,20307
"Western Australia",2020-10-12,696
"Australian Capital Territory",2020-10-13,113
"New South Wales",2020-10-13,4310
"Northern Territory",2020-10-13,33
"Queensland",2020-10-13,1161
"South Australia",2020-10-13,476
"Tasmania",2020-10-13,230
"Victoria",2020-10-13,20311
"Western Australia",2020-10-13,703
"Australian Capital Territory",2020-10-14,113
"New South Wales",2020-10-14,4321
"Northern Territory",2020-10-14,33
"Queensland",2020-10-14,1162
"South Australia",2020-10-14,479
"Tasmania",2020-10-14,230
"Victoria",2020-10-14,20315
"Western Australia",2020-10-14,704
"Australian Capital Territory",2020-10-15,113
"New South Wales",2020-10-15,4326
"Northern Territory",2020-10-15,33
"Queensland",2020-10-15,1164
"South Australia",2020-10-15,479
"Tasmania",2020-10-15,230
"Victoria",2020-10-15,20317
"Western Australia",2020-10-15,709
"Australian Capital Territory",2020-10-16,113
"New South Wales",2020-10-16,4333
"Northern Territory",2020-10-16,33
"Queensland",2020-10-16,1164
"South Australia",2020-10-16,479
"Tasmania",2020-10-16,230
"Victoria",2020-10-16,20317
"Western Australia",2020-10-16,709
"Australian Capital Territory",2020-10-17,113
"New South Wales",2020-10-17,4338
"Northern Territory",2020-10-17,33
"Queensland",2020-10-17,1164
"South Australia",2020-10-17,482
"Tasmania",2020-10-17,230
"Victoria",2020-10-17,20319
"Western Australia",2020-10-17,711
"Australian Capital Territory",2020-10-18,113
"New South Wales",2020-10-18,4342
"Northern Territory",2020-10-18,33
"Queensland",2020-10-18,1164
"South Australia",2020-10-18,484
"Tasmania",2020-10-18,230
"Victoria",2020-10-18,20319
"Western Australia",2020-10-18,714
"Australian Capital Territory",2020-10-19,113
"New South Wales",2020-10-19,4347
"Northern Territory",2020-10-19,33
"Queensland",2020-10-19,1164
"South Australia",2020-10-19,484
"Tasmania",2020-10-19,230
"Victoria",2020-10-19,20320
"Western Australia",2020-10-19,714
"Australian Capital Territory",2020-10-20,113
"New South Wales",2020-10-20,4357
"Northern Territory",2020-10-20,33
"Queensland",2020-10-20,1165
"South Australia",2020-10-20,484
"Tasmania",2020-10-20,230
"Victoria",2020-10-20,20323
"Western Australia",2020-10-20,738
"Australian Capital Territory",2020-10-21,114
"New South Wales",2020-10-21,4363
"Northern Territory",2020-10-21,33
"Queensland",2020-10-21,1165
"South Australia",2020-10-21,485
"Tasmania",2020-10-21,230
"Victoria",2020-10-21,20329
"Western Australia",2020-10-21,739
"Australian Capital Territory",2020-10-22,114
"New South Wales",2020-10-22,4370
"Northern Territory",2020-10-22,33
"Queensland",2020-10-22,1167
"South Australia",2020-10-22,485
"Tasmania",2020-10-22,230
"Victoria",2020-10-22,20330
"Western Australia",2020-10-22,747
"Australian Capital Territory",2020-10-23,114
"New South Wales",2020-10-23,4375
"Northern Territory",2020-10-23,33
"Queensland",2020-10-23,1167
"South Australia",2020-10-23,487
"Tasmania",2020-10-23,230
"Victoria",2020-10-23,20336
"Western Australia",2020-10-23,753
"Australian Capital Territory",2020-10-24,114
"New South Wales",2020-10-24,4382
"Northern Territory",2020-10-24,33
"Queensland",2020-10-24,1167
"South Australia",2020-10-24,487
"Tasmania",2020-10-24,230
"Victoria",2020-10-24,20343
"Western Australia",2020-10-24,757
"Australian Capital Territory",2020-10-25,114
"New South Wales",2020-10-25,4386
"Northern Territory",2020-10-25,33
"Queensland",2020-10-25,1167
"South Australia",2020-10-25,491
"Tasmania",2020-10-25,230
"Victoria",2020-10-25,20342
"Western Australia",2020-10-25,762
"Australian Capital Territory",2020-10-26,114
"New South Wales",2020-10-26,4398
"Northern Territory",2020-10-26,33
"Queensland",2020-10-26,1167
"South Australia",2020-10-26,494
"Tasmania",2020-10-26,230
"Victoria",2020-10-26,20341
"Western Australia",2020-10-26,762
"Australian Capital Territory",2020-10-27,114
"New South Wales",2020-10-27,4406
"Northern Territory",2020-10-27,33
"Queensland",2020-10-27,1169
"South Australia",2020-10-27,494
"Tasmania",2020-10-27,230
"Victoria",2020-10-27,20342
"Western Australia",2020-10-27,765
"Australian Capital Territory",2020-10-28,114
"New South Wales",2020-10-28,4411
"Northern Territory",2020-10-28,37
"Queensland",2020-10-28,1169
"South Australia",2020-10-28,495
"Tasmania",2020-10-28,230
"Victoria",2020-10-28,20344
"Western Australia",2020-10-28,765
"Australian Capital Territory",2020-10-29,114
"New South Wales",2020-10-29,4417
"Northern Territory",2020-10-29,37
"Queensland",2020-10-29,1172
"South Australia",2020-10-29,496
"Tasmania",2020-10-29,230
"Victoria",2020-10-29,20347
"Western Australia",2020-10-29,766
"Australian Capital Territory",2020-10-30,114
"New South Wales",2020-10-30,4421
"Northern Territory",2020-10-30,38
"Queensland",2020-10-30,1171
"South Australia",2020-10-30,497
"Tasmania",2020-10-30,230
"Victoria",2020-10-30,20347
"Western Australia",2020-10-30,767
"Australian Capital Territory",2020-10-31,114
"New South Wales",2020-10-31,4425
"Northern Territory",2020-10-31,38
"Queensland",2020-10-31,1172
"South Australia",2020-10-31,501
"Tasmania",2020-10-31,230
"Victoria",2020-10-31,20346
"Western Australia",2020-10-31,769
"Australian Capital Territory",2020-11-01,114
"New South Wales",2020-11-01,4432
"Northern Territory",2020-11-01,38
"Queensland",2020-11-01,1172
"South Australia",2020-11-01,501
"Tasmania",2020-11-01,230
"Victoria",2020-11-01,20345
"Western Australia",2020-11-01,769
"Australian Capital Territory",2020-11-02,114
"New South Wales",2020-11-02,4435
"Northern Territory",2020-11-02,38
"Queensland",2020-11-02,1175
"South Australia",2020-11-02,503
"Tasmania",2020-11-02,230
"Victoria",2020-11-02,20345
"Western Australia",2020-11-02,770
"Australian Capital Territory",2020-11-03,114
"New South Wales",2020-11-03,4443
"Northern Territory",2020-11-03,38
"Queensland",2020-11-03,1177
"South Australia",2020-11-03,504
"Tasmania",2020-11-03,230
"Victoria",2020-11-03,20345
"Western Australia",2020-11-03,771
"Australian Capital Territory",2020-11-04,114
"New South Wales",2020-11-04,4445
"Northern Territory",2020-11-04,39
"Queensland",2020-11-04,1177
"South Australia",2020-11-04,509
"Tasmania",2020-11-04,230
"Victoria",2020-11-04,20345
"Western Australia",2020-11-04,771
"Australian Capital Territory",2020-11-05,114
"New South Wales",2020-11-05,4454
"Northern Territory",2020-11-05,39
"Queensland",2020-11-05,1177
"South Australia",2020-11-05,510
"Tasmania",2020-11-05,230
"Victoria",2020-11-05,20345
"Western Australia",2020-11-05,775
"Australian Capital Territory",2020-11-06,114
"New South Wales",2020-11-06,4459
"Northern Territory",2020-11-06,39
"Queensland",2020-11-06,1177
"South Australia",2020-11-06,512
"Tasmania",2020-11-06,230
"Victoria",2020-11-06,20345
"Western Australia",2020-11-06,776
"Australian Capital Territory",2020-11-07,114
"New South Wales",2020-11-07,4462
"Northern Territory",2020-11-07,39
"Queensland",2020-11-07,1177
"South Australia",2020-11-07,515
"Tasmania",2020-11-07,230
"Victoria",2020-11-07,20345
"Western Australia",2020-11-07,776
"Australian Capital Territory",2020-11-08,114
"New South Wales",2020-11-08,4469
"Northern Territory",2020-11-08,39
"Queensland",2020-11-08,1177
"South Australia",2020-11-08,515
"Tasmania",2020-11-08,230
"Victoria",2020-11-08,20345
"Western Australia",2020-11-08,776
"Australian Capital Territory",2020-11-09,114
"New South Wales",2020-11-09,4469
"Northern Territory",2020-11-09,40
"Queensland",2020-11-09,1178
"South Australia",2020-11-09,517
"Tasmania",2020-11-09,230
"Victoria",2020-11-09,20345
"Western Australia",2020-11-09,776
"Australian Capital Territory",2020-11-10,114
"New South Wales",2020-11-10,4469
"Northern Territory",2020-11-10,41
"Queensland",2020-11-10,1179
"South Australia",2020-11-10,517
"Tasmania",2020-11-10,230
"Victoria",2020-11-10,20345
"Western Australia",2020-11-10,776
"Australian Capital Territory",2020-11-11,114
"New South Wales",2020-11-11,4469
"Northern Territory",2020-11-11,42
"Queensland",2020-11-11,1182
"South Australia",2020-11-11,517
"Tasmania",2020-11-11,230
"Victoria",2020-11-11,20345
"Western Australia",2020-11-11,776
"Australian Capital Territory",2020-11-12,114
"New South Wales",2020-11-12,4469
"Northern Territory",2020-11-12,42
"Queensland",2020-11-12,1183
"South Australia",2020-11-12,517
"Tasmania",2020-11-12,230
"Victoria",2020-11-12,20345
"Western Australia",2020-11-12,776
"Australian Capital Territory",2020-11-13,114
"New South Wales",2020-11-13,4469
"Northern Territory",2020-11-13,46
"Queensland",2020-11-13,1185
"South Australia",2020-11-13,517
"Tasmania",2020-11-13,230
