"regionname","date","cases"
"Tasmania",2021-04-26,234
"Victoria",2021-04-26,20513
"Western Australia",2021-04-26,990
"Australian Capital Territory",2021-04-27,123
"New South Wales",2021-04-27,5449
"Northern Territory",2021-04-27,165
"Queensland",2021-04-27,1550
"South Australia",2021-04-27,720
"Tasmania",2021-04-27,234
"Victoria",2021-04-27,20515
"Western Australia",2021-04-27,994
"Australian Capital Territory",2021-04-28,123
"New South Wales",2021-04-28,5464
"Northern Territory",2021-04-28,165
"Queensland",2021-04-28,1554
"South Australia",2021-04-28,719
"Tasmania",2021-04-28,234
"Victoria",2021-04-28,20516
"Western Australia",2021-04-28,998
"Australian Capital Territory",2021-04-29,124
"New South Wales",2021-04-29,5477
"Northern Territory",2021-04-29,166
"Queensland",2021-04-29,1559
"South Australia",2021-04-29,722
"Tasmania",2021-04-29,234
"Victoria",2021-04-29,20518
"Western Australia",2021-04-29,998
"Australian Capital Territory",2021-04-30,124
"New South Wales",2021-04-30,5481
"Northern Territory",2021-04-30,166
"Queensland",2021-04-30,1561
"South Australia",2021-04-30,724
"Tasmania",2021-04-30,234
"Victoria",2021-04-30,20521
"Western Australia",2021-04-30,1000
"Australian Capital Territory",2021-05-01,124
"New South Wales",2021-05-01,5484
"Northern Territory",2021-05-01,166
"Queensland",2021-05-01,1564
"South Australia",2021-05-01,725
"Tasmania",2021-05-01,234
"Victoria",2021-05-01,20522
"Western Australia",2021-05-01,1005
"Australian Capital Territory",2021-05-02,124
"New South Wales",2021-05-02,5489
"Northern Territory",2021-05-02,166
"Queensland",2021-05-02,1567
"South Australia",2021-05-02,727
"Tasmania",2021-05-02,234
"Victoria",2021-05-02,20523
"Western Australia",2021-05-02,1008
"Australian Capital Territory",2021-05-03,124
"New South Wales",2021-05-03,5496
"Northern Territory",2021-05-03,166
"Queensland",2021-05-03,1568
"South Australia",2021-05-03,730
"Tasmania",2021-05-03,234
"Victoria",2021-05-03,20524
"Western Australia",2021-05-03,1008
"Australian Capital Territory",2021-05-04,124
"New South Wales",2021-05-04,5506
"Northern Territory",2021-05-04,166
"Queensland",2021-05-04,1568
"South Australia",2021-05-04,733
"Tasmania",2021-05-04,234
"Victoria",2021-05-04,20524
"Western Australia",2021-05-04,1010
"Australian Capital Territory",2021-05-05,124
"New South Wales",2021-05-05,5516
"Northern Territory",2021-05-05,167
"Queensland",2021-05-05,1571
"South Australia",2021-05-05,733
"Tasmania",2021-05-05,234
"Victoria",2021-05-05,20526
"Western Australia",2021-05-05,1013
"Australian Capital Territory",2021-05-06,124
"New South Wales",2021-05-06,5521
"Northern Territory",2021-05-06,167
"Queensland",2021-05-06,1573
"South Australia",2021-05-06,735
"Tasmania",2021-05-06,234
"Victoria",2021-05-06,20526
"Western Australia",2021-05-06,1013
"Australian Capital Territory",2021-05-07,124
"New South Wales",2021-05-07,5527
"Northern Territory",2021-05-07,167
"Queensland",2021-05-07,1576
"South Australia",2021-05-07,738
"Tasmania",2021-05-07,234
"Victoria",2021-05-07,20527
"Western Australia",2021-05-07,1013
"Australian Capital Territory",2021-05-08,124
"New South Wales",2021-05-08,5533
"Northern Territory",2021-05-08,167
"Queensland",2021-05-08,1580
"South Australia",2021-05-08,738
"Tasmania",2021-05-08,234
"Victoria",2021-05-08,20533
"Western Australia",2021-05-08,1013
"Australian Capital Territory",2021-05-09,124
"New South Wales",2021-05-09,5538
"Northern Territory",2021-05-09,167
"Queensland",2021-05-09,1580
"South Australia",2021-05-09,740
"Tasmania",2021-05-09,234
"Victoria",2021-05-09,20535
"Western Australia",2021-05-09,1013
"Australian Capital Territory",2021-05-10,124
"New South Wales",2021-05-10,5542
"Northern Territory",2021-05-10,167
"Queensland",2021-05-10,1580
"South Australia",2021-05-10,740
"Tasmania",2021-05-10,234
"Victoria",2021-05-10,20536
"Western Australia",2021-05-10,1015
"Australian Capital Territory",2021-05-11,124
"New South Wales",2021-05-11,5546
"Northern Territory",2021-05-11,167
"Queensland",2021-05-11,1583
"South Australia",2021-05-11,740
"Tasmania",2021-05-11,234
"Victoria",2021-05-11,20537
"Western Australia",2021-05-11,1015
"Australian Capital Territory",2021-05-12,124
"New South Wales",2021-05-12,5551
"Northern Territory",2021-05-12,167
"Queensland",2021-05-12,1585
"South Australia",2021-05-12,741
"Tasmania",2021-05-12,234
"Victoria",2021-05-12,20538
"Western Australia",2021-05-12,1015
"Australian Capital Territory",2021-05-13,124
"New South Wales",2021-05-13,5552
"Northern Territory",2021-05-13,167
"Queensland",2021-05-13,1585
"South Australia",2021-05-13,741
"Tasmania",2021-05-13,234
"Victoria",2021-05-13,20539
"Western Australia",2021-05-13,1015
"Australian Capital Territory",2021-05-14,124
"New South Wales",2021-05-14,5555
"Northern Territory",2021-05-14,169
"Queensland",2021-05-14,1586
"South Australia",2021-05-14,741
"Tasmania",2021-05-14,234
"Victoria",2021-05-14,20540
"Western Australia",2021-05-14,1015
"Australian Capital Territory",2021-05-15,124
"New South Wales",2021-05-15,5558
"Northern Territory",2021-05-15,169
"Queensland",2021-05-15,1589
"South Australia",2021-05-15,742
"Tasmania",2021-05-15,234
"Victoria",2021-05-15,20544
"Western Australia",2021-05-15,1015
"Australian Capital Territory",2021-05-16,124
"New South Wales",2021-05-16,5560
"Northern Territory",2021-05-16,169
"Queensland",2021-05-16,1589
"South Australia",2021-05-16,742
"Tasmania",2021-05-16,234
"Victoria",2021-05-16,20545
"Western Australia",2021-05-16,1015
"Australian Capital Territory",2021-05-17,124
"New South Wales",2021-05-17,5563
"Northern Territory",2021-05-17,169
"Queensland",2021-05-17,1591
"South Australia",2021-05-17,742
"Tasmania",2021-05-17,234
"Victoria",2021-05-17,20545
"Western Australia",2021-05-17,1015
"Australian Capital Territory",2021-05-18,124
"New South Wales",2021-05-18,5565
"Northern Territory",2021-05-18,170
"Queensland",2021-05-18,1592
"South Australia",2021-05-18,746
"Tasmania",2021-05-18,234
"Victoria",2021-05-18,20546
"Western Australia",2021-05-18,1015
"Australian Capital Territory",2021-05-19,124
"New South Wales",2021-05-19,5567
"Northern Territory",2021-05-19,170
"Queensland",2021-05-19,1592
"South Australia",2021-05-19,746
"Tasmania",2021-05-19,234
"Victoria",2021-05-19,20546
"Western Australia",2021-05-19,1016
"Australian Capital Territory",2021-05-20,124
"New South Wales",2021-05-20,5567
"Northern Territory",2021-05-20,170
"Queensland",2021-05-20,1595
"South Australia",2021-05-20,747
"Tasmania",2021-05-20,234
"Victoria",2021-05-20,20546
"Western Australia",2021-05-20,1016
"Australian Capital Territory",2021-05-21,124
"New South Wales",2021-05-21,5568
"Northern Territory",2021-05-21,170
"Queensland",2021-05-21,1597
"South Australia",2021-05-21,748
"Tasmania",2021-05-21,234
"Victoria",2021-05-21,20546
"Western Australia",2021-05-21,1016
"Australian Capital Territory",2021-05-22,124
"New South Wales",2021-05-22,5570
"Northern Territory",2021-05-22,171
"Queensland",2021-05-22,1597
"South Australia",2021-05-22,748
"Tasmania",2021-05-22,234
"Victoria",2021-05-22,20547
"Western Australia",2021-05-22,1016
"Australian Capital Territory",2021-05-23,124
"New South Wales",2021-05-23,5572
"Northern Territory",2021-05-23,171
"Queensland",2021-05-23,1605
"South Australia",2021-05-23,748
"Tasmania",2021-05-23,234
"Victoria",2021-05-23,20549
"Western Australia",2021-05-23,1016
"Australian Capital Territory",2021-05-24,124
"New South Wales",2021-05-24,5574
"Northern Territory",2021-05-24,171
"Queensland",2021-05-24,1607
"South Australia",2021-05-24,749
"Tasmania",2021-05-24,234
"Victoria",2021-05-24,20553
"Western Australia",2021-05-24,1017
"Australian Capital Territory",2021-05-25,124
"New South Wales",2021-05-25,5576
"Northern Territory",2021-05-25,171
"Queensland",2021-05-25,1611
"South Australia",2021-05-25,750
"Tasmania",2021-05-25,234
"Victoria",2021-05-25,20563
"Western Australia",2021-05-25,1017
"Australian Capital Territory",2021-05-26,124
"New South Wales",2021-05-26,5576
"Northern Territory",2021-05-26,172
"Queensland",2021-05-26,1613
"South Australia",2021-05-26,752
"Tasmania",2021-05-26,234
"Victoria",2021-05-26,20575
"Western Australia",2021-05-26,1017
"Australian Capital Territory",2021-05-27,124
"New South Wales",2021-05-27,5579
"Northern Territory",2021-05-27,172
"Queensland",2021-05-27,1615
"South Australia",2021-05-27,752
"Tasmania",2021-05-27,234
"Victoria",2021-05-27,20581
"Western Australia",2021-05-27,1017
"Australian Capital Territory",2021-05-28,124
"New South Wales",2021-05-28,5580
"Northern Territory",2021-05-28,173
"Queensland",2021-05-28,1616
"South Australia",2021-05-28,752
"Tasmania",2021-05-28,234
"Victoria",2021-05-28,20587
"Western Australia",2021-05-28,1017
"Australian Capital Territory",2021-05-29,124
"New South Wales",2021-05-29,5585
"Northern Territory",2021-05-29,173
"Queensland",2021-05-29,1618
"South Australia",2021-05-29,752
"Tasmania",2021-05-29,234
"Victoria",2021-05-29,20593
"Western Australia",2021-05-29,1017
"Australian Capital Territory",2021-05-30,124
"New South Wales",2021-05-30,5587
"Northern Territory",2021-05-30,173
"Queensland",2021-05-30,1618
"South Australia",2021-05-30,754
"Tasmania",2021-05-30,234
"Victoria",2021-05-30,20598
"Western Australia",2021-05-30,1017
"Australian Capital Territory",2021-05-31,124
"New South Wales",2021-05-31,5587
"Northern Territory",2021-05-31,173
"Queensland",2021-05-31,1618
"South Australia",2021-05-31,754
"Tasmania",2021-05-31,234
"Victoria",2021-05-31,20609
"Western Australia",2021-05-31,1019
"Australian Capital Territory",2021-06-01,124
"New South Wales",2021-06-01,5588
"Northern Territory",2021-06-01,173
"Queensland",2021-06-01,1619
"South Australia",2021-06-01,754
"Tasmania",2021-06-01,234
"Victoria",2021-06-01,20614
"Western Australia",2021-06-01,1018
"Australian Capital Territory",2021-06-02,124
"New South Wales",2021-06-02,5590
"Northern Territory",2021-06-02,173
"Queensland",2021-06-02,1621
"South Australia",2021-06-02,760
"Tasmania",2021-06-02,234
"Victoria",2021-06-02,20617
"Western Australia",2021-06-02,1018
"Australian Capital Territory",2021-06-03,124
"New South Wales",2021-06-03,5590
"Northern Territory",2021-06-03,173
"Queensland",2021-06-03,1621
"South Australia",2021-06-03,760
"Tasmania",2021-06-03,234
"Victoria",2021-06-03,20621
"Western Australia",2021-06-03,1018
"Australian Capital Territory",2021-06-04,124
"New South Wales",2021-06-04,5590
"Northern Territory",2021-06-04,173
"Queensland",2021-06-04,1630
"South Australia",2021-06-04,761
"Tasmania",2021-06-04,234
"Victoria",2021-06-04,20627
"Western Australia",2021-06-04,1018
"Australian Capital Territory",2021-06-05,124
"New South Wales",2021-06-05,5595
"Northern Territory",2021-06-05,173
"Queensland",2021-06-05,1632
"South Australia",2021-06-05,762
"Tasmania",2021-06-05,234
"Victoria",2021-06-05,20635
"Western Australia",2021-06-05,1018
"Australian Capital Territory",2021-06-06,124
"New South Wales",2021-06-06,5600
"Northern Territory",2021-06-06,173
"Queensland",2021-06-06,1632
"South Australia",2021-06-06,764
"Tasmania",2021-06-06,234
"Victoria",2021-06-06,20646
"Western Australia",2021-06-06,1018
"Australian Capital Territory",2021-06-07,124
"New South Wales",2021-06-07,5605
"Northern Territory",2021-06-07,174
"Queensland",2021-06-07,1633
"South Australia",2021-06-07,767
"Tasmania",2021-06-07,234
"Victoria",2021-06-07,20649
"Western Australia",2021-06-07,1019
"Australian Capital Territory",2021-06-08,124
"New South Wales",2021-06-08,5607
"Northern Territory",2021-06-08,174
"Queensland",2021-06-08,1634
"South Australia",2021-06-08,769
"Tasmania",2021-06-08,234
"Victoria",2021-06-08,20650
"Western Australia",2021-06-08,1018
"Australian Capital Territory",2021-06-09,124
"New South Wales",2021-06-09,5610
"Northern Territory",2021-06-09,174
"Queensland",2021-06-09,1642
"South Australia",2021-06-09,769
"Tasmania",2021-06-09,234
"Victoria",2021-06-09,20654
"Western Australia",2021-06-09,1018
"Australian Capital Territory",2021-06-10,124
"New South Wales",2021-06-10,5611
"Northern Territory",2021-06-10,174
"Queensland",2021-06-10,1642
"South Australia",2021-06-10,770
"Tasmania",2021-06-10,234
"Victoria",2021-06-10,20655
"Western Australia",2021-06-10,1018
"Australian Capital Territory",2021-06-11,124
"New South Wales",2021-06-11,5612
"Northern Territory",2021-06-11,174
"Queensland",2021-06-11,1642
"South Australia",2021-06-11,771
"Tasmania",2021-06-11,234
"Victoria",2021-06-11,20659
"Western Australia",2021-06-11,1018
"Australian Capital Territory",2021-06-12,124
"New South Wales",2021-06-12,5613
"Northern Territory",2021-06-12,175
"Queensland",2021-06-12,1650
"South Australia",2021-06-12,774
"Tasmania",2021-06-12,234
"Victoria",2021-06-12,20660
"Western Australia",2021-06-12,1018
"Australian Capital Territory",2021-06-13,124
"New South Wales",2021-06-13,5619
"Northern Territory",2021-06-13,175
"Queensland",2021-06-13,1652
"South Australia",2021-06-13,775
"Tasmania",2021-06-13,234
"Victoria",2021-06-13,20665
"Western Australia",2021-06-13,1018
"Australian Capital Territory",2021-06-14,124
"New South Wales",2021-06-14,5623
"Northern Territory",2021-06-14,175
"Queensland",2021-06-14,1655
"South Australia",2021-06-14,775
"Tasmania",2021-06-14,234
"Victoria",2021-06-14,20668
"Western Australia",2021-06-14,1019
"Australian Capital Territory",2021-06-15,124
"New South Wales",2021-06-15,5626
"Northern Territory",2021-06-15,175
"Queensland",2021-06-15,1655
"South Australia",2021-06-15,776
"Tasmania",2021-06-15,234
"Victoria",2021-06-15,20676
"Western Australia",2021-06-15,1020
"Australian Capital Territory",2021-06-16,124
"New South Wales",2021-06-16,5629
"Northern Territory",2021-06-16,175
"Queensland",2021-06-16,1661
"South Australia",2021-06-16,780
"Tasmania",2021-06-16,234
"Victoria",2021-06-16,20678
"Western Australia",2021-06-16,1020
"Australian Capital Territory",2021-06-17,124
"New South Wales",2021-06-17,5631
"Northern Territory",2021-06-17,175
"Queensland",2021-06-17,1664
"South Australia",2021-06-17,781
"Tasmania",2021-06-17,234
"Victoria",2021-06-17,20680
"Western Australia",2021-06-17,1020
"Australian Capital Territory",2021-06-18,124
"New South Wales",2021-06-18,5637
"Northern Territory",2021-06-18,176
"Queensland",2021-06-18,1664
"South Australia",2021-06-18,784
"Tasmania",2021-06-18,234
"Victoria",2021-06-18,20683
"Western Australia",2021-06-18,1020
"Australian Capital Territory",2021-06-19,124
"New South Wales",2021-06-19,5642
"Northern Territory",2021-06-19,176
"Queensland",2021-06-19,1665
"South Australia",2021-06-19,785
"Tasmania",2021-06-19,234
"Victoria",2021-06-19,20685
"Western Australia",2021-06-19,1020
"Australian Capital Territory",2021-06-20,124
"New South Wales",2021-06-20,5649
"Northern Territory",2021-06-20,176
"Queensland",2021-06-20,1670
"South Australia",2021-06-20,788
"Tasmania",2021-06-20,234
"Victoria",2021-06-20,20694
"Western Australia",2021-06-20,1020
"Australian Capital Territory",2021-06-21,124
"New South Wales",2021-06-21,5655
"Northern Territory",2021-06-21,176
"Queensland",2021-06-21,1673
"South Australia",2021-06-21,788
"Tasmania",2021-06-21,234
"Victoria",2021-06-21,20696
"Western Australia",2021-06-21,1020
"Australian Capital Territory",2021-06-22,124
"New South Wales",2021-06-22,5666
"Northern Territory",2021-06-22,177
"Queensland",2021-06-22,1674
"South Australia",2021-06-22,788
"Tasmania",2021-06-22,234
"Victoria",2021-06-22,20697
"Western Australia",2021-06-22,1020
"Australian Capital Territory",2021-06-23,124
"New South Wales",2021-06-23,5684
"Northern Territory",2021-06-23,177
"Queensland",2021-06-23,1678
"South Australia",2021-06-23,788
"Tasmania",2021-06-23,234
"Victoria",2021-06-23,20699
"Western Australia",2021-06-23,1020
"Australian Capital Territory",2021-06-24,124
"New South Wales",2021-06-24,5695
"Northern Territory",2021-06-24,177
"Queensland",2021-06-24,1679
"South Australia",2021-06-24,792
"Tasmania",2021-06-24,234
"Victoria",2021-06-24,20702
"Western Australia",2021-06-24,1021
"Australian Capital Territory",2021-06-25,124
"New South Wales",2021-06-25,5725
"Northern Territory",2021-06-25,178
"Queensland",2021-06-25,1680
"South Australia",2021-06-25,789
"Tasmania",2021-06-25,234
"Victoria",2021-06-25,20706
"Western Australia",2021-06-25,1021
"Australian Capital Territory",2021-06-26,124
"New South Wales",2021-06-26,5756
"Northern Territory",2021-06-26,181
"Queensland",2021-06-26,1683
"South Australia",2021-06-26,791
"Tasmania",2021-06-26,234
"Victoria",2021-06-26,20708
"Western Australia",2021-06-26,1022
"Australian Capital Territory",2021-06-27,124
"New South Wales",2021-06-27,5778
"Northern Territory",2021-06-27,181
"Queensland",2021-06-27,1686
"South Australia",2021-06-27,794
"Tasmania",2021-06-27,234
"Victoria",2021-06-27,20708
"Western Australia",2021-06-27,1023
"Australian Capital Territory",2021-06-28,124
"New South Wales",2021-06-28,5798
"Northern Territory",2021-06-28,184
"Queensland",2021-06-28,1690
"South Australia",2021-06-28,796
"Tasmania",2021-06-28,234
"Victoria",2021-06-28,20710
"Western Australia",2021-06-28,1024
"Australian Capital Territory",2021-06-29,124
"New South Wales",2021-06-29,5826
"Northern Territory",2021-06-29,184
"Queensland",2021-06-29,1696
"South Australia",2021-06-29,801
"Tasmania",2021-06-29,234
"Victoria",2021-06-29,20712
"Western Australia",2021-06-29,1025
"Australian Capital Territory",2021-06-30,124
"New South Wales",2021-06-30,5854
"Northern Territory",2021-06-30,185
"Queensland",2021-06-30,1700
"South Australia",2021-06-30,807
"Tasmania",2021-06-30,234
"Victoria",2021-06-30,20712
"Western Australia",2021-06-30,1027
"Australian Capital Territory",2021-07-01,124
"New South Wales",2021-07-01,5886
"Northern Territory",2021-07-01,185
"Queensland",2021-07-01,1705
"South Australia",2021-07-01,807
"Tasmania",2021-07-01,234
"Victoria",2021-07-01,20715
"Western Australia",2021-07-01,1028
"Australian Capital Territory",2021-07-02,124
"New South Wales",2021-07-02,5926
"Northern Territory",2021-07-02,185
"Queensland",2021-07-02,1714
"South Australia",2021-07-02,809
"Tasmania",2021-07-02,234
"Victoria",2021-07-02,20713
"Western Australia",2021-07-02,1029
"Australian Capital Territory",2021-07-03,124
"New South Wales",2021-07-03,5942
"Northern Territory",2021-07-03,185
"Queensland",2021-07-03,1715
"South Australia",2021-07-03,810
"Tasmania",2021-07-03,234
"Victoria",2021-07-03,20714
"Western Australia",2021-07-03,1029
"Australian Capital Territory",2021-07-04,124
"New South Wales",2021-07-04,5979
"Northern Territory",2021-07-04,185
"Queensland",2021-07-04,1723
"South Australia",2021-07-04,813
"Tasmania",2021-07-04,234
"Victoria",2021-07-04,20716
"Western Australia",2021-07-04,1030
"Australian Capital Territory",2021-07-05,124
"New South Wales",2021-07-05,5997
"Northern Territory",2021-07-05,185
"Queensland",2021-07-05,1728
"South Australia",2021-07-05,813
"Tasmania",2021-07-05,234
"Victoria",2021-07-05,20718
"Western Australia",2021-07-05,1032
"Australian Capital Territory",2021-07-06,124
"New South Wales",2021-07-06,6025
"Northern Territory",2021-07-06,185
"Queensland",2021-07-06,1729
"South Australia",2021-07-06,813
"Tasmania",2021-07-06,234
"Victoria",2021-07-06,20718
"Western Australia",2021-07-06,1033
"Australian Capital Territory",2021-07-07,124
"New South Wales",2021-07-07,6064
"Northern Territory",2021-07-07,185
"Queensland",2021-07-07,1732
"South Australia",2021-07-07,813
"Tasmania",2021-07-07,234
"Victoria",2021-07-07,20718
"Western Australia",2021-07-07,1033
"Australian Capital Territory",2021-07-08,124
"New South Wales",2021-07-08,6109
"Northern Territory",2021-07-08,186
"Queensland",2021-07-08,1732
"South Australia",2021-07-08,814
"Tasmania",2021-07-08,234
"Victoria",2021-07-08,20719
"Western Australia",2021-07-08,1033
"Australian Capital Territory",2021-07-09,124
"New South Wales",2021-07-09,6161
"Northern Territory",2021-07-09,188
"Queensland",2021-07-09,1737
"South Australia",2021-07-09,816
"Tasmania",2021-07-09,234
"Victoria",2021-07-09,20722
"Western Australia",2021-07-09,1033
"Australian Capital Territory",2021-07-10,124
"New South Wales",2021-07-10,6243
"Northern Territory",2021-07-10,188
"Queensland",2021-07-10,1738
"South Australia",2021-07-10,818
"Tasmania",2021-07-10,234
"Victoria",2021-07-10,20722
"Western Australia",2021-07-10,1033
"Australian Capital Territory",2021-07-11,124
"New South Wales",2021-07-11,6359
"Northern Territory",2021-07-11,188
"Queensland",2021-07-11,1739
"South Australia",2021-07-11,819
"Tasmania",2021-07-11,234
"Victoria",2021-07-11,20722
"Western Australia",2021-07-11,1036
"Australian Capital Territory",2021-07-12,124
"New South Wales",2021-07-12,6452
"Northern Territory",2021-07-12,189
"Queensland",2021-07-12,1742
"South Australia",2021-07-12,821
"Tasmania",2021-07-12,234
"Victoria",2021-07-12,20725
"Western Australia",2021-07-12,1036
"Australian Capital Territory",2021-07-13,124
"New South Wales",2021-07-13,6551
"Northern Territory",2021-07-13,189
"Queensland",2021-07-13,1747
"South Australia",2021-07-13,821
"Tasmania",2021-07-13,234
"Victoria",2021-07-13,20727
"Western Australia",2021-07-13,1036
"Australian Capital Territory",2021-07-14,124
"New South Wales",2021-07-14,6618
"Northern Territory",2021-07-14,189
"Queensland",2021-07-14,1752
"South Australia",2021-07-14,823
"Tasmania",2021-07-14,234
"Victoria",2021-07-14,20737
"Western Australia",2021-07-14,1036
"Australian Capital Territory",2021-07-15,124
"New South Wales",2021-07-15,6716
"Northern Territory",2021-07-15,190
"Queensland",2021-07-15,1753
"South Australia",2021-07-15,825
"Tasmania",2021-07-15,234
"Victoria",2021-07-15,20748
"Western Australia",2021-07-15,1036
"Australian Capital Territory",2021-07-16,124
"New South Wales",2021-07-16,6833
"Northern Territory",2021-07-16,191
"Queensland",2021-07-16,1754
"South Australia",2021-07-16,831
"Tasmania",2021-07-16,234
"Victoria",2021-07-16,20767
"Western Australia",2021-07-16,1037
"Australian Capital Territory",2021-07-17,124
"New South Wales",2021-07-17,6942
"Northern Territory",2021-07-17,191
"Queensland",2021-07-17,1755
"South Australia",2021-07-17,831
"Tasmania",2021-07-17,234
"Victoria",2021-07-17,20785
"Western Australia",2021-07-17,1037
"Australian Capital Territory",2021-07-18,124
"New South Wales",2021-07-18,7042
"Northern Territory",2021-07-18,191
"Queensland",2021-07-18,1757
"South Australia",2021-07-18,832
"Tasmania",2021-07-18,234
"Victoria",2021-07-18,20799
"Western Australia",2021-07-18,1037
"Australian Capital Territory",2021-07-19,124
"New South Wales",2021-07-19,7121
"Northern Territory",2021-07-19,191
"Queensland",2021-07-19,1761
"South Australia",2021-07-19,838
"Tasmania",2021-07-19,234
"Victoria",2021-07-19,20813
"Western Australia",2021-07-19,1038
"Australian Capital Territory",2021-07-20,124
"New South Wales",2021-07-20,7233
"Northern Territory",2021-07-20,191
"Queensland",2021-07-20,1761
"South Australia",2021-07-20,840
"Tasmania",2021-07-20,234
"Victoria",2021-07-20,20837
"Western Australia",2021-07-20,1046
"Australian Capital Territory",2021-07-21,124
"New South Wales",2021-07-21,7357
"Northern Territory",2021-07-21,191
"Queensland",2021-07-21,1761
"South Australia",2021-07-21,846
"Tasmania",2021-07-21,234
"Victoria",2021-07-21,20865
"Western Australia",2021-07-21,1048
"Australian Capital Territory",2021-07-22,124
"New South Wales",2021-07-22,7492
"Northern Territory",2021-07-22,191
"Queensland",2021-07-22,1764
"South Australia",2021-07-22,850
"Tasmania",2021-07-22,234
"Victoria",2021-07-22,20879
"Western Australia",2021-07-22,1048
"Australian Capital Territory",2021-07-23,124
"New South Wales",2021-07-23,7651
"Northern Territory",2021-07-23,191
"Queensland",2021-07-23,1763
"South Australia",2021-07-23,851
"Tasmania",2021-07-23,234
"Victoria",2021-07-23,20891
"Western Australia",2021-07-23,1048
"Australian Capital Territory",2021-07-24,124
"New South Wales",2021-07-24,7792
"Northern Territory",2021-07-24,192
"Queensland",2021-07-24,1770
"South Australia",2021-07-24,855
"Tasmania",2021-07-24,234
"Victoria",2021-07-24,20903
"Western Australia",2021-07-24,1048
"Australian Capital Territory",2021-07-25,124
"New South Wales",2021-07-25,7943
"Northern Territory",2021-07-25,192
"Queensland",2021-07-25,1771
"South Australia",2021-07-25,856
"Tasmania",2021-07-25,234
"Victoria",2021-07-25,20914
"Western Australia",2021-07-25,1048
"Australian Capital Territory",2021-07-26,124
"New South Wales",2021-07-26,8118
"Northern Territory",2021-07-26,192
"Queensland",2021-07-26,1770
"South Australia",2021-07-26,856
"Tasmania",2021-07-26,234
"Victoria",2021-07-26,20924
"Western Australia",2021-07-26,1048
"Australian Capital Territory",2021-07-27,124
"New South Wales",2021-07-27,8294
"Northern Territory",2021-07-27,192
"Queensland",2021-07-27,1790
"South Australia",2021-07-27,857
"Tasmania",2021-07-27,234
"Victoria",2021-07-27,20932
"Western Australia",2021-07-27,1050
"Australian Capital Territory",2021-07-28,124
"New South Wales",2021-07-28,8531
"Northern Territory",2021-07-28,197
"Queensland",2021-07-28,1791
"South Australia",2021-07-28,859
"Tasmania",2021-07-28,234
"Victoria",2021-07-28,20939
"Western Australia",2021-07-28,1051
"Australian Capital Territory",2021-07-29,124
"New South Wales",2021-07-29,8703
"Northern Territory",2021-07-29,197
"Queensland",2021-07-29,1793
"South Australia",2021-07-29,859
"Tasmania",2021-07-29,234
"Victoria",2021-07-29,20942
"Western Australia",2021-07-29,1057
"Australian Capital Territory",2021-07-30,124
"New South Wales",2021-07-30,8915
"Northern Territory",2021-07-30,197
"Queensland",2021-07-30,1800
"South Australia",2021-07-30,859
"Tasmania",2021-07-30,234
"Victoria",2021-07-30,20944
"Western Australia",2021-07-30,1057
"Australian Capital Territory",2021-07-31,124
"New South Wales",2021-07-31,9153
"Northern Territory",2021-07-31,199
"Queensland",2021-07-31,1809
"South Australia",2021-07-31,859
"Tasmania",2021-07-31,234
"Victoria",2021-07-31,20948
"Western Australia",2021-07-31,1057
"Australian Capital Territory",2021-08-01,124
"New South Wales",2021-08-01,9360
"Northern Territory",2021-08-01,200
"Queensland",2021-08-01,1824
"South Australia",2021-08-01,862
"Tasmania",2021-08-01,234
"Victoria",2021-08-01,20950
"Western Australia",2021-08-01,1058
"Australian Capital Territory",2021-08-02,124
"New South Wales",2021-08-02,9562
"Northern Territory",2021-08-02,200
"Queensland",2021-08-02,1840
"South Australia",2021-08-02,863
"Tasmania",2021-08-02,234
"Victoria",2021-08-02,20955
"Western Australia",2021-08-02,1058
"Australian Capital Territory",2021-08-03,124
"New South Wales",2021-08-03,9795
"Northern Territory",2021-08-03,198
"Queensland",2021-08-03,1859
"South Australia",2021-08-03,866
"Tasmania",2021-08-03,234
"Victoria",2021-08-03,20955
"Western Australia",2021-08-03,1058
"Australian Capital Territory",2021-08-04,124
"New South Wales",2021-08-04,10063
"Northern Territory",2021-08-04,198
"Queensland",2021-08-04,1886
"South Australia",2021-08-04,866
"Tasmania",2021-08-04,235
"Victoria",2021-08-04,20961
"Western Australia",2021-08-04,1058
"Australian Capital Territory",2021-08-05,124
"New South Wales",2021-08-05,10354
"Northern Territory",2021-08-05,198
"Queensland",2021-08-05,1896
"South Australia",2021-08-05,866
"Tasmania",2021-08-05,235
"Victoria",2021-08-05,20967
"Western Australia",2021-08-05,1058
"Australian Capital Territory",2021-08-06,124
"New South Wales",2021-08-06,10662
"Northern Territory",2021-08-06,199
"Queensland",2021-08-06,1909
"South Australia",2021-08-06,866
"Tasmania",2021-08-06,235
"Victoria",2021-08-06,20997
"Western Australia",2021-08-06,1059
"Australian Capital Territory",2021-08-07,124
"New South Wales",2021-08-07,10917
"Northern Territory",2021-08-07,199
"Queensland",2021-08-07,1918
"South Australia",2021-08-07,866
"Tasmania",2021-08-07,235
"Victoria",2021-08-07,21010
"Western Australia",2021-08-07,1059
"Australian Capital Territory",2021-08-08,124
"New South Wales",2021-08-08,11201
"Northern Territory",2021-08-08,199
"Queensland",2021-08-08,1923
"South Australia",2021-08-08,868
"Tasmania",2021-08-08,235
"Victoria",2021-08-08,21021
"Western Australia",2021-08-08,1059
