"date","regionname","cases"
2020-06-22,"Ceará",1842
2020-06-22,"Distrito Federal",921
2020-06-22,"Espírito Santo",1281
2020-06-22,"Goiás",1181
2020-06-22,"Maranhão",630
2020-06-22,"Minas Gerais",1277
2020-06-22,"Mato Grosso do Sul",393
2020-06-22,"Mato Grosso",487
2020-06-22,"Pará",2616
2020-06-22,"Paraíba",469
2020-06-22,"Pernambuco",381
2020-06-22,"Piauí",793
2020-06-22,"Paraná",623
2020-06-22,"Rio de Janeiro",1439
2020-06-22,"Rio Grande do Norte",118
2020-06-22,"Rondônia",646
2020-06-22,"Roraima",2152
2020-06-22,"Rio Grande do Sul",362
2020-06-22,"Santa Catarina",355
2020-06-22,"Sergipe",399
2020-06-22,"São Paulo",2788
2020-06-22,"Tocantins",289
2020-06-23,"Acre",271
2020-06-23,"Alagoas",853
2020-06-23,"Amazonas",1342
2020-06-23,"Amapá",1575
2020-06-23,"Bahia",1998
2020-06-23,"Ceará",3347
2020-06-23,"Distrito Federal",1220
2020-06-23,"Espírito Santo",680
2020-06-23,"Goiás",929
2020-06-23,"Maranhão",1332
2020-06-23,"Minas Gerais",979
2020-06-23,"Mato Grosso do Sul",417
2020-06-23,"Mato Grosso",720
2020-06-23,"Pará",3072
2020-06-23,"Paraíba",1746
2020-06-23,"Pernambuco",337
2020-06-23,"Piauí",958
2020-06-23,"Paraná",729
2020-06-23,"Rio de Janeiro",3297
2020-06-23,"Rio Grande do Norte",1769
2020-06-23,"Rondônia",672
2020-06-23,"Roraima",463
2020-06-23,"Rio Grande do Sul",1154
2020-06-23,"Santa Catarina",1307
2020-06-23,"Sergipe",499
2020-06-23,"São Paulo",7502
2020-06-23,"Tocantins",332
2020-06-24,"Acre",212
2020-06-24,"Alagoas",982
2020-06-24,"Amazonas",1691
2020-06-24,"Amapá",482
2020-06-24,"Bahia",2847
2020-06-24,"Ceará",1523
2020-06-24,"Distrito Federal",1886
2020-06-24,"Espírito Santo",1656
2020-06-24,"Goiás",1266
2020-06-24,"Maranhão",1293
2020-06-24,"Minas Gerais",1446
2020-06-24,"Mato Grosso do Sul",322
2020-06-24,"Mato Grosso",574
2020-06-24,"Pará",2328
2020-06-24,"Paraíba",913
2020-06-24,"Pernambuco",1191
2020-06-24,"Piauí",853
2020-06-24,"Paraná",1110
2020-06-24,"Rio de Janeiro",2624
2020-06-24,"Rio Grande do Norte",894
2020-06-24,"Rondônia",925
2020-06-24,"Roraima",1069
2020-06-24,"Rio Grande do Sul",1145
2020-06-24,"Santa Catarina",1677
2020-06-24,"Sergipe",470
2020-06-24,"São Paulo",9347
2020-06-24,"Tocantins",327
2020-06-25,"Acre",282
2020-06-25,"Alagoas",835
2020-06-25,"Amazonas",503
2020-06-25,"Amapá",496
2020-06-25,"Bahia",2360
2020-06-25,"Ceará",3540
2020-06-25,"Distrito Federal",1617
2020-06-25,"Espírito Santo",1923
2020-06-25,"Goiás",1097
2020-06-25,"Maranhão",1611
2020-06-25,"Minas Gerais",1426
2020-06-25,"Mato Grosso do Sul",390
2020-06-25,"Mato Grosso",1030
2020-06-25,"Pará",2436
2020-06-25,"Paraíba",912
2020-06-25,"Pernambuco",1114
2020-06-25,"Piauí",943
2020-06-25,"Paraná",859
2020-06-25,"Rio de Janeiro",2404
2020-06-25,"Rio Grande do Norte",1068
2020-06-25,"Rondônia",749
2020-06-25,"Roraima",1039
2020-06-25,"Rio Grande do Sul",1051
2020-06-25,"Santa Catarina",1030
2020-06-25,"Sergipe",728
2020-06-25,"São Paulo",9765
2020-06-25,"Tocantins",256
2020-06-26,"Acre",340
2020-06-26,"Alagoas",799
2020-06-26,"Amazonas",953
2020-06-26,"Amapá",247
2020-06-26,"Bahia",2130
2020-06-26,"Ceará",2152
2020-06-26,"Distrito Federal",2455
2020-06-26,"Espírito Santo",1246
2020-06-26,"Goiás",1064
2020-06-26,"Maranhão",1773
2020-06-26,"Minas Gerais",6122
2020-06-26,"Mato Grosso do Sul",394
2020-06-26,"Mato Grosso",802
2020-06-26,"Pará",2841
2020-06-26,"Paraíba",2008
2020-06-26,"Pernambuco",668
2020-06-26,"Piauí",642
2020-06-26,"Paraná",850
2020-06-26,"Rio de Janeiro",2600
2020-06-26,"Rio Grande do Norte",447
2020-06-26,"Rondônia",1098
2020-06-26,"Roraima",167
2020-06-26,"Rio Grande do Sul",1054
2020-06-26,"Santa Catarina",996
2020-06-26,"Sergipe",827
2020-06-26,"São Paulo",9921
2020-06-26,"Tocantins",285
2020-06-27,"Acre",269
2020-06-27,"Alagoas",657
2020-06-27,"Amazonas",802
2020-06-27,"Amapá",239
2020-06-27,"Bahia",8822
2020-06-27,"Ceará",1794
2020-06-27,"Distrito Federal",1440
2020-06-27,"Espírito Santo",0
2020-06-27,"Goiás",424
2020-06-27,"Maranhão",1417
2020-06-27,"Minas Gerais",2075
2020-06-27,"Mato Grosso do Sul",220
2020-06-27,"Mato Grosso",720
2020-06-27,"Pará",1130
2020-06-27,"Paraíba",1410
2020-06-27,"Pernambuco",1285
2020-06-27,"Piauí",493
2020-06-27,"Paraná",1147
2020-06-27,"Rio de Janeiro",306
2020-06-27,"Rio Grande do Norte",48
2020-06-27,"Rondônia",464
2020-06-27,"Roraima",1263
2020-06-27,"Rio Grande do Sul",886
2020-06-27,"Santa Catarina",861
2020-06-27,"Sergipe",1411
2020-06-27,"São Paulo",7073
2020-06-27,"Tocantins",262
2020-06-28,"Acre",145
2020-06-28,"Alagoas",791
2020-06-28,"Amazonas",627
2020-06-28,"Amapá",84
2020-06-28,"Bahia",3251
2020-06-28,"Ceará",529
2020-06-28,"Distrito Federal",2139
2020-06-28,"Espírito Santo",2031
2020-06-28,"Goiás",300
2020-06-28,"Maranhão",397
2020-06-28,"Minas Gerais",1775
2020-06-28,"Mato Grosso do Sul",149
2020-06-28,"Mato Grosso",666
2020-06-28,"Pará",764
2020-06-28,"Paraíba",437
2020-06-28,"Pernambuco",1018
2020-06-28,"Piauí",595
2020-06-28,"Paraná",923
2020-06-28,"Rio de Janeiro",2495
2020-06-28,"Rio Grande do Norte",5483
2020-06-28,"Rondônia",85
2020-06-28,"Roraima",118
2020-06-28,"Rio Grande do Sul",243
2020-06-28,"Santa Catarina",556
2020-06-28,"Sergipe",1102
2020-06-28,"São Paulo",6156
2020-06-28,"Tocantins",131
2020-06-29,"Acre",88
2020-06-29,"Alagoas",805
2020-06-29,"Amazonas",244
2020-06-29,"Amapá",268
2020-06-29,"Bahia",972
2020-06-29,"Ceará",632
2020-06-29,"Distrito Federal",2166
2020-06-29,"Espírito Santo",1414
2020-06-29,"Goiás",1214
2020-06-29,"Maranhão",457
2020-06-29,"Minas Gerais",1123
2020-06-29,"Mato Grosso do Sul",289
2020-06-29,"Mato Grosso",530
2020-06-29,"Pará",1999
2020-06-29,"Paraíba",378
2020-06-29,"Pernambuco",369
2020-06-29,"Piauí",669
2020-06-29,"Paraná",584
2020-06-29,"Rio de Janeiro",585
2020-06-29,"Rio Grande do Norte",568
2020-06-29,"Rondônia",586
2020-06-29,"Roraima",182
2020-06-29,"Rio Grande do Sul",416
2020-06-29,"Santa Catarina",692
2020-06-29,"Sergipe",396
2020-06-29,"São Paulo",3408
2020-06-29,"Tocantins",405
2020-06-30,"Acre",107
2020-06-30,"Alagoas",845
2020-06-30,"Amazonas",930
2020-06-30,"Amapá",239
2020-06-30,"Bahia",3840
2020-06-30,"Ceará",2258
2020-06-30,"Distrito Federal",2147
2020-06-30,"Espírito Santo",1796
2020-06-30,"Goiás",1531
2020-06-30,"Maranhão",1482
2020-06-30,"Minas Gerais",1137
2020-06-30,"Mato Grosso do Sul",711
2020-06-30,"Mato Grosso",976
2020-06-30,"Pará",2647
2020-06-30,"Paraíba",1900
2020-06-30,"Pernambuco",382
2020-06-30,"Piauí",1637
2020-06-30,"Paraná",1551
2020-06-30,"Rio de Janeiro",728
2020-06-30,"Rio Grande do Norte",1612
2020-06-30,"Rondônia",845
2020-06-30,"Roraima",512
2020-06-30,"Rio Grande do Sul",1282
2020-06-30,"Santa Catarina",1298
2020-06-30,"Sergipe",594
2020-06-30,"São Paulo",6235
2020-06-30,"Tocantins",458
2020-07-01,"Acre",462
2020-07-01,"Alagoas",857
2020-07-01,"Amazonas",1461
2020-07-01,"Amapá",435
2020-07-01,"Bahia",3178
2020-07-01,"Ceará",3555
2020-07-01,"Distrito Federal",1458
2020-07-01,"Espírito Santo",1928
2020-07-01,"Goiás",1235
2020-07-01,"Maranhão",2805
2020-07-01,"Minas Gerais",2583
2020-07-01,"Mato Grosso do Sul",386
2020-07-01,"Mato Grosso",1097
2020-07-01,"Pará",2214
2020-07-01,"Paraíba",1218
2020-07-01,"Pernambuco",847
2020-07-01,"Piauí",1248
2020-07-01,"Paraná",1348
2020-07-01,"Rio de Janeiro",2667
2020-07-01,"Rio Grande do Norte",998
2020-07-01,"Rondônia",272
2020-07-01,"Roraima",2430
2020-07-01,"Rio Grande do Sul",1230
2020-07-01,"Santa Catarina",925
2020-07-01,"Sergipe",1201
2020-07-01,"São Paulo",8555
2020-07-01,"Tocantins",232
2020-07-02,"Acre",333
2020-07-02,"Alagoas",509
2020-07-02,"Amazonas",1246
2020-07-02,"Amapá",226
2020-07-02,"Bahia",2864
2020-07-02,"Ceará",2481
2020-07-02,"Distrito Federal",1605
2020-07-02,"Espírito Santo",1421
2020-07-02,"Goiás",173
2020-07-02,"Maranhão",2769
2020-07-02,"Minas Gerais",3123
2020-07-02,"Mato Grosso do Sul",326
2020-07-02,"Mato Grosso",952
2020-07-02,"Pará",2344
2020-07-02,"Paraíba",1361
2020-07-02,"Pernambuco",1414
2020-07-02,"Piauí",1069
2020-07-02,"Paraná",2079
2020-07-02,"Rio de Janeiro",1545
2020-07-02,"Rio Grande do Norte",525
2020-07-02,"Rondônia",447
2020-07-02,"Roraima",740
2020-07-02,"Rio Grande do Sul",1024
2020-07-02,"Santa Catarina",1296
2020-07-02,"Sergipe",0
2020-07-02,"São Paulo",12244
2020-07-02,"Tocantins",282
2020-07-03,"Acre",64
2020-07-03,"Alagoas",1076
2020-07-03,"Amazonas",1007
2020-07-03,"Amapá",421
2020-07-03,"Bahia",2965
2020-07-03,"Ceará",1792
2020-07-03,"Distrito Federal",1715
2020-07-03,"Espírito Santo",1447
2020-07-03,"Goiás",1184
2020-07-03,"Maranhão",2189
2020-07-03,"Minas Gerais",2644
2020-07-03,"Mato Grosso do Sul",522
2020-07-03,"Mato Grosso",1182
2020-07-03,"Pará",2120
2020-07-03,"Paraíba",1229
2020-07-03,"Pernambuco",1243
2020-07-03,"Piauí",1185
2020-07-03,"Paraná",1863
2020-07-03,"Rio de Janeiro",2133
2020-07-03,"Rio Grande do Norte",835
2020-07-03,"Rondônia",271
2020-07-03,"Roraima",446
2020-07-03,"Rio Grande do Sul",1176
2020-07-03,"Santa Catarina",1686
2020-07-03,"Sergipe",1574
2020-07-03,"São Paulo",8523
2020-07-03,"Tocantins",546
2020-07-04,"Acre",375
2020-07-04,"Alagoas",851
2020-07-04,"Amazonas",1408
2020-07-04,"Amapá",235
2020-07-04,"Bahia",3171
2020-07-04,"Ceará",3153
2020-07-04,"Distrito Federal",1764
2020-07-04,"Espírito Santo",1135
2020-07-04,"Goiás",1024
2020-07-04,"Maranhão",843
2020-07-04,"Minas Gerais",2607
2020-07-04,"Mato Grosso do Sul",179
2020-07-04,"Mato Grosso",792
2020-07-04,"Pará",1280
2020-07-04,"Paraíba",1541
2020-07-04,"Pernambuco",1095
2020-07-04,"Piauí",518
2020-07-04,"Paraná",2404
2020-07-04,"Rio de Janeiro",1484
2020-07-04,"Rio Grande do Norte",323
2020-07-04,"Rondônia",716
2020-07-04,"Roraima",153
2020-07-04,"Rio Grande do Sul",1248
2020-07-04,"Santa Catarina",1670
2020-07-04,"Sergipe",1575
2020-07-04,"São Paulo",1828
2020-07-04,"Tocantins",194
2020-07-05,"Acre",135
2020-07-05,"Alagoas",680
2020-07-05,"Amazonas",69
2020-07-05,"Amapá",74
2020-07-05,"Bahia",1563
2020-07-05,"Ceará",522
2020-07-05,"Distrito Federal",2094
2020-07-05,"Espírito Santo",569
2020-07-05,"Goiás",0
2020-07-05,"Maranhão",657
2020-07-05,"Minas Gerais",2325
2020-07-05,"Mato Grosso do Sul",164
2020-07-05,"Mato Grosso",747
2020-07-05,"Pará",724
2020-07-05,"Paraíba",422
2020-07-05,"Pernambuco",1672
2020-07-05,"Piauí",432
2020-07-05,"Paraná",889
2020-07-05,"Rio de Janeiro",852
2020-07-05,"Rio Grande do Norte",411
2020-07-05,"Rondônia",522
2020-07-05,"Roraima",26
2020-07-05,"Rio Grande do Sul",336
2020-07-05,"Santa Catarina",1038
2020-07-05,"Sergipe",456
2020-07-05,"São Paulo",7649
2020-07-05,"Tocantins",164
2020-07-06,"Acre",66
2020-07-06,"Alagoas",634
2020-07-06,"Amazonas",413
2020-07-06,"Amapá",121
2020-07-06,"Bahia",1231
2020-07-06,"Ceará",1408
2020-07-06,"Distrito Federal",2529
2020-07-06,"Espírito Santo",1154
2020-07-06,"Goiás",1661
2020-07-06,"Maranhão",537
2020-07-06,"Minas Gerais",1343
2020-07-06,"Mato Grosso do Sul",434
2020-07-06,"Mato Grosso",995
2020-07-06,"Pará",1617
2020-07-06,"Paraíba",418
2020-07-06,"Pernambuco",513
2020-07-06,"Piauí",1003
2020-07-06,"Paraná",1310
2020-07-06,"Rio de Janeiro",587
2020-07-06,"Rio Grande do Norte",841
2020-07-06,"Rondônia",442
2020-07-06,"Roraima",140
2020-07-06,"Rio Grande do Sul",446
2020-07-06,"Santa Catarina",853
2020-07-06,"Sergipe",501
2020-07-06,"São Paulo",2891
2020-07-06,"Tocantins",364
2020-07-07,"Acre",253
2020-07-07,"Alagoas",955
2020-07-07,"Amazonas",2740
2020-07-07,"Amapá",290
2020-07-07,"Bahia",3675
2020-07-07,"Ceará",2748
2020-07-07,"Distrito Federal",2311
2020-07-07,"Espírito Santo",2156
2020-07-07,"Goiás",1814
2020-07-07,"Maranhão",1837
2020-07-07,"Minas Gerais",1271
2020-07-07,"Mato Grosso do Sul",376
2020-07-07,"Mato Grosso",1425
2020-07-07,"Pará",2592
2020-07-07,"Paraíba",1656
2020-07-07,"Pernambuco",509
2020-07-07,"Piauí",897
2020-07-07,"Paraná",1539
2020-07-07,"Rio de Janeiro",2207
2020-07-07,"Rio Grande do Norte",690
2020-07-07,"Rondônia",643
2020-07-07,"Roraima",196
2020-07-07,"Rio Grande do Sul",1399
2020-07-07,"Santa Catarina",1521
2020-07-07,"Sergipe",922
2020-07-07,"São Paulo",9638
2020-07-07,"Tocantins",436
2020-07-08,"Acre",226
2020-07-08,"Alagoas",798
2020-07-08,"Amazonas",915
2020-07-08,"Amapá",230
2020-07-08,"Bahia",3582
2020-07-08,"Ceará",3456
2020-07-08,"Distrito Federal",1620
2020-07-08,"Espírito Santo",2138
2020-07-08,"Goiás",1366
2020-07-08,"Maranhão",851
2020-07-08,"Minas Gerais",3138
2020-07-08,"Mato Grosso do Sul",608
2020-07-08,"Mato Grosso",1297
2020-07-08,"Pará",1987
2020-07-08,"Paraíba",1542
2020-07-08,"Pernambuco",1453
2020-07-08,"Piauí",1334
2020-07-08,"Paraná",1406
2020-07-08,"Rio de Janeiro",2243
2020-07-08,"Rio Grande do Norte",550
2020-07-08,"Rondônia",503
2020-07-08,"Roraima",870
2020-07-08,"Rio Grande do Sul",1757
2020-07-08,"Santa Catarina",1467
2020-07-08,"Sergipe",850
2020-07-08,"São Paulo",8657
2020-07-08,"Tocantins",405
2020-07-09,"Acre",298
2020-07-09,"Alagoas",869
2020-07-09,"Amazonas",1236
2020-07-09,"Amapá",239
2020-07-09,"Bahia",2783
2020-07-09,"Ceará",1726
2020-07-09,"Distrito Federal",1363
2020-07-09,"Espírito Santo",1168
2020-07-09,"Goiás",1260
2020-07-09,"Maranhão",2384
2020-07-09,"Minas Gerais",2829
2020-07-09,"Mato Grosso do Sul",590
2020-07-09,"Mato Grosso",1586
2020-07-09,"Pará",1943
2020-07-09,"Paraíba",1270
2020-07-09,"Pernambuco",1163
2020-07-09,"Piauí",1524
2020-07-09,"Paraná",1709
2020-07-09,"Rio de Janeiro",1995
2020-07-09,"Rio Grande do Norte",1205
2020-07-09,"Rondônia",335
2020-07-09,"Roraima",1066
2020-07-09,"Rio Grande do Sul",877
2020-07-09,"Santa Catarina",1598
2020-07-09,"Sergipe",926
2020-07-09,"São Paulo",8350
2020-07-09,"Tocantins",664
2020-07-10,"Acre",303
2020-07-10,"Alagoas",768
2020-07-10,"Amazonas",1189
2020-07-10,"Amapá",317
2020-07-10,"Bahia",2867
2020-07-10,"Ceará",3286
2020-07-10,"Distrito Federal",1620
2020-07-10,"Espírito Santo",1352
2020-07-10,"Goiás",1079
2020-07-10,"Maranhão",1395
2020-07-10,"Minas Gerais",3222
2020-07-10,"Mato Grosso do Sul",708
2020-07-10,"Mato Grosso",1239
2020-07-10,"Pará",2260
2020-07-10,"Paraíba",1504
2020-07-10,"Pernambuco",1333
2020-07-10,"Piauí",1196
2020-07-10,"Paraná",2088
2020-07-10,"Rio de Janeiro",1119
2020-07-10,"Rio Grande do Norte",362
2020-07-10,"Rondônia",598
2020-07-10,"Roraima",629
2020-07-10,"Rio Grande do Sul",1056
2020-07-10,"Santa Catarina",1698
2020-07-10,"Sergipe",1297
2020-07-10,"São Paulo",9395
2020-07-10,"Tocantins",430
2020-07-11,"Acre",312
2020-07-11,"Alagoas",674
2020-07-11,"Amazonas",723
2020-07-11,"Amapá",199
2020-07-11,"Bahia",3002
2020-07-11,"Ceará",1391
2020-07-11,"Distrito Federal",1109
2020-07-11,"Espírito Santo",1032
2020-07-11,"Goiás",567
2020-07-11,"Maranhão",1680
2020-07-11,"Minas Gerais",3727
2020-07-11,"Mato Grosso do Sul",228
2020-07-11,"Mato Grosso",889
2020-07-11,"Pará",780
2020-07-11,"Paraíba",1303
2020-07-11,"Pernambuco",1270
2020-07-11,"Piauí",498
2020-07-11,"Paraná",1285
2020-07-11,"Rio de Janeiro",232
2020-07-11,"Rio Grande do Norte",717
2020-07-11,"Rondônia",496
2020-07-11,"Roraima",376
2020-07-11,"Rio Grande do Sul",1230
2020-07-11,"Santa Catarina",1920
2020-07-11,"Sergipe",1333
2020-07-11,"São Paulo",7780
2020-07-11,"Tocantins",193
2020-07-12,"Acre",110
2020-07-12,"Alagoas",697
2020-07-12,"Amazonas",296
2020-07-12,"Amapá",85
2020-07-12,"Bahia",1575
2020-07-12,"Ceará",789
2020-07-12,"Distrito Federal",2306
2020-07-12,"Espírito Santo",480
2020-07-12,"Goiás",283
2020-07-12,"Maranhão",554
2020-07-12,"Minas Gerais",2038
2020-07-12,"Mato Grosso do Sul",264
2020-07-12,"Mato Grosso",264
2020-07-12,"Pará",795
2020-07-12,"Paraíba",363
2020-07-12,"Pernambuco",1100
2020-07-12,"Piauí",396
2020-07-12,"Paraná",1740
2020-07-12,"Rio de Janeiro",9
2020-07-12,"Rio Grande do Norte",487
2020-07-12,"Rondônia",232
2020-07-12,"Roraima",402
2020-07-12,"Rio Grande do Sul",520
2020-07-12,"Santa Catarina",1005
2020-07-12,"Sergipe",1585
2020-07-12,"São Paulo",5107
2020-07-12,"Tocantins",175
2020-07-13,"Acre",70
2020-07-13,"Alagoas",966
2020-07-13,"Amazonas",886
2020-07-13,"Amapá",188
2020-07-13,"Bahia",1128
2020-07-13,"Ceará",444
2020-07-13,"Distrito Federal",1572
2020-07-13,"Espírito Santo",1008
2020-07-13,"Goiás",777
2020-07-13,"Maranhão",878
2020-07-13,"Minas Gerais",971
2020-07-13,"Mato Grosso do Sul",473
2020-07-13,"Mato Grosso",134
2020-07-13,"Pará",2061
2020-07-13,"Paraíba",324
2020-07-13,"Pernambuco",431
2020-07-13,"Piauí",797
2020-07-13,"Paraná",1045
2020-07-13,"Rio de Janeiro",2360
2020-07-13,"Rio Grande do Norte",547
2020-07-13,"Rondônia",322
2020-07-13,"Roraima",341
2020-07-13,"Rio Grande do Sul",416
2020-07-13,"Santa Catarina",784
2020-07-13,"Sergipe",590
2020-07-13,"São Paulo",2610
2020-07-13,"Tocantins",416
2020-07-14,"Acre",219
2020-07-14,"Alagoas",709
2020-07-14,"Amazonas",1388
2020-07-14,"Amapá",333
2020-07-14,"Bahia",3138
2020-07-14,"Ceará",2203
2020-07-14,"Distrito Federal",1370
2020-07-14,"Espírito Santo",1332
2020-07-14,"Goiás",966
2020-07-14,"Maranhão",1637
2020-07-14,"Minas Gerais",1821
2020-07-14,"Mato Grosso do Sul",697
2020-07-14,"Mato Grosso",487
2020-07-14,"Pará",2264
2020-07-14,"Paraíba",1354
2020-07-14,"Pernambuco",675
2020-07-14,"Piauí",1289
2020-07-14,"Paraná",1781
2020-07-14,"Rio de Janeiro",778
2020-07-14,"Rio Grande do Norte",312
2020-07-14,"Rondônia",478
2020-07-14,"Roraima",713
2020-07-14,"Rio Grande do Sul",1337
2020-07-14,"Santa Catarina",2235
2020-07-14,"Sergipe",946
2020-07-14,"São Paulo",12000
2020-07-14,"Tocantins",308
2020-07-15,"Acre",193
2020-07-15,"Alagoas",859
2020-07-15,"Amazonas",1144
2020-07-15,"Amapá",523
2020-07-15,"Bahia",2964
2020-07-15,"Ceará",2395
2020-07-15,"Distrito Federal",1725
2020-07-15,"Espírito Santo",1139
2020-07-15,"Goiás",1175
2020-07-15,"Maranhão",1002
2020-07-15,"Minas Gerais",3367
2020-07-15,"Mato Grosso do Sul",699
2020-07-15,"Mato Grosso",1040
2020-07-15,"Pará",2205
2020-07-15,"Paraíba",1477
2020-07-15,"Pernambuco",1384
2020-07-15,"Piauí",1097
2020-07-15,"Paraná",1761
2020-07-15,"Rio de Janeiro",1627
2020-07-15,"Rio Grande do Norte",329
2020-07-15,"Rondônia",389
2020-07-15,"Roraima",716
2020-07-15,"Rio Grande do Sul",1246
2020-07-15,"Santa Catarina",1926
2020-07-15,"Sergipe",972
2020-07-15,"São Paulo",6569
2020-07-15,"Tocantins",641
2020-07-16,"Acre",193
2020-07-16,"Alagoas",870
2020-07-16,"Amazonas",1081
2020-07-16,"Amapá",596
2020-07-16,"Bahia",3380
2020-07-16,"Ceará",2226
2020-07-16,"Distrito Federal",2242
2020-07-16,"Espírito Santo",1766
2020-07-16,"Goiás",1070
2020-07-16,"Maranhão",1657
2020-07-16,"Minas Gerais",2460
2020-07-16,"Mato Grosso do Sul",475
2020-07-16,"Mato Grosso",1336
2020-07-16,"Pará",2125
2020-07-16,"Paraíba",1484
2020-07-16,"Pernambuco",1131
2020-07-16,"Piauí",515
2020-07-16,"Paraná",2281
2020-07-16,"Rio de Janeiro",124
2020-07-16,"Rio Grande do Norte",328
2020-07-16,"Rondônia",737
2020-07-16,"Roraima",610
2020-07-16,"Rio Grande do Sul",3105
2020-07-16,"Santa Catarina",1805
2020-07-16,"Sergipe",1087
2020-07-16,"São Paulo",8872
2020-07-16,"Tocantins",282
2020-07-17,"Acre",100
2020-07-17,"Alagoas",519
2020-07-17,"Amazonas",797
2020-07-17,"Amapá",432
2020-07-17,"Bahia",2284
2020-07-17,"Ceará",2006
2020-07-17,"Distrito Federal",1779
2020-07-17,"Espírito Santo",1345
2020-07-17,"Goiás",174
2020-07-17,"Maranhão",1057
2020-07-17,"Minas Gerais",2801
2020-07-17,"Mato Grosso do Sul",201
2020-07-17,"Mato Grosso",666
2020-07-17,"Pará",1783
2020-07-17,"Paraíba",924
2020-07-17,"Pernambuco",1332
2020-07-17,"Piauí",1511
2020-07-17,"Paraná",1916
2020-07-17,"Rio de Janeiro",657
2020-07-17,"Rio Grande do Norte",2149
2020-07-17,"Rondônia",463
2020-07-17,"Roraima",366
2020-07-17,"Rio Grande do Sul",1366
2020-07-17,"Santa Catarina",1768
2020-07-17,"Sergipe",662
2020-07-17,"São Paulo",5367
2020-07-17,"Tocantins",255
2020-07-18,"Acre",237
2020-07-18,"Alagoas",330
2020-07-18,"Amazonas",1712
2020-07-18,"Amapá",149
2020-07-18,"Bahia",1581
2020-07-18,"Ceará",908
2020-07-18,"Distrito Federal",1763
2020-07-18,"Espírito Santo",668
2020-07-18,"Goiás",77
2020-07-18,"Maranhão",909
2020-07-18,"Minas Gerais",3604
2020-07-18,"Mato Grosso do Sul",397
2020-07-18,"Mato Grosso",386
2020-07-18,"Pará",537
2020-07-18,"Paraíba",624
2020-07-18,"Pernambuco",1086
2020-07-18,"Piauí",728
2020-07-18,"Paraná",2232
2020-07-18,"Rio de Janeiro",0
2020-07-18,"Rio Grande do Norte",193
2020-07-18,"Rondônia",0
2020-07-18,"Roraima",94
2020-07-18,"Rio Grande do Sul",137
2020-07-18,"Santa Catarina",982
2020-07-18,"Sergipe",1184
2020-07-18,"São Paulo",4612
2020-07-18,"Tocantins",564
2020-07-19,"Acre",93
2020-07-19,"Alagoas",496
2020-07-19,"Amazonas",379
2020-07-19,"Amapá",120
2020-07-19,"Bahia",1931
2020-07-19,"Ceará",406
2020-07-19,"Distrito Federal",1249
2020-07-19,"Espírito Santo",478
2020-07-19,"Goiás",-13
2020-07-19,"Maranhão",233
2020-07-19,"Minas Gerais",2097
2020-07-19,"Mato Grosso do Sul",234
2020-07-19,"Mato Grosso",1642
2020-07-19,"Pará",912
2020-07-19,"Paraíba",411
2020-07-19,"Pernambuco",943
2020-07-19,"Piauí",310
2020-07-19,"Paraná",1076
2020-07-19,"Rio de Janeiro",3294
2020-07-19,"Rio Grande do Norte",317
2020-07-19,"Rondônia",0
2020-07-19,"Roraima",219
2020-07-19,"Rio Grande do Sul",266
2020-07-19,"Santa Catarina",805
2020-07-19,"Sergipe",2171
2020-07-19,"São Paulo",3022
2020-07-19,"Tocantins",125
2020-07-20,"Acre",167
2020-07-20,"Alagoas",228
2020-07-20,"Amazonas",476
2020-07-20,"Amapá",440
2020-07-20,"Bahia",1123
2020-07-20,"Ceará",440
2020-07-20,"Distrito Federal",1875
2020-07-20,"Espírito Santo",1094
2020-07-20,"Goiás",651
2020-07-20,"Maranhão",581
2020-07-20,"Minas Gerais",1160
2020-07-20,"Mato Grosso do Sul",749
2020-07-20,"Mato Grosso",1324
2020-07-20,"Pará",1997
2020-07-20,"Paraíba",298
2020-07-20,"Pernambuco",663
2020-07-20,"Piauí",670
2020-07-20,"Paraná",1280
2020-07-20,"Rio de Janeiro",2481
2020-07-20,"Rio Grande do Norte",257
2020-07-20,"Rondônia",684
2020-07-20,"Roraima",299
2020-07-20,"Rio Grande do Sul",336
2020-07-20,"Santa Catarina",1078
2020-07-20,"Sergipe",816
2020-07-20,"São Paulo",1385
2020-07-20,"Tocantins",456
2020-07-21,"Acre",238
2020-07-21,"Alagoas",644
2020-07-21,"Amazonas",775
2020-07-21,"Amapá",260
2020-07-21,"Bahia",3552
2020-07-21,"Ceará",3254
2020-07-21,"Distrito Federal",1789
2020-07-21,"Espírito Santo",902
2020-07-21,"Goiás",3821
2020-07-21,"Maranhão",1248
2020-07-21,"Minas Gerais",1434
2020-07-21,"Mato Grosso do Sul",1503
2020-07-21,"Mato Grosso",1756
2020-07-21,"Pará",1965
2020-07-21,"Paraíba",1159
2020-07-21,"Pernambuco",326
2020-07-21,"Piauí",1539
2020-07-21,"Paraná",1629
2020-07-21,"Rio de Janeiro",4116
2020-07-21,"Rio Grande do Norte",973
2020-07-21,"Rondônia",841
2020-07-21,"Roraima",969
2020-07-21,"Rio Grande do Sul",2391
2020-07-21,"Santa Catarina",2061
2020-07-21,"Sergipe",1051
2020-07-21,"São Paulo",6235
2020-07-21,"Tocantins",496
2020-07-22,"Acre",279
2020-07-22,"Alagoas",729
2020-07-22,"Amazonas",557
2020-07-22,"Amapá",255
2020-07-22,"Bahia",6401
2020-07-22,"Ceará",3309
