"regionname,""date"",""cases"""
Texas,2021-03-26,881
Utah,2021-03-26,407
Virginia,2021-03-26,1646
Vermont,2021-03-26,221
Washington,2021-03-26,1019
Wisconsin,2021-03-26,687
Wyoming,2021-03-26,57
Alaska,2021-03-27,112
Alabama,2021-03-27,235
Arkansas,2021-03-27,124
Arizona,2021-03-27,573
California,2021-03-27,1803
Colorado,2021-03-27,1108
Connecticut,2021-03-27,3
District of Columbia,2021-03-27,120
Delaware,2021-03-27,370
Florida,2021-03-27,3252
Georgia,2021-03-27,1065
Guam,2021-03-27,4
Hawaii,2021-03-27,15
Iowa,2021-03-27,320
Idaho,2021-03-27,224
Illinois,2021-03-27,3167
Indiana,2021-03-27,641
Kansas,2021-03-27,155
Kentucky,2021-03-27,384
Louisiana,2021-03-27,309
Massachusetts,2021-03-27,1634
Maryland,2021-03-27,1148
Maine,2021-03-27,198
Michigan,2021-03-27,2701
Minnesota,2021-03-27,1402
Missouri,2021-03-27,445
Mississippi,2021-03-27,2
Montana,2021-03-27,99
North Carolina,2021-03-27,1231
North Dakota,2021-03-27,118
Nebraska,2021-03-27,930
New Hampshire,2021-03-27,286
New Jersey,2021-03-27,4199
New Mexico,2021-03-27,192
Nevada,2021-03-27,231
New York,2021-03-27,6404
Ohio,2021-03-27,1294
Oklahoma,2021-03-27,212
Oregon,2021-03-27,440
Pennsylvania,2021-03-27,3182
PR,2021-03-27,29
Rhode Island,2021-03-27,2
South Carolina,2021-03-27,638
South Dakota,2021-03-27,95
Tennessee,2021-03-27,818
Texas,2021-03-27,692
Utah,2021-03-27,311
Virginia,2021-03-27,1250
Vermont,2021-03-27,148
Washington,2021-03-27,904
Wisconsin,2021-03-27,539
West Virginia,2021-03-27,3
Wyoming,2021-03-27,44
Alaska,2021-03-28,90
Alabama,2021-03-28,196
Arkansas,2021-03-28,131
Arizona,2021-03-28,509
California,2021-03-28,1766
Colorado,2021-03-28,1104
Connecticut,2021-03-28,4
District of Columbia,2021-03-28,59
Delaware,2021-03-28,342
Florida,2021-03-28,3232
Georgia,2021-03-28,852
Guam,2021-03-28,1
Hawaii,2021-03-28,22
Iowa,2021-03-28,195
Idaho,2021-03-28,187
Illinois,2021-03-28,3175
Indiana,2021-03-28,590
Kansas,2021-03-28,149
Kentucky,2021-03-28,341
Louisiana,2021-03-28,316
Massachusetts,2021-03-28,1383
Maryland,2021-03-28,1205
Maine,2021-03-28,195
Michigan,2021-03-28,2458
Minnesota,2021-03-28,1448
Missouri,2021-03-28,408
Mississippi,2021-03-28,4
Montana,2021-03-28,93
North Carolina,2021-03-28,1152
North Dakota,2021-03-28,143
Nebraska,2021-03-28,1024
New Hampshire,2021-03-28,176
New Jersey,2021-03-28,3897
New Mexico,2021-03-28,186
Nevada,2021-03-28,244
New York,2021-03-28,5810
Ohio,2021-03-28,1378
Oklahoma,2021-03-28,211
Oregon,2021-03-28,397
Pennsylvania,2021-03-28,3201
PR,2021-03-28,17
Rhode Island,2021-03-28,6
South Carolina,2021-03-28,528
South Dakota,2021-03-28,106
Tennessee,2021-03-28,876
Texas,2021-03-28,867
Utah,2021-03-28,315
Virginia,2021-03-28,1149
Vermont,2021-03-28,157
Washington,2021-03-28,780
Wisconsin,2021-03-28,539
Wyoming,2021-03-28,46
Alaska,2021-03-29,217
Alabama,2021-03-29,271
Arkansas,2021-03-29,192
Arizona,2021-03-29,630
California,2021-03-29,2970
Colorado,2021-03-29,1251
Connecticut,2021-03-29,2100
District of Columbia,2021-03-29,159
Delaware,2021-03-29,175
Florida,2021-03-29,4526
Georgia,2021-03-29,1244
Guam,2021-03-29,1
Hawaii,2021-03-29,23
Iowa,2021-03-29,379
Idaho,2021-03-29,362
Illinois,2021-03-29,3733
Indiana,2021-03-29,1395
Kansas,2021-03-29,235
Kentucky,2021-03-29,547
Louisiana,2021-03-29,483
Massachusetts,2021-03-29,2775
Maryland,2021-03-29,2033
Maine,2021-03-29,243
Michigan,2021-03-29,4084
Minnesota,2021-03-29,2239
Missouri,2021-03-29,702
Mississippi,2021-03-29,3
Montana,2021-03-29,144
North Carolina,2021-03-29,2113
North Dakota,2021-03-29,183
Nebraska,2021-03-29,977
New Hampshire,2021-03-29,182
New Jersey,2021-03-29,4945
New Mexico,2021-03-29,219
Nevada,2021-03-29,326
New York,2021-03-29,8430
Ohio,2021-03-29,1755
Oklahoma,2021-03-29,229
Oregon,2021-03-29,470
Pennsylvania,2021-03-29,5415
PR,2021-03-29,69
Rhode Island,2021-03-29,2484
South Carolina,2021-03-29,1864
South Dakota,2021-03-29,114
Tennessee,2021-03-29,1316
Texas,2021-03-29,1095
Utah,2021-03-29,502
Virginia,2021-03-29,1499
Vermont,2021-03-29,177
Washington,2021-03-29,1217
Wisconsin,2021-03-29,919
West Virginia,2021-03-29,1
Wyoming,2021-03-29,88
Alaska,2021-03-30,210
Alabama,2021-03-30,421
Arkansas,2021-03-30,192
Arizona,2021-03-30,757
California,2021-03-30,2648
Colorado,2021-03-30,1600
Connecticut,2021-03-30,689
District of Columbia,2021-03-30,106
Delaware,2021-03-30,245
Florida,2021-03-30,12803
Georgia,2021-03-30,1043
Guam,2021-03-30,1
Hawaii,2021-03-30,19
Iowa,2021-03-30,314
Idaho,2021-03-30,313
Illinois,2021-03-30,3373
Indiana,2021-03-30,1271
Kansas,2021-03-30,214
Kentucky,2021-03-30,557
Louisiana,2021-03-30,397
Massachusetts,2021-03-30,2498
Maryland,2021-03-30,2084
Maine,2021-03-30,221
Michigan,2021-03-30,4038
Minnesota,2021-03-30,2223
Missouri,2021-03-30,580
Mississippi,2021-03-30,5
Montana,2021-03-30,135
North Carolina,2021-03-30,1852
North Dakota,2021-03-30,182
Nebraska,2021-03-30,413
New Hampshire,2021-03-30,845
New Jersey,2021-03-30,3691
New Mexico,2021-03-30,253
Nevada,2021-03-30,299
New York,2021-03-30,7409
Ohio,2021-03-30,1662
Oklahoma,2021-03-30,268
Oregon,2021-03-30,504
Pennsylvania,2021-03-30,4919
PR,2021-03-30,73
Rhode Island,2021-03-30,660
South Carolina,2021-03-30,742
South Dakota,2021-03-30,92
Tennessee,2021-03-30,1234
Texas,2021-03-30,937
Utah,2021-03-30,425
Virginia,2021-03-30,1304
Vermont,2021-03-30,202
Washington,2021-03-30,1257
Wisconsin,2021-03-30,1136
Wyoming,2021-03-30,53
Alaska,2021-03-31,173
Alabama,2021-03-31,382
Arkansas,2021-03-31,152
Arizona,2021-03-31,738
California,2021-03-31,2597
Colorado,2021-03-31,1548
Connecticut,2021-03-31,359
District of Columbia,2021-03-31,13
Delaware,2021-03-31,377
Florida,2021-03-31,4377
Georgia,2021-03-31,1449
Hawaii,2021-03-31,324
Iowa,2021-03-31,386
Idaho,2021-03-31,289
Illinois,2021-03-31,3126
Indiana,2021-03-31,1228
Kansas,2021-03-31,205
Kentucky,2021-03-31,443
Louisiana,2021-03-31,368
Massachusetts,2021-03-31,2593
Maryland,2021-03-31,2028
Maine,2021-03-31,241
Michigan,2021-03-31,3943
Minnesota,2021-03-31,2278
Missouri,2021-03-31,517
Mississippi,2021-03-31,2
Montana,2021-03-31,169
North Carolina,2021-03-31,1836
North Dakota,2021-03-31,162
Nebraska,2021-03-31,129
New Hampshire,2021-03-31,215
New Jersey,2021-03-31,4922
New Mexico,2021-03-31,212
Nevada,2021-03-31,342
New York,2021-03-31,7564
Ohio,2021-03-31,6156
Oklahoma,2021-03-31,250
Oregon,2021-03-31,513
Pennsylvania,2021-03-31,4908
PR,2021-03-31,68
Rhode Island,2021-03-31,323
South Carolina,2021-03-31,722
South Dakota,2021-03-31,101
Tennessee,2021-03-31,1146
Texas,2021-03-31,884
Utah,2021-03-31,431
Virginia,2021-03-31,1669
Vermont,2021-03-31,199
Washington,2021-03-31,1184
Wisconsin,2021-03-31,895
Wyoming,2021-03-31,66
Alaska,2021-04-01,189
Alabama,2021-04-01,424
Arkansas,2021-04-01,181
Arizona,2021-04-01,797
California,2021-04-01,2560
Colorado,2021-04-01,1595
Connecticut,2021-04-01,4
District of Columbia,2021-04-01,268
Delaware,2021-04-01,383
Florida,2021-04-01,4652
Georgia,2021-04-01,1218
Guam,2021-04-01,3
Hawaii,2021-04-01,9
Iowa,2021-04-01,432
Idaho,2021-04-01,316
Illinois,2021-04-01,2755
Indiana,2021-04-01,1189
Kansas,2021-04-01,198
Kentucky,2021-04-01,440
Louisiana,2021-04-01,379
Massachusetts,2021-04-01,2509
Maryland,2021-04-01,1897
Maine,2021-04-01,388
Michigan,2021-04-01,4256
Minnesota,2021-04-01,2113
Missouri,2021-04-01,646
Mississippi,2021-04-01,9
Montana,2021-04-01,139
North Carolina,2021-04-01,1720
North Dakota,2021-04-01,152
Nebraska,2021-04-01,166
New Hampshire,2021-04-01,378
New Jersey,2021-04-01,4997
New Mexico,2021-04-01,235
Nevada,2021-04-01,309
New York,2021-04-01,7049
Ohio,2021-04-01,1664
Oklahoma,2021-04-01,283
Oregon,2021-04-01,459
Pennsylvania,2021-04-01,4809
PR,2021-04-01,97
Rhode Island,2021-04-01,51
South Carolina,2021-04-01,759
South Dakota,2021-04-01,96
Tennessee,2021-04-01,1195
Texas,2021-04-01,883
Utah,2021-04-01,443
Virginia,2021-04-01,1474
Vermont,2021-04-01,142
Washington,2021-04-01,1161
Wisconsin,2021-04-01,857
Wyoming,2021-04-01,59
Alaska,2021-04-02,161
Alabama,2021-04-02,395
Arkansas,2021-04-02,147
Arizona,2021-04-02,824
California,2021-04-02,2450
Colorado,2021-04-02,1565
Connecticut,2021-04-02,5
District of Columbia,2021-04-02,125
Delaware,2021-04-02,474
Florida,2021-04-02,3951
Georgia,2021-04-02,1059
Guam,2021-04-02,3
Hawaii,2021-04-02,10
Iowa,2021-04-02,340
Idaho,2021-04-02,275
Illinois,2021-04-02,2896
Indiana,2021-04-02,1023
Kansas,2021-04-02,181
Kentucky,2021-04-02,383
Louisiana,2021-04-02,318
Massachusetts,2021-04-02,2061
Maryland,2021-04-02,1938
Maine,2021-04-02,318
Michigan,2021-04-02,3494
Minnesota,2021-04-02,2036
Missouri,2021-04-02,559
Mississippi,2021-04-02,2
Montana,2021-04-02,138
North Carolina,2021-04-02,1392
North Dakota,2021-04-02,144
Nebraska,2021-04-02,116
New Hampshire,2021-04-02,163
New Jersey,2021-04-02,3960
New Mexico,2021-04-02,201
Nevada,2021-04-02,278
New York,2021-04-02,6784
Ohio,2021-04-02,1539
Oklahoma,2021-04-02,208
Oregon,2021-04-02,382
Pennsylvania,2021-04-02,4360
PR,2021-04-02,33
Rhode Island,2021-04-02,50
South Carolina,2021-04-02,1874
South Dakota,2021-04-02,101
Tennessee,2021-04-02,965
Texas,2021-04-02,833
Utah,2021-04-02,369
Virginia,2021-04-02,1470
Vermont,2021-04-02,136
Washington,2021-04-02,1069
Wisconsin,2021-04-02,810
Wyoming,2021-04-02,66
Alaska,2021-04-03,121
Alabama,2021-04-03,240
Arkansas,2021-04-03,114
Arizona,2021-04-03,602
California,2021-04-03,1878
Colorado,2021-04-03,1251
Connecticut,2021-04-03,8
District of Columbia,2021-04-03,110
Delaware,2021-04-03,294
Florida,2021-04-03,3630
Georgia,2021-04-03,960
Guam,2021-04-03,1
Hawaii,2021-04-03,10
Iowa,2021-04-03,308
Idaho,2021-04-03,206
Illinois,2021-04-03,3332
Indiana,2021-04-03,711
Kansas,2021-04-03,163
Kentucky,2021-04-03,385
Louisiana,2021-04-03,286
Massachusetts,2021-04-03,1544
Maryland,2021-04-03,1110
Maine,2021-04-03,290
Michigan,2021-04-03,3037
Minnesota,2021-04-03,1632
Missouri,2021-04-03,445
Mississippi,2021-04-03,3
Montana,2021-04-03,122
North Carolina,2021-04-03,1161
North Dakota,2021-04-03,129
Nebraska,2021-04-03,94
New Hampshire,2021-04-03,180
New Jersey,2021-04-03,3505
New Mexico,2021-04-03,186
Nevada,2021-04-03,264
New York,2021-04-03,5549
Ohio,2021-04-03,1319
Oklahoma,2021-04-03,220
Oregon,2021-04-03,510
Pennsylvania,2021-04-03,3481
PR,2021-04-03,61
Rhode Island,2021-04-03,1
South Carolina,2021-04-03,697
South Dakota,2021-04-03,102
Tennessee,2021-04-03,796
Texas,2021-04-03,795
Utah,2021-04-03,319
Virginia,2021-04-03,1310
Vermont,2021-04-03,127
Washington,2021-04-03,910
Wisconsin,2021-04-03,658
Wyoming,2021-04-03,48
Alaska,2021-04-04,62
Alabama,2021-04-04,193
Arkansas,2021-04-04,98
Arizona,2021-04-04,524
California,2021-04-04,1695
Colorado,2021-04-04,1230
Connecticut,2021-04-04,3
District of Columbia,2021-04-04,69
Delaware,2021-04-04,195
Florida,2021-04-04,3178
Georgia,2021-04-04,865
Guam,2021-04-04,1
Hawaii,2021-04-04,15
Iowa,2021-04-04,176
Idaho,2021-04-04,201
Illinois,2021-04-04,3180
Indiana,2021-04-04,428
Kansas,2021-04-04,157
Kentucky,2021-04-04,361
Louisiana,2021-04-04,301
Massachusetts,2021-04-04,951
Maryland,2021-04-04,1329
Maine,2021-04-04,250
Michigan,2021-04-04,2854
Minnesota,2021-04-04,1404
Missouri,2021-04-04,387
Mississippi,2021-04-04,1
Montana,2021-04-04,118
North Carolina,2021-04-04,1070
North Dakota,2021-04-04,132
Nebraska,2021-04-04,82
New Hampshire,2021-04-04,176
New Jersey,2021-04-04,2996
New Mexico,2021-04-04,212
Nevada,2021-04-04,254
New York,2021-04-04,5238
Ohio,2021-04-04,1251
Oklahoma,2021-04-04,177
Oregon,2021-04-04,479
Pennsylvania,2021-04-04,2816
PR,2021-04-04,48
Rhode Island,2021-04-04,2
South Carolina,2021-04-04,586
South Dakota,2021-04-04,86
Tennessee,2021-04-04,800
Texas,2021-04-04,881
Utah,2021-04-04,280
Virginia,2021-04-04,1105
Vermont,2021-04-04,123
Washington,2021-04-04,815
Wisconsin,2021-04-04,590
Wyoming,2021-04-04,56
Alaska,2021-04-05,260
Alabama,2021-04-05,322
Arkansas,2021-04-05,192
Arizona,2021-04-05,714
California,2021-04-05,3148
Colorado,2021-04-05,1548
Connecticut,2021-04-05,208
District of Columbia,2021-04-05,116
Delaware,2021-04-05,223
Florida,2021-04-05,5321
Georgia,2021-04-05,835
Guam,2021-04-05,4
Hawaii,2021-04-05,25
Iowa,2021-04-05,320
Idaho,2021-04-05,403
Illinois,2021-04-05,3713
Indiana,2021-04-05,1608
Kansas,2021-04-05,284
Kentucky,2021-04-05,580
Louisiana,2021-04-05,555
Massachusetts,2021-04-05,2605
Maryland,2021-04-05,2114
Maine,2021-04-05,327
Michigan,2021-04-05,5067
Minnesota,2021-04-05,2627
Missouri,2021-04-05,768
Mississippi,2021-04-05,5
Montana,2021-04-05,182
North Carolina,2021-04-05,2150
North Dakota,2021-04-05,186
Nebraska,2021-04-05,128
New Hampshire,2021-04-05,230
New Jersey,2021-04-05,4431
New Mexico,2021-04-05,211
Nevada,2021-04-05,367
New York,2021-04-05,7660
Ohio,2021-04-05,2093
Oklahoma,2021-04-05,324
Oregon,2021-04-05,605
Pennsylvania,2021-04-05,5633
PR,2021-04-05,141
Rhode Island,2021-04-05,5013
South Carolina,2021-04-05,1457
South Dakota,2021-04-05,123
Tennessee,2021-04-05,1465
Texas,2021-04-05,1219
Utah,2021-04-05,536
Virginia,2021-04-05,1450
Vermont,2021-04-05,171
Washington,2021-04-05,1375
Wisconsin,2021-04-05,1139
Wyoming,2021-04-05,85
Alaska,2021-04-06,207
Alabama,2021-04-06,407
Arkansas,2021-04-06,209
Arizona,2021-04-06,692
California,2021-04-06,2791
Colorado,2021-04-06,1801
Connecticut,2021-04-06,6
District of Columbia,2021-04-06,87
Delaware,2021-04-06,237
Florida,2021-04-06,13653
Georgia,2021-04-06,1208
Guam,2021-04-06,2
Hawaii,2021-04-06,23
Iowa,2021-04-06,436
Idaho,2021-04-06,296
Illinois,2021-04-06,3394
Indiana,2021-04-06,1403
Kansas,2021-04-06,261
Kentucky,2021-04-06,520
Louisiana,2021-04-06,487
Massachusetts,2021-04-06,2430
Maryland,2021-04-06,1954
Maine,2021-04-06,419
Michigan,2021-04-06,5210
Minnesota,2021-04-06,2445
Missouri,2021-04-06,670
Mississippi,2021-04-06,3
Montana,2021-04-06,129
North Carolina,2021-04-06,2034
North Dakota,2021-04-06,160
Nebraska,2021-04-06,712
New Hampshire,2021-04-06,882
New Jersey,2021-04-06,4157
New Mexico,2021-04-06,235
Nevada,2021-04-06,320
New York,2021-04-06,7260
Ohio,2021-04-06,1927
Oklahoma,2021-04-06,242
Oregon,2021-04-06,668
Pennsylvania,2021-04-06,5039
PR,2021-04-06,113
Rhode Island,2021-04-06,85
South Carolina,2021-04-06,1074
South Dakota,2021-04-06,114
Tennessee,2021-04-06,1311
Texas,2021-04-06,1030
Utah,2021-04-06,430
Virginia,2021-04-06,1592
Vermont,2021-04-06,154
Washington,2021-04-06,1367
Wisconsin,2021-04-06,1094
Wyoming,2021-04-06,67
Alaska,2021-04-07,225
Alabama,2021-04-07,408
Arkansas,2021-04-07,181
Arizona,2021-04-07,778
California,2021-04-07,2821
Colorado,2021-04-07,1706
Connecticut,2021-04-07,8
District of Columbia,2021-04-07,152
Delaware,2021-04-07,350
Florida,2021-04-07,4869
Georgia,2021-04-07,1365
Guam,2021-04-07,2
Hawaii,2021-04-07,237
Iowa,2021-04-07,396
Idaho,2021-04-07,280
Illinois,2021-04-07,3118
Indiana,2021-04-07,1359
Kansas,2021-04-07,241
Kentucky,2021-04-07,581
Louisiana,2021-04-07,529
Massachusetts,2021-04-07,2504
Maryland,2021-04-07,2133
Maine,2021-04-07,346
Michigan,2021-04-07,4769
Minnesota,2021-04-07,2457
Missouri,2021-04-07,702
Mississippi,2021-04-07,10
Montana,2021-04-07,158
North Carolina,2021-04-07,2102
North Dakota,2021-04-07,167
Nebraska,2021-04-07,870
New Hampshire,2021-04-07,362
New Jersey,2021-04-07,4119
New Mexico,2021-04-07,221
Nevada,2021-04-07,327
New York,2021-04-07,7042
Ohio,2021-04-07,1942
Oklahoma,2021-04-07,247
Oregon,2021-04-07,620
Pennsylvania,2021-04-07,5170
PR,2021-04-07,105
Rhode Island,2021-04-07,245
South Carolina,2021-04-07,859
South Dakota,2021-04-07,105
Tennessee,2021-04-07,1256
Texas,2021-04-07,1052
Utah,2021-04-07,414
Virginia,2021-04-07,1640
Vermont,2021-04-07,180
Washington,2021-04-07,1485
Wisconsin,2021-04-07,1018
West Virginia,2021-04-07,3
Wyoming,2021-04-07,87
Alaska,2021-04-08,159
Alabama,2021-04-08,326
Arkansas,2021-04-08,179
Arizona,2021-04-08,829
California,2021-04-08,2482
Colorado,2021-04-08,1677
Connecticut,2021-04-08,6
District of Columbia,2021-04-08,131
Delaware,2021-04-08,382
Florida,2021-04-08,4552
Georgia,2021-04-08,1211
Guam,2021-04-08,4
Hawaii,2021-04-08,14
Iowa,2021-04-08,332
Idaho,2021-04-08,242
Illinois,2021-04-08,2657
Indiana,2021-04-08,1315
Kansas,2021-04-08,224
Kentucky,2021-04-08,507
Louisiana,2021-04-08,466
Massachusetts,2021-04-08,2410
Maryland,2021-04-08,1721
Maine,2021-04-08,437
Michigan,2021-04-08,4440
Minnesota,2021-04-08,2191
Missouri,2021-04-08,626
Mississippi,2021-04-08,4
Montana,2021-04-08,132
North Carolina,2021-04-08,2009
North Dakota,2021-04-08,136
Nebraska,2021-04-08,825
New Hampshire,2021-04-08,177
New Jersey,2021-04-08,3914
New Mexico,2021-04-08,228
Nevada,2021-04-08,358
New York,2021-04-08,6429
Ohio,2021-04-08,1913
Oklahoma,2021-04-08,227
Oregon,2021-04-08,540
Pennsylvania,2021-04-08,5054
PR,2021-04-08,100
Rhode Island,2021-04-08,171
South Carolina,2021-04-08,881
South Dakota,2021-04-08,82
Tennessee,2021-04-08,1235
Texas,2021-04-08,870
Utah,2021-04-08,379
Virginia,2021-04-08,1507
Vermont,2021-04-08,131
Washington,2021-04-08,1369
Wisconsin,2021-04-08,975
Wyoming,2021-04-08,48
Alaska,2021-04-09,143
Alabama,2021-04-09,323
Arkansas,2021-04-09,196
Arizona,2021-04-09,872
California,2021-04-09,2475
Colorado,2021-04-09,1525
Connecticut,2021-04-09,3
District of Columbia,2021-04-09,118
Delaware,2021-04-09,415
Florida,2021-04-09,4513
Georgia,2021-04-09,1230
Guam,2021-04-09,4
Hawaii,2021-04-09,6
Iowa,2021-04-09,338
Idaho,2021-04-09,258
Illinois,2021-04-09,2705
Indiana,2021-04-09,1229
Kansas,2021-04-09,242
Kentucky,2021-04-09,528
Louisiana,2021-04-09,436
Massachusetts,2021-04-09,2096
Maryland,2021-04-09,1639
Maine,2021-04-09,416
Michigan,2021-04-09,3962
Minnesota,2021-04-09,2171
Missouri,2021-04-09,606
Mississippi,2021-04-09,3
Montana,2021-04-09,130
North Carolina,2021-04-09,2025
North Dakota,2021-04-09,145
Nebraska,2021-04-09,960
New Hampshire,2021-04-09,271
New Jersey,2021-04-09,3547
New Mexico,2021-04-09,239
Nevada,2021-04-09,332
New York,2021-04-09,6263
Ohio,2021-04-09,1949
Oklahoma,2021-04-09,228
Oregon,2021-04-09,569
Pennsylvania,2021-04-09,4819
PR,2021-04-09,101
Rhode Island,2021-04-09,138
South Carolina,2021-04-09,838
South Dakota,2021-04-09,96
Tennessee,2021-04-09,1174
Texas,2021-04-09,869
Utah,2021-04-09,381
Virginia,2021-04-09,1484
Vermont,2021-04-09,130
Washington,2021-04-09,1302
Wisconsin,2021-04-09,899
Wyoming,2021-04-09,63
Alaska,2021-04-10,88
Alabama,2021-04-10,351
Arkansas,2021-04-10,151
Arizona,2021-04-10,721
California,2021-04-10,2004
Colorado,2021-04-10,1371
Connecticut,2021-04-10,3
District of Columbia,2021-04-10,78
Delaware,2021-04-10,361
Florida,2021-04-10,4066
Georgia,2021-04-10,1223
Guam,2021-04-10,2
Hawaii,2021-04-10,14
Iowa,2021-04-10,311
Idaho,2021-04-10,169
Illinois,2021-04-10,2934
Indiana,2021-04-10,791
Kansas,2021-04-10,159
Kentucky,2021-04-10,494
Louisiana,2021-04-10,346
Massachusetts,2021-04-10,1565
Maryland,2021-04-10,1119
Maine,2021-04-10,258
Michigan,2021-04-10,3165
Minnesota,2021-04-10,1597
Missouri,2021-04-10,477
Mississippi,2021-04-10,3
Montana,2021-04-10,110
North Carolina,2021-04-10,1434
North Dakota,2021-04-10,127
Nebraska,2021-04-10,944
New Hampshire,2021-04-10,222
New Jersey,2021-04-10,3000
New Mexico,2021-04-10,239
Nevada,2021-04-10,300
New York,2021-04-10,5244
Ohio,2021-04-10,1567
Oklahoma,2021-04-10,206
Oregon,2021-04-10,696
Pennsylvania,2021-04-10,3702
PR,2021-04-10,52
Rhode Island,2021-04-10,1
South Carolina,2021-04-10,801
South Dakota,2021-04-10,95
Tennessee,2021-04-10,965
Texas,2021-04-10,781
Utah,2021-04-10,326
Virginia,2021-04-10,1262
Vermont,2021-04-10,106
Washington,2021-04-10,1151
Wisconsin,2021-04-10,603
Wyoming,2021-04-10,50
Alaska,2021-04-11,105
Alabama,2021-04-11,232
Arkansas,2021-04-11,139
Arizona,2021-04-11,662
California,2021-04-11,1703
Colorado,2021-04-11,1139
Connecticut,2021-04-11,8
District of Columbia,2021-04-11,79
Delaware,2021-04-11,344
Florida,2021-04-11,3420
Georgia,2021-04-11,1009
Guam,2021-04-11,5
Hawaii,2021-04-11,9
Iowa,2021-04-11,185
Idaho,2021-04-11,204
Illinois,2021-04-11,2743
Indiana,2021-04-11,695
Kansas,2021-04-11,148
Kentucky,2021-04-11,387
Louisiana,2021-04-11,362
Massachusetts,2021-04-11,1208
Maryland,2021-04-11,1132
Maine,2021-04-11,295
Michigan,2021-04-11,2554
Minnesota,2021-04-11,1612
Missouri,2021-04-11,486
Mississippi,2021-04-11,1
Montana,2021-04-11,103
North Carolina,2021-04-11,1533
North Dakota,2021-04-11,115
Nebraska,2021-04-11,960
New Hampshire,2021-04-11,185
New Jersey,2021-04-11,2736
New Mexico,2021-04-11,171
Nevada,2021-04-11,274
New York,2021-04-11,4640
Ohio,2021-04-11,1469
Oklahoma,2021-04-11,182
Oregon,2021-04-11,644
Pennsylvania,2021-04-11,3337
PR,2021-04-11,49
Rhode Island,2021-04-11,2
South Carolina,2021-04-11,590
South Dakota,2021-04-11,78
Tennessee,2021-04-11,834
Texas,2021-04-11,740
Utah,2021-04-11,268
Virginia,2021-04-11,1202
Vermont,2021-04-11,87
Washington,2021-04-11,978
Wisconsin,2021-04-11,617
West Virginia,2021-04-11,1
Wyoming,2021-04-11,62
Alaska,2021-04-12,239
Alabama,2021-04-12,1508
Arkansas,2021-04-12,226
Arizona,2021-04-12,771
California,2021-04-12,2974
Colorado,2021-04-12,1888
Connecticut,2021-04-12,7
District of Columbia,2021-04-12,99
Delaware,2021-04-12,208
Florida,2021-04-12,5349
Georgia,2021-04-12,1125
Guam,2021-04-12,3
Hawaii,2021-04-12,12
Iowa,2021-04-12,328
Idaho,2021-04-12,298
Illinois,2021-04-12,3195
Indiana,2021-04-12,1645
Kansas,2021-04-12,292
Kentucky,2021-04-12,660
Louisiana,2021-04-12,618
Massachusetts,2021-04-12,2380
Maryland,2021-04-12,2028
Maine,2021-04-12,555
Michigan,2021-04-12,5031
Minnesota,2021-04-12,2448
Missouri,2021-04-12,724
Mississippi,2021-04-12,24
Montana,2021-04-12,146
North Carolina,2021-04-12,2571
North Dakota,2021-04-12,171
Nebraska,2021-04-12,916
New Hampshire,2021-04-12,186
New Jersey,2021-04-12,4074
New Mexico,2021-04-12,233
Nevada,2021-04-12,348
New York,2021-04-12,6679
Ohio,2021-04-12,2366
Oklahoma,2021-04-12,276
Oregon,2021-04-12,724
